spend_id,date,campaign_id,channel,utm_source,utm_medium,utm_campaign,impressions,clicks,ad_spend,currency
SP000650,2021-01-29,12,Email,email,email,campaign_12,76,4,10.0,USD
SP000651,2021-01-30,12,Email,email,email,campaign_12,126,6,10.0,USD
SP000652,2021-01-31,12,Email,email,email,campaign_12,108,5,10.0,USD
SP000653,2021-02-01,12,Email,email,email,campaign_12,48,2,10.0,USD
SP000654,2021-02-02,12,Email,email,email,campaign_12,103,4,10.0,USD
SP000655,2021-02-03,12,Email,email,email,campaign_12,44,2,10.0,USD
SP000656,2021-02-04,12,Email,email,email,campaign_12,89,4,10.0,USD
SP000657,2021-02-05,12,Email,email,email,campaign_12,100,4,10.0,USD
SP000658,2021-02-06,12,Email,email,email,campaign_12,75,3,10.0,USD
SP000659,2021-02-07,12,Email,email,email,campaign_12,50,2,10.0,USD
SP000660,2021-02-08,12,Email,email,email,campaign_12,76,3,10.0,USD
SP000661,2021-02-09,12,Email,email,email,campaign_12,95,4,10.0,USD
SP000662,2021-02-10,12,Email,email,email,campaign_12,65,3,10.0,USD
SP000663,2021-02-11,12,Email,email,email,campaign_12,21,1,10.0,USD
SP000664,2021-02-12,12,Email,email,email,campaign_12,201,9,10.0,USD
SP000665,2021-02-13,12,Email,email,email,campaign_12,22,1,10.0,USD
SP000666,2021-02-14,12,Email,email,email,campaign_12,63,3,10.0,USD
SP000667,2021-02-15,12,Email,email,email,campaign_12,83,3,10.0,USD
SP000668,2021-02-16,12,Email,email,email,campaign_12,44,2,10.0,USD
SP000669,2021-02-17,12,Email,email,email,campaign_12,39,2,10.0,USD
SP000670,2021-02-18,12,Email,email,email,campaign_12,28,1,10.0,USD
SP000671,2021-02-19,12,Email,email,email,campaign_12,170,6,10.0,USD
SP000672,2021-02-20,12,Email,email,email,campaign_12,84,4,10.0,USD
SP000673,2021-02-21,12,Email,email,email,campaign_12,40,2,10.0,USD
SP000674,2022-03-19,13,Display,google_display,display,campaign_13,208,3,10.0,USD
SP000675,2022-03-20,13,Display,google_display,display,campaign_13,233,3,10.0,USD
SP000676,2022-03-21,13,Display,google_display,display,campaign_13,368,4,10.0,USD
SP000677,2022-03-22,13,Display,google_display,display,campaign_13,86,1,10.0,USD
SP000678,2022-03-23,13,Display,google_display,display,campaign_13,407,5,10.0,USD
SP000679,2022-03-24,13,Display,google_display,display,campaign_13,220,3,10.0,USD
SP000680,2022-03-25,13,Display,google_display,display,campaign_13,304,3,10.0,USD
SP000681,2022-03-26,13,Display,google_display,display,campaign_13,158,2,10.0,USD
SP000682,2022-03-27,13,Display,google_display,display,campaign_13,494,5,10.0,USD
SP000683,2022-03-28,13,Display,google_display,display,campaign_13,88,1,10.0,USD
SP000684,2022-03-29,13,Display,google_display,display,campaign_13,483,5,10.0,USD
SP000685,2022-03-30,13,Display,google_display,display,campaign_13,449,5,10.0,USD
SP000686,2022-03-31,13,Display,google_display,display,campaign_13,231,3,10.0,USD
SP000687,2022-04-01,13,Display,google_display,display,campaign_13,748,9,10.0,USD
SP000688,2022-04-02,13,Display,google_display,display,campaign_13,161,2,10.0,USD
SP000689,2022-04-03,13,Display,google_display,display,campaign_13,390,4,10.0,USD
SP000690,2022-04-04,13,Display,google_display,display,campaign_13,166,2,10.0,USD
SP000691,2022-04-05,13,Display,google_display,display,campaign_13,214,2,10.0,USD
SP000692,2022-04-06,13,Display,google_display,display,campaign_13,372,5,10.0,USD
SP000693,2022-04-07,13,Display,google_display,display,campaign_13,316,4,10.0,USD
SP000694,2022-04-08,13,Display,google_display,display,campaign_13,169,2,10.0,USD
SP000695,2022-04-09,13,Display,google_display,display,campaign_13,544,5,10.0,USD
SP000696,2022-04-10,13,Display,google_display,display,campaign_13,185,2,10.0,USD
SP000697,2022-04-11,13,Display,google_display,display,campaign_13,290,3,10.0,USD
SP000698,2022-04-12,13,Display,google_display,display,campaign_13,170,2,10.0,USD
SP000699,2022-04-13,13,Display,google_display,display,campaign_13,482,6,10.0,USD
SP000700,2022-04-14,13,Display,google_display,display,campaign_13,484,6,10.0,USD
SP000701,2022-04-15,13,Display,google_display,display,campaign_13,360,5,10.0,USD
SP000702,2022-04-16,13,Display,google_display,display,campaign_13,168,2,10.0,USD
SP000703,2022-04-17,13,Display,google_display,display,campaign_13,222,3,10.0,USD
SP000704,2022-04-18,13,Display,google_display,display,campaign_13,86,1,10.0,USD
SP000705,2022-04-19,13,Display,google_display,display,campaign_13,238,3,10.0,USD
SP000706,2022-04-20,13,Display,google_display,display,campaign_13,341,4,10.0,USD
SP000707,2022-04-21,13,Display,google_display,display,campaign_13,162,2,10.0,USD
SP000708,2022-04-22,13,Display,google_display,display,campaign_13,251,3,10.0,USD
SP000709,2022-04-23,13,Display,google_display,display,campaign_13,89,1,10.0,USD
SP000710,2022-04-24,13,Display,google_display,display,campaign_13,258,4,10.0,USD
SP000711,2022-04-25,13,Display,google_display,display,campaign_13,81,1,10.0,USD
SP000712,2022-04-26,13,Display,google_display,display,campaign_13,158,2,10.0,USD
SP000713,2022-04-27,13,Display,google_display,display,campaign_13,232,3,10.0,USD
SP000714,2022-04-28,13,Display,google_display,display,campaign_13,245,3,10.0,USD
SP000715,2022-04-29,13,Display,google_display,display,campaign_13,435,4,10.0,USD
SP000716,2022-04-30,13,Display,google_display,display,campaign_13,402,5,10.0,USD
SP000717,2022-05-01,13,Display,google_display,display,campaign_13,285,3,10.0,USD
SP000718,2022-05-02,13,Display,google_display,display,campaign_13,329,4,10.0,USD
SP000719,2022-05-03,13,Display,google_display,display,campaign_13,324,4,10.0,USD
SP000720,2022-05-04,13,Display,google_display,display,campaign_13,405,4,10.0,USD
SP000721,2022-05-05,13,Display,google_display,display,campaign_13,333,4,10.0,USD
SP000722,2022-05-06,13,Display,google_display,display,campaign_13,98,1,10.0,USD
SP000723,2022-05-07,13,Display,google_display,display,campaign_13,330,3,10.0,USD
SP000724,2022-05-08,13,Display,google_display,display,campaign_13,196,2,10.0,USD
SP000725,2022-05-09,13,Display,google_display,display,campaign_13,675,8,10.0,USD
SP000726,2022-05-10,13,Display,google_display,display,campaign_13,255,3,10.0,USD
SP000727,2022-05-11,13,Display,google_display,display,campaign_13,614,7,10.0,USD
SP000728,2022-05-12,13,Display,google_display,display,campaign_13,395,5,10.0,USD
SP000729,2022-05-13,13,Display,google_display,display,campaign_13,341,4,10.0,USD
SP000730,2022-05-14,13,Display,google_display,display,campaign_13,241,3,10.0,USD
SP000731,2022-05-15,13,Display,google_display,display,campaign_13,78,1,10.0,USD
SP000732,2022-05-16,13,Display,google_display,display,campaign_13,404,6,10.0,USD
SP000733,2022-05-17,13,Display,google_display,display,campaign_13,168,2,10.0,USD
SP000734,2022-05-18,13,Display,google_display,display,campaign_13,223,3,10.0,USD
SP000735,2022-05-19,13,Display,google_display,display,campaign_13,163,2,10.0,USD
SP000736,2022-05-20,13,Display,google_display,display,campaign_13,486,6,10.0,USD
SP000737,2022-05-21,13,Display,google_display,display,campaign_13,336,4,10.0,USD
SP000738,2022-05-22,13,Display,google_display,display,campaign_13,164,2,10.0,USD
SP000739,2022-05-23,13,Display,google_display,display,campaign_13,171,2,10.0,USD
SP000740,2022-05-24,13,Display,google_display,display,campaign_13,379,5,10.0,USD
SP000741,2022-05-25,13,Display,google_display,display,campaign_13,359,4,10.0,USD
SP000742,2022-05-26,13,Display,google_display,display,campaign_13,392,4,10.0,USD
SP000743,2022-05-27,13,Display,google_display,display,campaign_13,440,5,10.0,USD
SP000744,2022-05-28,13,Display,google_display,display,campaign_13,178,2,10.0,USD
SP000745,2022-05-29,13,Display,google_display,display,campaign_13,352,4,10.0,USD
SP000746,2022-05-30,13,Display,google_display,display,campaign_13,254,3,10.0,USD
SP000747,2022-05-31,13,Display,google_display,display,campaign_13,616,7,10.0,USD
SP000748,2022-06-01,13,Display,google_display,display,campaign_13,508,6,10.0,USD
SP000749,2022-06-02,13,Display,google_display,display,campaign_13,264,3,10.0,USD
SP000750,2022-06-03,13,Display,google_display,display,campaign_13,320,4,10.0,USD
SP000751,2022-06-04,13,Display,google_display,display,campaign_13,135,2,10.0,USD
SP000752,2022-06-05,13,Display,google_display,display,campaign_13,163,2,10.0,USD
SP000753,2022-06-06,13,Display,google_display,display,campaign_13,351,4,10.0,USD
SP000754,2022-06-07,13,Display,google_display,display,campaign_13,1086,10,10.0,USD
SP000755,2022-06-08,13,Display,google_display,display,campaign_13,70,1,10.0,USD
SP000756,2022-06-09,13,Display,google_display,display,campaign_13,162,2,10.0,USD
SP000757,2022-09-20,14,Email,email,email,campaign_14,68,3,10.0,USD
SP000758,2022-09-21,14,Email,email,email,campaign_14,144,5,10.0,USD
SP000759,2022-09-22,14,Email,email,email,campaign_14,112,5,10.0,USD
SP000760,2022-09-23,14,Email,email,email,campaign_14,44,2,10.0,USD
SP000761,2022-09-24,14,Email,email,email,campaign_14,47,2,10.0,USD
SP000762,2022-09-25,14,Email,email,email,campaign_14,77,3,10.0,USD
SP000763,2022-09-26,14,Email,email,email,campaign_14,103,4,10.0,USD
SP000764,2022-09-27,14,Email,email,email,campaign_14,37,2,10.0,USD
SP000765,2022-09-28,14,Email,email,email,campaign_14,66,3,10.0,USD
SP000766,2022-09-29,14,Email,email,email,campaign_14,277,12,10.0,USD
SP000767,2022-04-29,15,Social,meta,paid_social,campaign_15,54,2,10.0,USD
SP000768,2022-04-30,15,Social,meta,paid_social,campaign_15,80,3,10.0,USD
SP000769,2022-05-01,15,Social,meta,paid_social,campaign_15,152,5,10.0,USD
SP000770,2022-05-02,15,Social,meta,paid_social,campaign_15,210,7,10.0,USD
SP000771,2022-05-03,15,Social,meta,paid_social,campaign_15,62,2,10.0,USD
SP000772,2022-05-04,15,Social,meta,paid_social,campaign_15,61,2,10.0,USD
SP000773,2022-05-05,15,Social,meta,paid_social,campaign_15,51,2,10.0,USD
SP000774,2022-05-06,15,Social,meta,paid_social,campaign_15,98,4,10.0,USD
SP000775,2022-05-07,15,Social,meta,paid_social,campaign_15,191,6,10.0,USD
SP000776,2022-05-08,15,Social,meta,paid_social,campaign_15,162,5,10.0,USD
SP000777,2022-05-09,15,Social,meta,paid_social,campaign_15,91,3,10.0,USD
SP000778,2022-05-10,15,Social,meta,paid_social,campaign_15,96,3,10.0,USD
SP000779,2023-08-10,16,Email,email,email,campaign_16,101,4,10.0,USD
SP000780,2023-08-11,16,Email,email,email,campaign_16,24,1,10.0,USD
SP000781,2023-08-12,16,Email,email,email,campaign_16,23,1,10.0,USD
SP000782,2023-08-13,16,Email,email,email,campaign_16,153,6,10.0,USD
SP000783,2023-08-14,16,Email,email,email,campaign_16,40,2,10.0,USD
SP000784,2023-08-15,16,Email,email,email,campaign_16,128,5,10.0,USD
SP000785,2023-08-16,16,Email,email,email,campaign_16,125,5,10.0,USD
SP000786,2023-08-17,16,Email,email,email,campaign_16,103,5,10.0,USD
SP000787,2023-08-18,16,Email,email,email,campaign_16,29,1,10.0,USD
SP000788,2023-08-19,16,Email,email,email,campaign_16,62,3,10.0,USD
SP000789,2023-08-20,16,Email,email,email,campaign_16,100,5,10.0,USD
SP000790,2023-08-21,16,Email,email,email,campaign_16,108,5,10.0,USD
SP000791,2023-08-22,16,Email,email,email,campaign_16,27,1,10.0,USD
SP000792,2023-08-23,16,Email,email,email,campaign_16,43,2,10.0,USD
SP000793,2023-08-24,16,Email,email,email,campaign_16,136,5,10.0,USD
SP000794,2023-08-25,16,Email,email,email,campaign_16,191,9,10.0,USD
SP000795,2023-08-26,16,Email,email,email,campaign_16,22,1,10.0,USD
SP000796,2023-08-27,16,Email,email,email,campaign_16,83,3,10.0,USD
SP000797,2023-08-28,16,Email,email,email,campaign_16,65,3,10.0,USD
SP000798,2023-08-29,16,Email,email,email,campaign_16,44,2,10.0,USD
SP000799,2023-08-30,16,Email,email,email,campaign_16,83,4,10.0,USD
SP000800,2023-08-31,16,Email,email,email,campaign_16,42,2,10.0,USD
SP000801,2023-09-01,16,Email,email,email,campaign_16,197,7,10.0,USD
SP000802,2023-09-02,16,Email,email,email,campaign_16,119,6,10.0,USD
SP000803,2023-09-03,16,Email,email,email,campaign_16,49,2,10.0,USD
SP000804,2023-09-04,16,Email,email,email,campaign_16,61,3,10.0,USD
SP000805,2023-09-05,16,Email,email,email,campaign_16,73,3,10.0,USD
SP000806,2023-09-06,16,Email,email,email,campaign_16,165,8,10.0,USD
SP000807,2023-09-07,16,Email,email,email,campaign_16,75,3,10.0,USD
SP000808,2023-09-08,16,Email,email,email,campaign_16,42,2,10.0,USD
SP000809,2023-09-09,16,Email,email,email,campaign_16,87,4,10.0,USD
SP000810,2023-09-10,16,Email,email,email,campaign_16,58,3,10.0,USD
SP000811,2023-09-11,16,Email,email,email,campaign_16,118,5,10.0,USD
SP000812,2023-09-12,16,Email,email,email,campaign_16,61,3,10.0,USD
SP000813,2023-09-13,16,Email,email,email,campaign_16,77,3,10.0,USD
SP000814,2023-09-14,16,Email,email,email,campaign_16,66,3,10.0,USD
SP000815,2023-09-15,16,Email,email,email,campaign_16,46,2,10.0,USD
SP000816,2023-09-16,16,Email,email,email,campaign_16,71,3,10.0,USD
SP000817,2023-09-17,16,Email,email,email,campaign_16,115,5,10.0,USD
SP000818,2023-09-18,16,Email,email,email,campaign_16,64,3,10.0,USD
SP000819,2023-09-19,16,Email,email,email,campaign_16,121,6,10.0,USD
SP000820,2023-09-20,16,Email,email,email,campaign_16,88,4,10.0,USD
SP000821,2023-09-21,16,Email,email,email,campaign_16,42,2,10.0,USD
SP000822,2023-09-22,16,Email,email,email,campaign_16,43,2,10.0,USD
SP000823,2023-09-23,16,Email,email,email,campaign_16,94,4,10.0,USD
SP000824,2023-09-24,16,Email,email,email,campaign_16,76,3,10.0,USD
SP000825,2023-09-25,16,Email,email,email,campaign_16,109,4,10.0,USD
SP000826,2023-09-26,16,Email,email,email,campaign_16,94,5,10.0,USD
SP000827,2023-09-27,16,Email,email,email,campaign_16,133,5,10.0,USD
SP000828,2023-09-28,16,Email,email,email,campaign_16,39,2,10.0,USD
SP000829,2023-09-29,16,Email,email,email,campaign_16,66,3,10.0,USD
SP000830,2023-09-30,16,Email,email,email,campaign_16,22,1,10.0,USD
SP000831,2023-10-01,16,Email,email,email,campaign_16,109,5,10.0,USD
SP000832,2023-10-02,16,Email,email,email,campaign_16,126,6,10.0,USD
SP000833,2023-10-03,16,Email,email,email,campaign_16,24,1,10.0,USD
SP000834,2023-10-04,16,Email,email,email,campaign_16,85,3,10.0,USD
SP000835,2023-10-05,16,Email,email,email,campaign_16,94,4,10.0,USD
SP000836,2023-10-06,16,Email,email,email,campaign_16,43,2,10.0,USD
SP000837,2023-10-07,16,Email,email,email,campaign_16,75,3,10.0,USD
SP000838,2023-10-08,16,Email,email,email,campaign_16,100,5,10.0,USD
SP000839,2023-10-09,16,Email,email,email,campaign_16,45,2,10.0,USD
SP000840,2023-10-10,16,Email,email,email,campaign_16,75,3,10.0,USD
SP000841,2023-10-11,16,Email,email,email,campaign_16,88,4,10.0,USD
SP000842,2023-10-12,16,Email,email,email,campaign_16,85,4,10.0,USD
SP000843,2023-10-13,16,Email,email,email,campaign_16,127,6,10.0,USD
SP000844,2023-10-14,16,Email,email,email,campaign_16,125,4,10.0,USD
SP000845,2023-10-15,16,Email,email,email,campaign_16,64,2,10.0,USD
SP000846,2023-04-05,17,Display,google_display,display,campaign_17,227,3,10.0,USD
SP000847,2023-04-06,17,Display,google_display,display,campaign_17,293,3,10.0,USD
SP000848,2023-04-07,17,Display,google_display,display,campaign_17,227,3,10.0,USD
SP000849,2023-04-08,17,Display,google_display,display,campaign_17,374,5,10.0,USD
SP000850,2023-04-09,17,Display,google_display,display,campaign_17,378,4,10.0,USD
SP000851,2023-04-10,17,Display,google_display,display,campaign_17,278,3,10.0,USD
SP000852,2023-04-11,17,Display,google_display,display,campaign_17,544,7,10.0,USD
SP000853,2023-04-12,17,Display,google_display,display,campaign_17,87,1,10.0,USD
SP000854,2023-04-13,17,Display,google_display,display,campaign_17,295,4,10.0,USD
SP000855,2023-04-14,17,Display,google_display,display,campaign_17,72,1,10.0,USD
SP000856,2023-04-15,17,Display,google_display,display,campaign_17,377,4,10.0,USD
SP000857,2023-04-16,17,Display,google_display,display,campaign_17,730,8,10.0,USD
SP000858,2023-04-17,17,Display,google_display,display,campaign_17,249,3,10.0,USD
SP000859,2023-04-18,17,Display,google_display,display,campaign_17,203,2,10.0,USD
SP000860,2023-04-19,17,Display,google_display,display,campaign_17,245,3,10.0,USD
SP000861,2023-04-20,17,Display,google_display,display,campaign_17,153,2,10.0,USD
SP000862,2023-04-21,17,Display,google_display,display,campaign_17,257,3,10.0,USD
SP000863,2023-04-22,17,Display,google_display,display,campaign_17,82,1,10.0,USD
SP000864,2023-04-23,17,Display,google_display,display,campaign_17,171,2,10.0,USD
SP000865,2023-04-24,17,Display,google_display,display,campaign_17,450,5,10.0,USD
SP000866,2022-10-09,18,Affiliate,affiliate_network,affiliate,campaign_18,105,3,10.0,USD
SP000867,2022-10-10,18,Affiliate,affiliate_network,affiliate,campaign_18,149,4,10.0,USD
SP000868,2022-10-11,18,Affiliate,affiliate_network,affiliate,campaign_18,219,6,10.0,USD
SP000869,2022-10-12,18,Affiliate,affiliate_network,affiliate,campaign_18,106,3,10.0,USD
SP000870,2022-10-13,18,Affiliate,affiliate_network,affiliate,campaign_18,82,2,10.0,USD
SP000871,2022-10-14,18,Affiliate,affiliate_network,affiliate,campaign_18,176,4,10.0,USD
SP000872,2022-10-15,18,Affiliate,affiliate_network,affiliate,campaign_18,123,4,10.0,USD
SP000873,2022-10-16,18,Affiliate,affiliate_network,affiliate,campaign_18,211,6,10.0,USD
SP000874,2022-10-17,18,Affiliate,affiliate_network,affiliate,campaign_18,107,3,10.0,USD
SP000875,2022-10-18,18,Affiliate,affiliate_network,affiliate,campaign_18,78,2,10.0,USD
SP000876,2022-10-19,18,Affiliate,affiliate_network,affiliate,campaign_18,210,6,10.0,USD
SP000877,2022-10-20,18,Affiliate,affiliate_network,affiliate,campaign_18,194,5,10.0,USD
SP000878,2022-10-21,18,Affiliate,affiliate_network,affiliate,campaign_18,34,1,10.0,USD
SP000879,2022-10-22,18,Affiliate,affiliate_network,affiliate,campaign_18,306,8,11.95,USD
SP000880,2022-10-23,18,Affiliate,affiliate_network,affiliate,campaign_18,105,3,10.0,USD
SP000881,2022-10-24,18,Affiliate,affiliate_network,affiliate,campaign_18,225,7,10.0,USD
SP000882,2022-10-25,18,Affiliate,affiliate_network,affiliate,campaign_18,161,4,10.0,USD
SP000883,2022-10-26,18,Affiliate,affiliate_network,affiliate,campaign_18,67,2,10.0,USD
SP000884,2022-10-27,18,Affiliate,affiliate_network,affiliate,campaign_18,91,3,10.0,USD
SP000885,2022-10-28,18,Affiliate,affiliate_network,affiliate,campaign_18,107,3,10.0,USD
SP000886,2022-10-29,18,Affiliate,affiliate_network,affiliate,campaign_18,422,12,17.68,USD
SP000887,2022-10-30,18,Affiliate,affiliate_network,affiliate,campaign_18,115,3,10.0,USD
SP000888,2022-10-31,18,Affiliate,affiliate_network,affiliate,campaign_18,402,12,14.97,USD
SP000889,2022-11-01,18,Affiliate,affiliate_network,affiliate,campaign_18,71,2,10.0,USD
SP000890,2022-11-02,18,Affiliate,affiliate_network,affiliate,campaign_18,75,2,10.0,USD
SP000891,2022-11-03,18,Affiliate,affiliate_network,affiliate,campaign_18,159,4,10.0,USD
SP000892,2022-11-04,18,Affiliate,affiliate_network,affiliate,campaign_18,33,1,10.0,USD
SP000893,2022-11-05,18,Affiliate,affiliate_network,affiliate,campaign_18,90,3,10.0,USD
SP000894,2022-11-06,18,Affiliate,affiliate_network,affiliate,campaign_18,83,2,10.0,USD
SP000895,2022-11-07,18,Affiliate,affiliate_network,affiliate,campaign_18,201,6,10.0,USD
SP000896,2022-11-08,18,Affiliate,affiliate_network,affiliate,campaign_18,172,5,10.0,USD
SP000897,2022-11-09,18,Affiliate,affiliate_network,affiliate,campaign_18,188,5,10.0,USD
SP000898,2022-11-10,18,Affiliate,affiliate_network,affiliate,campaign_18,152,4,10.0,USD
SP000899,2022-11-11,18,Affiliate,affiliate_network,affiliate,campaign_18,125,3,10.0,USD
SP000900,2022-11-12,18,Affiliate,affiliate_network,affiliate,campaign_18,104,3,10.0,USD
SP000901,2022-11-13,18,Affiliate,affiliate_network,affiliate,campaign_18,74,2,10.0,USD
SP000902,2022-11-14,18,Affiliate,affiliate_network,affiliate,campaign_18,98,3,10.0,USD
SP000903,2022-11-15,18,Affiliate,affiliate_network,affiliate,campaign_18,136,4,10.0,USD
SP000904,2022-11-16,18,Affiliate,affiliate_network,affiliate,campaign_18,37,1,10.0,USD
SP000905,2022-11-17,18,Affiliate,affiliate_network,affiliate,campaign_18,134,3,10.0,USD
SP000906,2022-11-18,18,Affiliate,affiliate_network,affiliate,campaign_18,213,6,10.0,USD
SP000907,2022-11-19,18,Affiliate,affiliate_network,affiliate,campaign_18,108,3,10.0,USD
SP000908,2022-11-20,18,Affiliate,affiliate_network,affiliate,campaign_18,137,3,10.0,USD
SP000909,2022-11-21,18,Affiliate,affiliate_network,affiliate,campaign_18,206,6,10.0,USD
SP000910,2022-11-22,18,Affiliate,affiliate_network,affiliate,campaign_18,121,3,10.0,USD
SP000911,2022-11-23,18,Affiliate,affiliate_network,affiliate,campaign_18,97,3,10.0,USD
SP000912,2022-11-24,18,Affiliate,affiliate_network,affiliate,campaign_18,108,3,10.0,USD
SP000913,2022-11-25,18,Affiliate,affiliate_network,affiliate,campaign_18,114,3,10.0,USD
SP000914,2022-11-26,18,Affiliate,affiliate_network,affiliate,campaign_18,175,5,10.0,USD
SP000915,2022-11-27,18,Affiliate,affiliate_network,affiliate,campaign_18,35,1,10.0,USD
SP000916,2022-11-28,18,Affiliate,affiliate_network,affiliate,campaign_18,106,3,10.0,USD
SP000917,2022-11-29,18,Affiliate,affiliate_network,affiliate,campaign_18,99,3,10.0,USD
SP000918,2022-11-30,18,Affiliate,affiliate_network,affiliate,campaign_18,131,3,10.0,USD
SP000919,2022-12-01,18,Affiliate,affiliate_network,affiliate,campaign_18,70,2,10.0,USD
SP000920,2022-12-02,18,Affiliate,affiliate_network,affiliate,campaign_18,115,3,10.0,USD
SP000921,2022-12-03,18,Affiliate,affiliate_network,affiliate,campaign_18,73,2,10.0,USD
SP000922,2022-12-04,18,Affiliate,affiliate_network,affiliate,campaign_18,164,5,10.0,USD
SP000923,2022-12-05,18,Affiliate,affiliate_network,affiliate,campaign_18,68,2,10.0,USD
SP000924,2022-12-06,18,Affiliate,affiliate_network,affiliate,campaign_18,35,1,10.0,USD
SP000925,2022-12-07,18,Affiliate,affiliate_network,affiliate,campaign_18,105,3,10.0,USD
SP000926,2021-11-28,19,Affiliate,affiliate_network,affiliate,campaign_19,34,1,10.0,USD
SP000927,2021-11-29,19,Affiliate,affiliate_network,affiliate,campaign_19,117,3,10.0,USD
SP000928,2021-11-30,19,Affiliate,affiliate_network,affiliate,campaign_19,107,3,10.0,USD
SP000929,2021-12-01,19,Affiliate,affiliate_network,affiliate,campaign_19,88,3,10.0,USD
SP000930,2021-12-02,19,Affiliate,affiliate_network,affiliate,campaign_19,34,1,10.0,USD
SP000931,2021-12-03,19,Affiliate,affiliate_network,affiliate,campaign_19,35,1,10.0,USD
SP000932,2021-12-04,19,Affiliate,affiliate_network,affiliate,campaign_19,223,6,10.17,USD
SP000933,2021-12-05,19,Affiliate,affiliate_network,affiliate,campaign_19,194,5,10.0,USD
SP000934,2021-12-06,19,Affiliate,affiliate_network,affiliate,campaign_19,139,4,10.0,USD
SP000935,2021-12-07,19,Affiliate,affiliate_network,affiliate,campaign_19,69,2,10.0,USD
SP000936,2021-12-08,19,Affiliate,affiliate_network,affiliate,campaign_19,216,6,10.06,USD
SP000937,2021-12-09,19,Affiliate,affiliate_network,affiliate,campaign_19,112,4,10.0,USD
SP000938,2021-12-10,19,Affiliate,affiliate_network,affiliate,campaign_19,115,3,10.0,USD
SP000939,2021-12-11,19,Affiliate,affiliate_network,affiliate,campaign_19,118,3,10.0,USD
SP000940,2021-12-12,19,Affiliate,affiliate_network,affiliate,campaign_19,37,1,10.0,USD
SP000941,2021-12-13,19,Affiliate,affiliate_network,affiliate,campaign_19,108,3,10.0,USD
SP000942,2021-12-14,19,Affiliate,affiliate_network,affiliate,campaign_19,78,2,10.0,USD
SP000943,2021-12-15,19,Affiliate,affiliate_network,affiliate,campaign_19,175,5,10.0,USD
SP000944,2021-12-16,19,Affiliate,affiliate_network,affiliate,campaign_19,303,9,11.47,USD
SP000945,2021-12-17,19,Affiliate,affiliate_network,affiliate,campaign_19,111,4,10.0,USD
SP000946,2021-12-18,19,Affiliate,affiliate_network,affiliate,campaign_19,77,2,10.0,USD
SP000947,2021-12-19,19,Affiliate,affiliate_network,affiliate,campaign_19,195,5,10.0,USD
SP000948,2021-12-20,19,Affiliate,affiliate_network,affiliate,campaign_19,37,1,10.0,USD
SP000949,2021-12-21,19,Affiliate,affiliate_network,affiliate,campaign_19,35,1,10.0,USD
SP000950,2021-12-22,19,Affiliate,affiliate_network,affiliate,campaign_19,34,1,10.0,USD
SP000951,2021-12-23,19,Affiliate,affiliate_network,affiliate,campaign_19,135,4,10.0,USD
SP000952,2021-12-24,19,Affiliate,affiliate_network,affiliate,campaign_19,147,5,10.0,USD
SP000953,2021-12-25,19,Affiliate,affiliate_network,affiliate,campaign_19,44,1,10.0,USD
SP000954,2021-12-26,19,Affiliate,affiliate_network,affiliate,campaign_19,216,5,10.0,USD
SP000955,2021-12-27,19,Affiliate,affiliate_network,affiliate,campaign_19,72,2,10.0,USD
SP000956,2021-12-28,19,Affiliate,affiliate_network,affiliate,campaign_19,149,5,10.0,USD
SP000957,2021-12-29,19,Affiliate,affiliate_network,affiliate,campaign_19,100,3,10.0,USD
SP000958,2021-12-30,19,Affiliate,affiliate_network,affiliate,campaign_19,40,1,10.0,USD
SP000959,2021-12-31,19,Affiliate,affiliate_network,affiliate,campaign_19,269,8,13.56,USD
SP000960,2022-01-01,19,Affiliate,affiliate_network,affiliate,campaign_19,37,1,10.0,USD
SP000961,2022-01-02,19,Affiliate,affiliate_network,affiliate,campaign_19,103,3,10.0,USD
SP000962,2022-01-03,19,Affiliate,affiliate_network,affiliate,campaign_19,149,4,10.0,USD
SP000963,2022-01-04,19,Affiliate,affiliate_network,affiliate,campaign_19,130,4,10.0,USD
SP000964,2022-01-05,19,Affiliate,affiliate_network,affiliate,campaign_19,152,5,10.0,USD
SP000965,2022-01-06,19,Affiliate,affiliate_network,affiliate,campaign_19,107,3,10.0,USD
SP000966,2022-01-07,19,Affiliate,affiliate_network,affiliate,campaign_19,108,3,10.0,USD
SP000967,2022-01-08,19,Affiliate,affiliate_network,affiliate,campaign_19,168,4,10.0,USD
SP000968,2022-01-09,19,Affiliate,affiliate_network,affiliate,campaign_19,155,4,10.0,USD
SP000969,2022-01-10,19,Affiliate,affiliate_network,affiliate,campaign_19,328,8,12.55,USD
SP000970,2022-01-11,19,Affiliate,affiliate_network,affiliate,campaign_19,157,4,10.0,USD
SP000971,2022-01-12,19,Affiliate,affiliate_network,affiliate,campaign_19,72,2,10.0,USD
SP000972,2022-01-13,19,Affiliate,affiliate_network,affiliate,campaign_19,157,4,10.0,USD
SP000973,2022-01-14,19,Affiliate,affiliate_network,affiliate,campaign_19,64,2,10.0,USD
SP000974,2022-01-15,19,Affiliate,affiliate_network,affiliate,campaign_19,180,5,10.0,USD
SP000975,2022-01-16,19,Affiliate,affiliate_network,affiliate,campaign_19,199,5,10.0,USD
SP000976,2022-01-17,19,Affiliate,affiliate_network,affiliate,campaign_19,67,2,10.0,USD
