transaction_id,timestamp,customer_id,product_id,campaign_id,quantity,discount_applied,gross_revenue,refund_flag
19283,2023-11-15 21:48:54,79279,257,24,1,5,372.56,0
19284,2024-02-29 00:55:01,67697,410,1,1,10,1188.07,0
19285,2023-07-01 09:12:18,35974,110,10,1,5,982.33,1
19286,2024-12-18 03:06:05,11014,223,17,2,5,68.21,0
19287,2024-03-06 06:30:49,45339,218,29,1,5,747.08,0
19288,2024-05-22 11:48:18,70283,186,21,2,15,1210.25,0
19289,2024-09-11 10:19:20,18348,307,23,1,20,494.68,1
19290,2023-08-10 07:38:33,89226,331,21,2,5,1205.57,0
19291,2023-08-13 04:54:43,12438,306,37,4,15,292.57,0
19292,2024-05-24 06:24:57,50303,244,27,4,10,4002.12,0
19293,2024-03-09 16:54:09,70043,480,32,5,15,1254.81,0
19294,2023-05-24 18:25:28,80174,24,18,5,15,6231.18,0
19295,2023-10-30 07:36:41,13930,250,32,2,5,1594.5,0
19296,2023-02-16 04:42:38,61360,261,3,2,0,1417.82,0
19297,2024-02-14 20:34:57,4816,356,23,1,0,436.07,0
19298,2024-05-12 15:57:15,21117,158,3,4,10,971.1,0
19299,2024-07-03 21:58:38,29975,398,22,2,10,1513.04,0
19300,2023-03-31 17:43:42,76598,269,30,5,15,3130.38,0
19301,2024-03-25 06:24:03,23707,71,12,2,15,756.92,0
19302,2023-10-01 03:46:10,97980,153,34,3,20,1030.22,0
19303,2023-05-06 12:20:35,56693,306,7,4,0,344.2,0
19304,2023-11-04 14:11:44,7425,15,2,5,20,3262.48,1
19305,2023-01-28 14:15:42,70676,465,49,5,0,2543.4,0
19306,2024-11-19 23:12:48,78904,162,5,3,5,2568.22,0
19307,2023-02-27 06:39:43,64405,213,40,1,15,223.39,0
19308,2023-01-24 01:42:02,28204,253,8,3,0,724.65,0
19309,2023-08-22 17:39:08,32445,126,43,3,20,122.14,0
19310,2025-02-10 13:59:48,7283,318,39,3,20,169.2,0
19311,2025-01-14 22:57:48,37561,198,47,4,10,1829.52,0
19312,2024-05-05 12:46:05,18488,117,38,4,0,3317.84,0
19313,2024-02-15 09:28:13,58493,397,40,1,10,155.44,0
19314,2024-11-12 09:28:04,43220,163,25,5,20,527.08,0
19315,2025-02-07 15:56:39,51642,402,48,5,0,1927.9,0
19316,2023-12-14 19:56:29,76413,123,11,3,20,2919.43,0
19317,2023-08-15 00:30:27,71639,189,42,1,0,697.96,0
19318,2025-02-23 18:20:26,38204,266,34,3,5,1139.26,0
19319,2024-05-08 23:09:58,50387,66,14,2,0,883.94,0
19320,2023-05-23 23:27:32,59058,428,5,5,15,1190.38,0
19321,2023-11-25 07:12:03,64000,88,49,4,10,1369.26,0
19322,2023-12-19 08:39:32,45113,176,10,5,0,2569.45,0
19323,2023-05-19 15:00:18,36199,104,11,5,20,5930.84,0
19324,2023-08-17 00:16:54,43553,110,17,1,5,982.33,0
19325,2024-03-03 20:28:18,59250,317,3,1,0,583.19,0
19326,2024-10-24 17:51:42,29146,225,45,5,10,4073.36,0
19327,2024-05-10 17:56:19,87865,177,28,2,20,1660.93,0
19328,2023-08-07 12:31:29,48404,451,38,3,5,3792.32,0
19329,2024-01-31 04:10:15,77241,409,10,4,15,4413.1,0
19330,2023-09-29 03:01:09,40688,265,41,4,15,1362.92,0
19331,2023-01-06 01:34:19,68358,342,11,2,15,2509.39,0
19332,2023-11-30 12:15:39,10998,367,9,2,10,2077.92,0
19333,2024-05-24 17:13:22,54423,27,31,2,0,218.52,0
19334,2023-12-29 14:14:58,50454,236,46,1,5,302.59,0
19335,2023-06-02 19:50:37,71609,14,41,3,10,1094.23,0
19336,2025-01-27 14:28:06,70134,445,36,3,20,3505.51,0
19337,2024-07-22 23:40:54,36534,456,30,2,15,90.64,0
19338,2023-08-29 14:29:58,90690,121,38,5,20,346.92,0
19339,2024-08-30 12:08:34,29793,6,15,3,20,414.0,0
19340,2023-03-10 12:05:35,3315,380,39,1,15,318.44,0
19341,2024-07-17 22:32:27,18874,195,18,1,20,1035.9,0
19342,2024-03-26 07:34:00,86759,114,33,3,15,1483.39,0
19343,2023-12-12 14:53:49,84651,306,31,3,20,206.52,0
19344,2023-10-28 13:14:37,22703,44,39,3,20,2145.98,0
19345,2024-07-03 04:43:00,34485,89,34,4,20,3245.5,0
19346,2023-05-28 23:27:33,88270,362,44,2,10,150.75,0
19347,2023-03-22 22:54:55,59325,143,16,1,10,676.4,0
19348,2023-01-29 09:25:03,94083,476,32,4,15,3746.53,0
19349,2024-01-26 23:12:17,20351,57,41,2,20,715.76,0
19350,2024-01-14 09:56:31,32654,211,18,4,5,4377.87,0
19351,2024-01-19 11:44:30,97576,314,21,5,10,645.25,1
19352,2024-03-14 18:01:25,16995,482,20,3,5,511.12,0
19353,2023-02-22 04:36:38,62803,270,40,5,15,3256.18,1
19354,2023-03-01 15:42:31,48440,284,44,5,5,2052.62,0
19355,2023-11-06 11:38:52,80397,368,39,4,5,121.49,0
19356,2023-02-24 12:06:58,26058,282,14,4,5,4147.74,0
19357,2024-06-08 15:12:21,9175,85,13,2,0,1539.38,0
19358,2024-11-22 02:46:34,66880,240,22,1,15,1054.9,0
19359,2023-11-10 19:05:01,41828,267,47,4,0,1732.52,0
19360,2024-11-17 12:24:43,79347,83,50,5,10,5870.39,1
19361,2024-08-28 19:54:17,9323,48,16,1,0,36.1,0
19362,2024-03-03 00:30:28,22717,429,46,3,15,329.74,0
19363,2023-09-06 23:58:45,82958,110,31,4,10,3722.51,0
19364,2024-09-19 13:38:29,17523,326,23,4,0,3838.32,0
19365,2024-11-22 18:23:13,17469,104,31,2,15,2520.61,0
19366,2023-09-06 04:50:59,34658,191,21,4,5,5655.16,0
19367,2024-01-23 19:55:50,63663,306,32,3,15,219.43,0
19368,2024-03-03 05:42:14,31144,440,6,5,0,6347.75,0
19369,2025-01-08 08:46:39,69656,294,8,4,20,2021.66,0
19370,2024-04-05 00:58:58,49690,347,25,4,10,534.46,0
19371,2023-07-26 06:48:10,38055,394,1,5,15,319.09,0
19372,2023-05-26 12:53:27,67779,3,41,2,5,533.44,0
19373,2025-01-25 10:36:23,82861,49,32,2,0,639.14,0
19374,2023-09-07 14:50:01,8664,197,22,3,15,830.28,0
19375,2024-05-26 00:06:40,32421,85,12,5,15,3271.18,0
19376,2023-03-01 08:34:10,81175,271,27,4,5,2261.53,0
19377,2023-09-25 16:06:08,5638,419,22,1,0,1358.35,0
19378,2025-01-16 19:17:47,16827,447,14,5,10,6213.24,0
19379,2023-02-18 02:44:46,5486,400,22,3,10,895.7,0
19380,2023-06-09 00:42:19,53001,421,12,1,20,1090.23,0
19381,2023-03-23 21:54:59,74794,332,17,5,0,1035.6,0
19382,2024-05-06 21:22:20,46617,117,43,4,20,2654.27,1
19383,2025-01-08 07:39:59,41812,448,7,5,5,7060.64,0
19384,2024-05-18 16:58:41,86833,447,38,2,20,2209.15,0
19385,2024-09-02 16:16:17,96565,35,39,5,10,2594.47,0
19386,2024-01-01 11:58:06,38232,36,40,1,5,968.55,0
19387,2023-10-13 18:39:33,56023,485,34,2,5,1444.7,0
19388,2024-05-29 09:22:09,84644,144,18,2,10,2057.51,0
19389,2023-12-05 08:13:26,19580,104,10,5,20,5930.84,0
19390,2023-02-05 07:12:05,17090,303,27,5,20,5170.04,0
19391,2024-06-27 06:14:57,35733,191,27,5,15,6324.85,0
19392,2024-07-01 23:39:31,84142,497,19,2,15,1169.91,0
19393,2024-05-15 06:26:15,72794,73,11,1,15,415.38,0
19394,2024-10-10 23:15:37,62528,228,22,4,5,1788.93,0
19395,2023-02-03 08:31:14,73706,284,1,5,20,1728.52,0
19396,2023-05-28 16:24:27,41217,314,28,1,0,143.39,0
19397,2024-04-12 07:21:01,46276,385,10,1,15,351.54,0
19398,2024-07-03 22:11:29,62184,479,36,4,5,4887.18,0
19399,2023-02-22 16:25:09,90141,467,14,1,20,446.12,0
19400,2024-04-17 03:30:14,73391,447,1,1,10,1242.65,0
19401,2024-02-26 05:13:02,20892,98,35,1,5,852.73,0
19402,2023-09-04 21:16:16,12178,2,6,5,15,205.49,0
19403,2023-08-21 16:32:50,63328,171,2,4,0,734.24,0
19404,2023-06-25 07:09:26,58407,251,34,4,10,1325.02,0
19405,2024-09-18 03:01:32,32120,381,45,5,5,3239.55,0
19406,2023-06-25 08:00:29,48231,363,43,1,10,417.25,0
19407,2024-10-12 23:48:31,70978,87,38,5,0,3472.75,0
19408,2023-11-01 19:26:48,86974,149,23,2,0,2093.5,0
19409,2023-07-24 16:00:38,2859,128,18,4,5,1628.34,0
19410,2023-07-11 15:41:29,75128,289,28,1,5,638.53,0
19411,2024-07-20 01:40:10,56553,271,46,2,5,1130.77,0
19412,2023-09-18 17:23:45,49712,4,30,4,0,841.92,0
19413,2024-04-21 17:06:21,17283,438,28,1,20,598.51,0
19414,2024-03-19 11:17:31,25896,476,26,1,0,1101.92,0
19415,2023-10-15 01:59:08,70697,22,24,4,10,1501.16,0
19416,2024-08-17 22:38:35,45561,455,10,3,0,3036.45,0
19417,2024-08-17 03:12:45,26564,137,32,2,5,1452.36,0
19418,2024-02-18 18:17:54,42934,379,3,5,0,2846.85,1
19419,2023-06-28 04:06:03,68370,65,15,2,5,2345.34,0
19420,2024-03-29 14:31:30,43400,263,32,2,0,317.96,0
19421,2023-09-20 19:31:55,22744,352,19,1,20,295.91,1
19422,2024-10-19 10:50:27,61830,103,5,1,0,582.49,0
19423,2024-04-23 21:39:07,82073,182,19,2,0,2541.24,0
19424,2023-07-18 03:43:25,12273,187,19,2,20,2371.34,0
19425,2024-03-31 06:17:42,57123,429,23,3,5,368.53,0
19426,2024-10-30 21:23:25,42203,223,26,5,20,143.6,0
19427,2024-07-07 18:33:38,28130,175,17,2,20,1744.35,0
19428,2025-02-20 20:09:56,96668,356,14,4,5,1657.07,0
19429,2023-01-16 06:24:09,51709,15,46,2,10,1468.12,0
19430,2023-01-01 12:05:57,54260,93,42,4,15,282.27,0
19431,2023-09-02 02:33:57,52489,419,21,4,0,5433.4,0
19432,2024-06-13 08:30:55,97297,18,4,1,15,1213.51,0
19433,2024-04-21 13:30:06,46157,50,6,1,0,494.78,0
19434,2023-05-01 07:52:51,1324,201,46,1,0,811.13,0
19435,2023-05-01 05:16:42,28984,395,13,4,0,5782.72,0
19436,2023-09-11 23:52:07,37905,56,1,4,10,3647.63,0
19437,2024-03-13 03:15:29,66919,332,32,4,10,745.63,0
19438,2023-02-07 03:17:15,27676,23,42,1,5,1044.83,0
19439,2024-05-12 01:57:35,55267,5,46,4,10,398.12,0
19440,2023-03-12 14:38:22,72665,369,23,3,0,863.97,0
19441,2024-09-28 05:19:36,63793,257,43,5,20,1568.68,0
19442,2023-12-30 19:29:16,33563,391,2,5,0,5646.7,1
19443,2023-09-19 12:57:12,45344,282,40,4,20,3492.83,0
19444,2024-05-23 19:35:05,25153,452,3,2,10,2428.15,1
19445,2024-08-26 23:04:07,3111,426,37,5,20,4143.04,0
19446,2023-05-13 04:56:01,49670,443,45,1,20,333.15,0
19447,2024-02-12 00:13:06,93559,349,7,5,0,3255.85,0
19448,2024-10-27 09:21:18,77827,9,15,5,5,5122.68,0
19449,2023-09-09 13:02:03,60684,357,22,2,15,1170.91,0
19450,2024-06-22 14:57:54,75045,288,19,4,15,1898.39,0
19451,2023-03-30 06:05:26,70612,227,33,2,0,2346.7,0
19452,2024-08-01 07:27:44,56323,425,10,5,20,5835.36,0
19453,2024-08-03 22:35:51,10659,245,40,4,20,979.04,0
19454,2024-01-31 10:08:35,3198,221,47,3,10,1787.0,0
19455,2023-09-03 07:08:12,83459,183,15,3,5,2518.4,0
19456,2024-11-30 14:31:58,45565,68,50,5,5,6395.68,1
19457,2024-05-27 01:25:04,75018,471,15,4,10,2746.4,0
19458,2024-03-01 09:34:14,8927,423,17,5,0,1073.5,0
19459,2024-05-25 05:31:59,151,267,44,2,10,779.63,0
19460,2023-04-24 11:38:15,18026,232,21,1,5,97.72,0
19461,2025-01-29 12:25:45,36204,350,50,2,5,433.96,0
19462,2024-01-15 22:14:52,86492,345,6,5,20,1699.32,1
19463,2023-11-15 06:15:19,76676,424,50,2,20,1486.82,1
19464,2023-11-09 07:42:58,81115,206,32,5,15,371.49,0
19465,2023-12-26 01:55:58,81857,319,45,4,20,4285.31,0
19466,2024-01-12 21:45:57,30921,79,28,4,0,4462.6,0
19467,2023-07-29 14:53:06,23046,423,7,1,15,182.49,0
19468,2024-11-11 08:35:34,77453,495,40,2,5,2015.18,0
19469,2023-07-27 14:36:22,53507,63,45,1,10,368.03,0
19470,2023-08-16 07:10:09,31797,409,17,2,20,2076.75,0
19471,2023-02-09 00:08:55,89915,281,27,2,5,1642.82,0
19472,2025-01-07 09:31:13,81060,44,15,3,5,2548.36,0
19473,2023-02-16 03:14:26,75970,464,45,5,10,5735.07,0
19474,2023-12-11 18:30:35,40026,340,26,3,0,124.14,0
19475,2024-04-06 08:35:59,70551,422,48,1,20,482.58,0
19476,2024-09-18 19:21:12,96663,182,34,5,0,6353.1,0
19477,2023-06-26 07:53:48,74304,354,16,4,15,2870.31,0
19478,2024-03-23 12:38:22,70937,67,31,5,5,5004.27,0
19479,2025-01-16 09:54:53,80301,224,44,1,15,954.12,0
19480,2024-05-06 03:22:07,69337,9,11,4,20,3451.07,0
19481,2023-01-11 22:13:48,3776,414,40,4,5,1793.49,0
19482,2025-01-14 08:05:03,2323,185,34,1,10,1345.19,0
19483,2024-01-26 06:57:55,54956,434,23,1,0,841.39,0
19484,2024-10-18 17:09:45,57706,347,17,5,5,705.19,0
19485,2024-11-08 00:13:35,50772,400,34,5,20,1326.96,0
19486,2023-03-01 08:46:31,37618,93,41,4,0,332.08,0
19487,2023-10-20 04:35:30,53366,65,41,2,0,2468.78,0
19488,2025-01-17 21:30:45,38156,415,43,2,20,2362.88,0
19489,2024-10-21 20:27:31,17881,206,40,3,0,262.23,0
19490,2025-01-23 05:30:15,39730,446,7,1,0,1085.69,0
19491,2024-10-25 16:54:12,66847,261,33,3,0,2126.73,0
19492,2024-03-11 21:14:54,23345,369,30,5,10,1295.96,0
19493,2024-11-24 13:41:33,14735,183,10,3,0,2650.95,0
19494,2023-09-27 23:37:47,75002,281,8,2,0,1729.28,0
19495,2023-11-02 14:46:02,58892,67,21,4,0,4214.12,0
19496,2025-02-21 13:15:07,47470,456,2,4,20,170.62,0
19497,2024-11-19 05:03:59,30940,171,41,3,15,468.08,0
19498,2024-03-04 11:48:36,40390,307,34,2,5,1174.87,0
19499,2024-02-03 02:00:52,27606,354,49,4,0,3376.84,0
19500,2023-11-11 09:54:17,59862,245,46,3,20,734.28,0
19501,2023-09-12 06:20:50,60648,442,10,3,10,3305.15,0
19502,2023-10-09 12:06:15,31947,135,30,4,20,3888.74,0
19503,2024-03-07 01:18:26,60166,134,21,4,5,180.04,0
19504,2023-01-05 19:48:34,16799,227,34,5,20,4693.4,0
19505,2023-11-10 13:47:09,46537,152,12,2,20,1086.4,0
19506,2023-09-15 04:40:56,34119,298,44,5,0,2672.85,0
19507,2024-04-15 12:02:50,3996,477,14,1,10,771.93,0
19508,2023-08-23 20:24:06,35190,82,43,1,20,678.42,0
19509,2023-01-14 16:52:38,18491,447,10,2,5,2623.37,0
19510,2023-03-21 00:46:36,65165,79,39,3,0,3346.95,0
19511,2024-01-01 13:05:06,61022,437,4,1,10,1267.69,0
19512,2024-08-27 17:32:49,10672,108,40,2,5,885.48,0
19513,2024-06-17 16:10:46,49981,371,9,1,10,723.86,0
19514,2024-10-22 06:55:25,95144,477,13,3,5,2444.45,0
19515,2024-08-29 06:58:05,72952,58,11,2,0,2340.06,0
19516,2024-08-06 18:28:29,71274,169,34,1,20,71.66,0
19517,2024-06-13 19:49:51,77668,37,43,1,10,614.77,0
19518,2024-08-20 17:09:05,49337,396,13,3,15,1097.01,0
19519,2025-02-15 00:08:10,13745,474,18,1,15,485.24,0
19520,2024-05-31 18:05:20,91652,405,23,5,0,7175.8,0
19521,2023-05-11 14:51:29,74894,376,26,4,0,3744.32,0
19522,2025-02-03 00:29:30,93118,155,10,2,15,1919.35,0
19523,2024-08-20 10:14:30,33617,64,49,4,20,1481.66,0
19524,2024-10-18 20:16:05,42030,285,20,3,10,281.66,0
19525,2024-09-21 01:39:11,68763,384,27,3,20,2528.21,0
19526,2024-03-21 13:40:50,85208,327,19,1,0,1043.11,0
19527,2024-04-12 07:53:29,58976,290,37,2,0,2275.3,0
19528,2023-04-14 16:01:17,24188,115,31,1,15,122.08,0
19529,2023-02-01 05:11:33,93115,184,41,3,0,1345.05,0
19530,2024-01-12 17:29:32,58872,33,47,5,0,7447.6,0
19531,2023-02-18 02:59:03,61278,286,22,1,10,311.21,0
19532,2023-05-08 22:40:58,23654,128,41,4,5,1628.34,0
19533,2024-04-20 09:58:53,46324,202,9,4,20,4039.1,0
19534,2025-02-02 12:15:35,85331,476,17,4,15,3746.53,0
19535,2023-03-09 03:44:17,57954,486,4,2,5,2654.6,0
19536,2023-06-14 20:16:12,38040,330,48,3,0,2053.02,0
19537,2025-01-04 13:33:19,18484,40,28,1,15,815.46,0
19538,2024-12-18 01:13:47,14716,398,2,2,5,1597.1,0
19539,2024-07-29 07:09:38,55021,292,4,5,20,4471.32,0
19540,2023-08-03 17:58:42,81296,1,19,1,5,997.89,0
19541,2024-03-20 22:48:02,48010,211,36,5,15,4896.3,0
19542,2024-06-30 05:12:54,13172,239,35,4,20,811.55,0
19543,2024-06-03 00:42:27,92949,460,13,2,10,2440.89,0
19544,2023-06-11 01:37:01,56907,467,22,4,10,2007.54,0
19545,2024-12-26 22:17:05,41661,362,33,2,10,150.75,0
19546,2024-04-07 17:18:12,14717,361,12,3,15,1649.34,1
19547,2024-01-12 11:46:54,28188,430,34,2,5,2628.84,0
19548,2024-08-24 21:25:52,41261,71,44,1,15,378.46,0
19549,2025-01-22 21:22:30,9120,410,14,1,15,1122.07,0
19550,2024-11-06 05:49:38,27721,422,33,1,15,512.74,1
19551,2024-11-08 07:44:39,18518,147,49,2,5,2291.93,0
19552,2023-08-14 16:09:38,18641,298,32,2,15,908.77,0
19553,2023-09-23 10:29:52,92140,250,42,2,20,1342.74,0
19554,2023-10-15 22:36:34,59067,315,36,1,5,1169.05,1
19555,2024-03-30 05:40:48,29111,84,33,5,10,2339.59,0
19556,2023-12-10 17:03:11,10809,26,23,1,5,1142.32,0
19557,2024-12-12 14:56:15,73951,492,9,2,5,216.87,0
19558,2023-10-27 02:41:58,16799,384,42,3,10,2844.23,0
19559,2023-07-29 23:40:53,67163,365,33,3,0,232.32,0
19560,2023-05-21 11:59:42,29102,179,31,3,0,1456.65,0
19561,2023-09-17 13:55:26,397,122,7,3,0,2551.59,0
19562,2024-12-15 12:02:22,16463,291,16,1,5,1028.73,0
19563,2023-08-05 09:22:02,74222,80,2,5,20,3362.32,1
19564,2023-12-31 14:09:35,94066,204,12,5,20,4202.84,0
19565,2024-10-15 00:59:45,68950,467,12,2,10,1003.77,0
19566,2023-04-15 09:04:13,99276,242,26,2,0,1773.06,0
19567,2023-08-06 06:21:26,66729,187,8,1,10,1333.88,0
19568,2025-02-17 08:40:52,85061,319,22,3,0,4017.48,0
19569,2023-08-13 04:06:57,81187,129,25,4,5,1885.22,0
19570,2023-12-18 00:22:44,13852,156,10,2,5,726.41,1
19571,2024-08-23 14:38:01,3530,462,12,1,0,1337.54,0
19572,2023-07-30 03:09:48,4938,205,40,4,5,5405.61,0
19573,2024-02-26 06:38:00,11,376,1,2,20,1497.73,0
19574,2024-02-20 13:12:47,44636,322,13,2,5,1913.79,0
19575,2023-07-23 23:49:07,64424,351,50,2,15,1622.9,0
19576,2023-03-23 18:57:31,12202,159,43,3,20,2201.57,0
19577,2024-08-03 19:41:13,55172,46,34,5,10,788.8,0
19578,2024-12-14 12:01:54,32334,439,19,3,15,1595.02,0
19579,2023-09-07 19:07:51,63857,492,17,4,0,456.56,0
19580,2023-08-27 10:00:28,87300,23,8,1,5,1044.83,0
19581,2023-05-08 10:54:19,58678,347,31,5,15,630.96,1
19582,2024-12-12 23:05:09,15687,331,41,5,5,3013.92,0
19583,2024-04-06 01:59:58,16178,245,12,1,15,260.06,0
19584,2024-03-15 10:51:36,21825,124,22,4,5,5523.64,0
19585,2024-04-16 09:10:10,74884,156,12,3,0,1146.96,0
19586,2023-01-11 16:05:05,74720,220,2,4,0,5595.12,0
19587,2023-02-09 20:33:15,95861,296,30,3,20,2249.4,0
19588,2024-04-30 00:10:07,47004,443,28,1,0,416.44,0
19589,2024-04-16 15:19:55,66511,468,38,4,0,228.32,0
19590,2023-07-08 01:28:22,66530,200,34,5,20,3464.4,0
19591,2024-10-21 08:35:47,65123,278,27,5,0,5248.75,0
19592,2023-02-05 13:07:14,44974,470,20,5,5,2350.3,0
19593,2024-10-16 16:42:04,99601,468,37,5,10,256.86,0
19594,2024-07-17 03:23:21,99291,83,38,4,20,4174.5,0
19595,2023-05-23 18:12:36,66148,233,7,3,5,946.09,0
19596,2024-08-04 09:21:35,98732,294,2,4,15,2148.02,0
19597,2024-06-19 17:07:06,51787,170,48,3,15,2031.97,0
19598,2023-01-01 16:11:57,59204,139,15,1,5,377.96,0
19599,2023-01-15 23:33:04,27385,409,5,3,15,3309.82,0
19600,2023-02-08 08:12:48,10736,150,45,3,20,187.94,0
19601,2023-10-01 08:06:35,93877,459,33,1,10,454.21,1
19602,2025-02-06 11:13:13,75571,226,44,4,15,1115.61,0
19603,2024-03-15 08:39:47,96226,116,45,5,20,309.44,0
19604,2024-03-06 19:19:49,7599,302,2,5,20,5885.8,0
19605,2023-11-11 14:32:54,45385,463,17,3,10,696.84,0
19606,2023-06-23 15:53:47,63530,422,18,4,20,1930.3,0
19607,2024-05-17 10:47:02,49598,373,39,2,20,1738.69,0
19608,2023-06-12 16:02:42,63970,323,21,1,5,1325.82,0
19609,2023-06-30 20:47:31,79897,301,2,5,5,3532.53,0
19610,2024-04-02 07:46:43,15494,170,37,1,10,717.17,0
19611,2023-07-03 20:54:45,11257,259,10,3,15,2814.1,0
19612,2024-09-07 11:50:14,26876,206,31,1,0,87.41,0
19613,2024-01-15 00:17:55,95705,492,28,2,10,205.45,0
19614,2025-02-03 17:56:17,88178,267,38,1,20,346.5,1
19615,2023-03-19 22:02:34,21105,402,36,2,10,694.04,0
19616,2024-12-10 01:29:41,73846,348,49,4,0,3796.92,1
19617,2023-03-31 04:31:22,77554,179,4,1,15,412.72,0
19618,2024-02-01 12:20:41,36231,258,14,1,15,988.8,0
19619,2023-06-13 00:38:49,97550,345,41,4,5,1614.35,1
19620,2023-12-10 03:29:16,41112,7,45,2,0,1017.34,0
19621,2023-02-11 05:50:57,61445,416,5,5,0,5170.75,0
19622,2023-01-06 09:58:51,36510,360,24,5,0,5925.0,0
19623,2024-07-16 15:07:02,51265,111,1,3,10,2317.76,1
19624,2024-05-29 09:54:53,48180,231,33,2,15,287.01,0
19625,2024-11-02 01:37:59,62626,303,47,3,20,3102.02,0
19626,2023-05-25 06:22:49,87435,291,34,5,20,4331.48,0
19627,2023-11-25 16:51:30,969,374,46,5,0,7230.9,0
19628,2023-08-30 11:38:45,85466,421,30,2,20,2180.46,0
19629,2025-01-08 10:56:41,51732,263,17,4,5,604.12,0
19630,2023-07-25 14:46:11,28764,495,40,5,15,4507.63,0
19631,2023-08-24 16:13:41,77723,228,9,3,0,1412.31,0
19632,2024-09-06 21:52:15,5766,329,11,4,10,904.36,0
19633,2023-09-17 02:17:40,53011,102,39,3,0,2649.72,0
19634,2023-09-22 09:22:26,7621,266,44,1,0,399.74,0
19635,2023-07-13 01:20:15,41993,43,9,1,5,709.73,0
19636,2024-09-17 18:24:17,55554,1,11,2,20,1680.66,0
19637,2023-11-18 04:56:57,625,412,33,1,0,1065.87,0
19638,2024-09-05 04:46:46,89988,250,18,4,15,2853.31,0
19639,2023-01-24 17:43:33,20711,406,7,4,15,1602.83,0
19640,2024-07-29 17:31:04,52395,158,34,3,20,647.4,0
19641,2024-01-08 11:49:58,13127,194,10,5,10,879.39,0
19642,2023-01-31 03:33:21,67072,223,29,5,15,152.57,0
19643,2024-05-14 00:08:59,76541,441,5,2,0,2564.78,0
19644,2023-11-20 21:46:37,14577,236,42,2,10,573.34,0
19645,2024-12-11 08:23:04,92484,444,48,1,10,520.73,0
19646,2024-03-22 04:05:55,37586,196,24,1,15,961.72,0
19647,2023-01-15 05:27:04,26752,16,36,3,0,893.76,0
19648,2023-07-10 01:12:28,14528,95,37,1,0,409.75,0
19649,2023-12-02 05:18:30,49174,36,14,5,5,4842.77,0
19650,2024-08-11 21:26:21,95337,48,22,5,10,162.45,0
19651,2023-12-04 07:01:27,74942,322,23,5,0,5036.3,0
19652,2023-12-19 21:29:08,38654,345,47,4,0,1699.32,0
19653,2024-03-04 20:27:52,18007,455,3,4,0,4048.6,0
19654,2024-06-20 00:15:49,4187,297,46,1,20,985.86,0
19655,2024-01-31 23:08:05,8934,201,18,1,5,770.57,1
19656,2024-11-05 01:58:42,51715,100,23,3,10,3864.73,0
19657,2024-12-07 00:22:42,87478,131,6,2,0,139.7,0
19658,2025-01-06 12:30:03,57643,483,9,2,0,826.34,0
19659,2023-12-01 10:48:38,95164,10,15,2,10,1754.19,0
19660,2024-02-05 10:37:10,53834,203,6,2,15,1857.71,0
19661,2023-02-21 11:01:59,82298,188,49,1,5,790.91,0
19662,2024-09-15 00:03:31,20084,288,8,5,5,2652.16,0
19663,2024-06-16 06:50:00,14886,205,6,3,0,4267.59,0
19664,2023-11-09 13:05:52,27739,280,38,2,15,2215.76,0
19665,2024-07-04 16:47:24,1642,64,3,1,15,393.57,0
19666,2023-08-05 18:54:37,38684,496,12,5,5,2063.07,0
19667,2023-10-27 13:27:20,67470,327,30,5,5,4954.77,0
19668,2023-11-01 19:07:24,89835,254,23,2,20,1545.62,0
19669,2023-01-19 17:56:38,34852,191,1,3,10,4018.14,0
19670,2023-11-18 15:25:08,14817,94,1,4,10,1207.22,0
19671,2023-01-26 03:50:46,147,390,15,2,0,1561.22,0
19672,2024-10-09 22:13:35,97838,341,47,2,0,1832.28,0
19673,2024-08-14 04:12:04,26048,295,12,2,0,588.94,0
19674,2024-03-30 21:27:48,88163,307,34,2,15,1051.19,0
19675,2023-07-30 05:33:41,83073,91,12,3,0,1063.83,0
19676,2024-08-15 09:20:39,83141,182,17,3,5,3621.27,0
19677,2024-11-24 14:20:05,31695,455,50,5,0,5060.75,1
19678,2024-06-30 12:37:14,8861,378,16,2,15,2449.09,0
19679,2023-11-22 00:19:12,48555,495,14,3,20,2545.49,0
19680,2023-06-04 04:49:59,8699,343,31,1,5,1177.63,0
19681,2025-02-06 14:54:30,43984,44,42,5,20,3576.64,0
19682,2023-12-09 01:21:49,42,282,12,4,10,3929.44,0
19683,2024-06-16 21:00:48,52189,405,24,5,20,5740.64,0
19684,2024-04-05 10:47:31,97164,207,43,4,10,3591.94,0
19685,2024-02-05 20:40:36,20407,278,18,1,15,892.29,0
19686,2023-01-10 19:20:50,48094,438,5,1,15,635.92,0
19687,2024-08-16 21:03:32,72682,86,12,2,15,1463.77,0
19688,2024-02-08 08:04:49,7163,304,47,3,10,3060.32,0
19689,2023-09-02 07:13:48,6735,356,4,4,5,1657.07,0
19690,2023-03-10 04:48:51,6224,121,47,4,5,329.57,0
19691,2024-09-22 12:30:31,73982,7,45,2,20,813.87,0
19692,2024-06-19 18:03:40,87464,377,41,5,5,5530.81,0
19693,2024-10-22 23:18:17,22692,366,40,1,10,740.12,0
19694,2024-08-08 01:18:01,36196,69,7,1,0,584.45,0
19695,2024-04-23 22:21:53,82008,81,35,2,10,180.32,0
19696,2024-11-30 05:16:38,21325,188,6,2,20,1332.06,0
19697,2023-04-06 00:26:32,71188,44,41,5,10,4023.72,0
