customer_id,traffic_source,campaign_id,attributed_revenue,attribution_model
8731,Affiliate,30,356.2,First Touch
8736,Direct,10,0.0,First Touch
8739,Affiliate,34,1672.67,First Touch
8741,Paid Social,26,8026.9,First Touch
8744,Paid Search,15,0.0,First Touch
8745,Direct,39,3152.1400000000003,First Touch
8752,Direct,28,126.9,First Touch
8755,Paid Social,11,5310.94,First Touch
8756,Email,9,3903.34,First Touch
8757,Referrals,23,0.0,First Touch
8758,Paid Search,4,7291.639999999999,First Touch
8759,Referrals,2,0.0,First Touch
8761,Affiliate,44,5925.35,First Touch
8762,Affiliate,13,0.0,First Touch
8764,Affiliate,41,4640.44,First Touch
8765,Paid Social,45,6878.860000000001,First Touch
8766,Paid Social,26,881.76,First Touch
8767,Paid Search,38,236.2,First Touch
8768,Referrals,50,1895.58,First Touch
8769,Affiliate,46,0.0,First Touch
8775,Display,46,1016.87,First Touch
8776,Referrals,16,0.0,First Touch
8780,Referrals,11,0.0,First Touch
8790,Paid Social,32,3061.87,First Touch
8791,Display,35,0.0,First Touch
8792,Direct,2,0.0,First Touch
8793,Email,50,0.0,First Touch
8796,Referrals,11,0.0,First Touch
8798,Paid Search,15,1401.72,First Touch
8801,Referrals,50,0.0,First Touch
8805,Paid Search,1,9708.66,First Touch
8806,Email,13,3319.52,First Touch
8807,Paid Social,35,4088.3,First Touch
8810,Referrals,1,0.0,First Touch
8821,Referrals,9,0.0,First Touch
8824,Paid Social,47,705.04,First Touch
8825,Email,8,7666.18,First Touch
8829,Affiliate,32,0.0,First Touch
8830,Affiliate,24,9804.15,First Touch
8833,Paid Social,3,3614.52,First Touch
8834,Display,3,8347.08,First Touch
8835,Email,21,1982.98,First Touch
8844,Direct,33,4446.8,First Touch
8846,Paid Social,42,7119.41,First Touch
8847,Display,25,0.0,First Touch
8850,Email,9,126.19,First Touch
8852,Affiliate,37,0.0,First Touch
8853,Paid Search,28,0.0,First Touch
8854,Direct,42,0.0,First Touch
8855,Direct,20,0.0,First Touch
8857,Affiliate,20,0.0,First Touch
8859,Direct,43,0.0,First Touch
8862,Affiliate,8,0.0,First Touch
8870,Paid Search,11,4797.73,First Touch
8872,Display,39,0.0,First Touch
8877,Referrals,32,0.0,First Touch
8878,Display,7,0.0,First Touch
8879,Referrals,20,0.0,First Touch
8885,Referrals,23,2171.17,First Touch
8890,Affiliate,49,0.0,First Touch
8893,Display,12,0.0,First Touch
8896,Email,4,0.0,First Touch
8899,Referrals,18,0.0,First Touch
8900,Display,29,0.0,First Touch
8903,Paid Search,14,2336.35,First Touch
8904,Direct,24,91.54,First Touch
8906,Paid Social,36,0.0,First Touch
8908,Display,26,0.0,First Touch
8910,Email,20,4162.780000000001,First Touch
8917,Paid Social,13,0.0,First Touch
8924,Email,25,0.0,First Touch
8925,Display,50,1459.48,First Touch
8927,Display,18,1203.46,First Touch
8930,Referrals,3,1012.22,First Touch
8933,Email,4,0.0,First Touch
8934,Direct,2,2242.81,First Touch
8939,Paid Search,38,0.0,First Touch
8947,Direct,40,1012.22,First Touch
8950,Email,31,8697.32,First Touch
8951,Direct,22,4421.33,First Touch
8953,Paid Social,17,0.0,First Touch
8956,Affiliate,5,5421.8,First Touch
8958,Paid Search,45,3629.47,First Touch
8963,Referrals,36,0.0,First Touch
8964,Direct,6,0.0,First Touch
8966,Affiliate,26,0.0,First Touch
8968,Paid Search,50,0.0,First Touch
8972,Paid Search,47,0.0,First Touch
8985,Paid Search,8,0.0,First Touch
8988,Paid Social,46,382.32,First Touch
8989,Paid Social,32,410.45,First Touch
8993,Affiliate,24,3073.86,First Touch
8996,Affiliate,22,0.0,First Touch
9000,Direct,21,4516.12,First Touch
9001,Direct,38,4260.24,First Touch
9003,Affiliate,25,2920.69,First Touch
9007,Paid Social,30,4778.99,First Touch
9008,Paid Search,40,0.0,First Touch
9009,Direct,4,895.41,First Touch
9010,Affiliate,10,241.55,First Touch
9016,Affiliate,14,0.0,First Touch
9017,Email,40,0.0,First Touch
9022,Display,17,0.0,First Touch
9023,Affiliate,33,0.0,First Touch
9024,Affiliate,32,0.0,First Touch
9027,Affiliate,15,1079.78,First Touch
9038,Referrals,4,7961.42,First Touch
9041,Affiliate,16,1223.96,First Touch
9043,Direct,39,0.0,First Touch
9044,Direct,9,497.09,First Touch
9047,Display,10,0.0,First Touch
9053,Paid Social,25,0.0,First Touch
9060,Email,34,1468.74,First Touch
9061,Direct,39,3220.29,First Touch
9067,Paid Search,46,0.0,First Touch
9072,Affiliate,10,0.0,First Touch
9074,Paid Search,2,13584.5,First Touch
9077,Email,36,0.0,First Touch
9081,Referrals,25,1026.86,First Touch
9087,Paid Search,25,0.0,First Touch
9088,Email,22,0.0,First Touch
9091,Email,7,0.0,First Touch
9092,Referrals,40,0.0,First Touch
9094,Affiliate,1,0.0,First Touch
9098,Direct,20,235.58,First Touch
9100,Affiliate,12,4557.63,First Touch
9103,Direct,30,0.0,First Touch
9104,Display,18,594.74,First Touch
9105,Direct,41,3083.69,First Touch
9110,Email,7,0.0,First Touch
9113,Display,28,662.9,First Touch
9115,Affiliate,35,6882.83,First Touch
9118,Referrals,49,873.15,First Touch
9121,Display,42,0.0,First Touch
9126,Display,26,0.0,First Touch
9128,Display,5,3764.44,First Touch
9133,Referrals,22,0.0,First Touch
9134,Email,21,3491.09,First Touch
9137,Paid Search,40,0.0,First Touch
9140,Referrals,42,3747.12,First Touch
9143,Referrals,34,0.0,First Touch
9144,Affiliate,40,2312.19,First Touch
9145,Paid Social,10,4495.75,First Touch
9149,Paid Social,30,2712.01,First Touch
9150,Referrals,24,0.0,First Touch
9152,Direct,13,1297.52,First Touch
9154,Email,39,0.0,First Touch
9157,Referrals,2,0.0,First Touch
9158,Display,17,1128.66,First Touch
9166,Paid Social,44,782.32,First Touch
9168,Paid Search,37,0.0,First Touch
9172,Paid Social,40,0.0,First Touch
9174,Affiliate,32,0.0,First Touch
9175,Paid Social,49,7595.98,First Touch
9177,Referrals,20,3528.18,First Touch
9179,Paid Search,47,0.0,First Touch
9180,Paid Social,24,0.0,First Touch
9185,Affiliate,41,0.0,First Touch
9191,Email,15,2675.61,First Touch
9193,Affiliate,31,2208.28,First Touch
9195,Paid Search,45,882.21,First Touch
9197,Display,37,0.0,First Touch
9200,Display,30,7259.28,First Touch
9209,Display,47,258.52,First Touch
9213,Paid Social,24,0.0,First Touch
9217,Display,47,0.0,First Touch
9219,Referrals,31,0.0,First Touch
9221,Display,9,0.0,First Touch
9223,Referrals,32,1137.12,First Touch
9226,Paid Search,5,9468.0,First Touch
9231,Direct,4,0.0,First Touch
9239,Paid Social,30,0.0,First Touch
9240,Paid Social,45,1302.47,First Touch
9247,Paid Search,25,2437.28,First Touch
9249,Paid Search,13,6572.1,First Touch
9252,Display,21,0.0,First Touch
9257,Paid Social,9,0.0,First Touch
9258,Direct,15,6218.469999999999,First Touch
9261,Paid Social,14,3822.0,First Touch
9267,Paid Search,42,0.0,First Touch
9269,Email,30,0.0,First Touch
9270,Referrals,50,0.0,First Touch
9276,Referrals,29,8377.939999999999,First Touch
9279,Referrals,22,1644.72,First Touch
9282,Paid Search,48,0.0,First Touch
9283,Affiliate,29,0.0,First Touch
9285,Paid Social,13,1753.87,First Touch
9287,Display,48,1251.0,First Touch
9290,Direct,31,5988.24,First Touch
9293,Paid Social,15,863.2,First Touch
9297,Affiliate,46,0.0,First Touch
9301,Direct,37,0.0,First Touch
9302,Direct,12,1320.3300000000002,First Touch
9304,Paid Social,34,847.03,First Touch
9305,Display,37,0.0,First Touch
9306,Email,42,7160.570000000001,First Touch
9308,Display,14,3837.48,First Touch
9312,Affiliate,33,1561.22,First Touch
9313,Direct,35,3359.64,First Touch
9319,Email,31,9769.34,First Touch
9323,Display,23,6636.5,First Touch
9326,Affiliate,24,8899.9,First Touch
9332,Paid Search,42,4689.67,First Touch
9334,Direct,8,1607.09,First Touch
9335,Affiliate,36,1340.04,First Touch
9336,Paid Social,17,5943.47,First Touch
9339,Paid Social,3,2578.39,First Touch
9340,Referrals,5,1960.27,First Touch
9342,Email,48,6290.59,First Touch
9343,Display,25,7092.96,First Touch
9348,Affiliate,17,879.39,First Touch
9350,Paid Social,44,1248.98,First Touch
9355,Referrals,29,9266.46,First Touch
9361,Affiliate,24,0.0,First Touch
9362,Display,28,0.0,First Touch
9368,Display,46,0.0,First Touch
9370,Affiliate,5,4180.01,First Touch
9371,Referrals,23,1437.58,First Touch
9375,Email,25,0.0,First Touch
9377,Display,19,665.8,First Touch
9378,Paid Search,21,0.0,First Touch
9382,Affiliate,32,61.95,First Touch
9387,Referrals,35,0.0,First Touch
9391,Direct,15,0.0,First Touch
9393,Referrals,8,683.08,First Touch
9396,Paid Social,44,0.0,First Touch
9397,Paid Search,30,0.0,First Touch
9400,Direct,3,2233.4,First Touch
9404,Referrals,36,7959.51,First Touch
9405,Affiliate,34,0.0,First Touch
9406,Direct,34,0.0,First Touch
9413,Paid Social,9,855.0,First Touch
9414,Paid Search,48,4900.38,First Touch
9417,Direct,34,6104.31,First Touch
9419,Affiliate,9,1328.68,First Touch
9423,Referrals,4,0.0,First Touch
9424,Email,30,3363.8,First Touch
9425,Direct,48,794.76,First Touch
9426,Paid Search,24,4716.67,First Touch
9428,Display,27,5423.55,First Touch
9429,Direct,41,0.0,First Touch
9430,Direct,19,5494.73,First Touch
9432,Display,1,0.0,First Touch
9436,Referrals,50,705.04,First Touch
9440,Affiliate,41,4648.84,First Touch
9442,Email,46,1377.86,First Touch
9443,Email,45,0.0,First Touch
9445,Email,9,5872.65,First Touch
9446,Email,18,364.46,First Touch
9448,Display,11,0.0,First Touch
9450,Direct,4,0.0,First Touch
9455,Referrals,36,541.95,First Touch
9457,Direct,25,0.0,First Touch
9458,Paid Search,27,0.0,First Touch
9460,Affiliate,24,4474.76,First Touch
9461,Direct,32,992.2,First Touch
9464,Paid Social,31,208.68,First Touch
9467,Affiliate,11,0.0,First Touch
9470,Email,30,2856.08,First Touch
9472,Paid Social,38,1914.06,First Touch
9475,Referrals,37,3446.68,First Touch
9476,Affiliate,43,761.29,First Touch
9478,Paid Social,45,5585.77,First Touch
9480,Paid Social,30,1788.53,First Touch
9482,Email,26,965.35,First Touch
9486,Email,8,1328.62,First Touch
9495,Display,42,0.0,First Touch
9497,Direct,5,3811.86,First Touch
9501,Referrals,40,7453.530000000001,First Touch
9505,Email,31,0.0,First Touch
9506,Paid Social,50,0.0,First Touch
9509,Email,19,4919.26,First Touch
9510,Email,41,4933.4,First Touch
9513,Direct,5,3886.08,First Touch
9517,Display,41,5248.75,First Touch
9518,Email,7,4342.73,First Touch
9527,Display,14,238.08,First Touch
9533,Display,19,0.0,First Touch
9534,Referrals,19,2573.2,First Touch
9535,Referrals,4,1893.02,First Touch
9537,Email,39,852.32,First Touch
9546,Email,4,4971.29,First Touch
9550,Direct,13,2223.4,First Touch
9555,Email,17,550.71,First Touch
9556,Paid Search,18,2858.66,First Touch
9558,Affiliate,34,0.0,First Touch
9561,Paid Search,26,0.0,First Touch
9565,Referrals,27,1594.5,First Touch
9567,Paid Social,20,6345.81,First Touch
9568,Display,1,0.0,First Touch
9572,Email,34,1583.3,First Touch
9573,Affiliate,47,0.0,First Touch
9577,Email,21,3801.56,First Touch
9578,Referrals,48,0.0,First Touch
9581,Paid Search,11,2024.45,First Touch
9583,Display,41,0.0,First Touch
9586,Email,42,2329.96,First Touch
9587,Display,12,6582.32,First Touch
9592,Display,8,1892.4,First Touch
9594,Email,24,3160.59,First Touch
9595,Direct,37,0.0,First Touch
9597,Email,19,1274.46,First Touch
9600,Referrals,16,3915.63,First Touch
9601,Email,17,1309.73,First Touch
9605,Email,5,0.0,First Touch
9606,Affiliate,28,5817.56,First Touch
9608,Referrals,27,2244.14,First Touch
9610,Paid Social,40,0.0,First Touch
9622,Referrals,49,0.0,First Touch
9623,Display,25,0.0,First Touch
9626,Display,3,1090.46,First Touch
9629,Direct,39,0.0,First Touch
9631,Paid Search,48,0.0,First Touch
9632,Referrals,9,0.0,First Touch
9634,Email,36,1903.28,First Touch
9635,Affiliate,31,1028.42,First Touch
9638,Affiliate,7,0.0,First Touch
9641,Paid Social,49,0.0,First Touch
9646,Referrals,16,0.0,First Touch
9647,Paid Social,30,412.41,First Touch
9648,Paid Social,44,736.12,First Touch
9649,Display,22,0.0,First Touch
9653,Display,17,0.0,First Touch
9660,Referrals,14,1739.69,First Touch
9661,Email,11,3814.1,First Touch
9665,Direct,37,991.49,First Touch
9666,Paid Social,27,3465.67,First Touch
9668,Email,12,0.0,First Touch
9669,Email,26,0.0,First Touch
9672,Paid Search,33,551.97,First Touch
9674,Direct,45,538.41,First Touch
9675,Email,9,0.0,First Touch
9676,Paid Search,27,3397.75,First Touch
9678,Paid Social,6,3113.89,First Touch
9680,Paid Search,13,0.0,First Touch
9682,Paid Social,10,3264.24,First Touch
9686,Email,37,8100.73,First Touch
9687,Email,14,0.0,First Touch
9689,Referrals,44,0.0,First Touch
9690,Direct,4,0.0,First Touch
9699,Email,17,0.0,First Touch
9709,Paid Search,47,0.0,First Touch
9718,Paid Search,37,661.73,First Touch
9720,Paid Social,17,0.0,First Touch
9726,Referrals,1,5744.37,First Touch
9733,Direct,25,2607.86,First Touch
9734,Affiliate,21,0.0,First Touch
9735,Email,21,2238.79,First Touch
9739,Paid Search,31,5374.29,First Touch
9747,Direct,28,0.0,First Touch
9749,Affiliate,3,0.0,First Touch
9751,Paid Social,50,1964.5,First Touch
9757,Display,17,1387.8,First Touch
9760,Affiliate,13,0.0,First Touch
9765,Referrals,49,309.78,First Touch
9769,Paid Search,24,4990.87,First Touch
9774,Referrals,12,114.9,First Touch
9776,Referrals,26,60.06,First Touch
9783,Direct,28,3377.46,First Touch
9785,Direct,41,3276.19,First Touch
9786,Display,29,7386.7,First Touch
9792,Email,48,0.0,First Touch
9798,Paid Social,38,0.0,First Touch
9799,Paid Search,28,0.0,First Touch
9800,Referrals,32,1636.82,First Touch
9802,Paid Social,27,0.0,First Touch
9803,Paid Search,25,758.14,First Touch
9809,Referrals,3,0.0,First Touch
9812,Paid Search,7,2920.45,First Touch
9819,Paid Social,39,532.36,First Touch
9820,Direct,14,0.0,First Touch
9823,Email,47,1419.93,First Touch
9825,Paid Social,41,0.0,First Touch
9830,Email,7,427.06,First Touch
9833,Affiliate,22,0.0,First Touch
9834,Display,37,0.0,First Touch
9839,Email,15,2466.72,First Touch
9842,Referrals,38,3567.19,First Touch
9843,Referrals,50,982.36,First Touch
9844,Email,24,0.0,First Touch
9848,Paid Search,35,0.0,First Touch
9852,Direct,31,2372.52,First Touch
9855,Display,16,0.0,First Touch
9857,Email,48,0.0,First Touch
9861,Email,38,4881.48,First Touch
9868,Display,32,391.79,First Touch
9869,Referrals,34,0.0,First Touch
9870,Display,47,0.0,First Touch
9871,Direct,25,4335.5,First Touch
9874,Paid Search,38,2202.18,First Touch
9876,Display,28,0.0,First Touch
9877,Email,13,368.06,First Touch
9878,Direct,21,0.0,First Touch
9879,Email,24,0.0,First Touch
9883,Email,36,1265.28,First Touch
9884,Display,26,2134.69,First Touch
9885,Referrals,21,6848.639999999999,First Touch
9886,Email,7,703.25,First Touch
9891,Email,23,0.0,First Touch
9893,Email,6,6083.83,First Touch
9899,Email,15,0.0,First Touch
9900,Paid Social,49,0.0,First Touch
9904,Email,36,0.0,First Touch
9907,Referrals,46,326.1,First Touch
9908,Referrals,11,7330.8,First Touch
9911,Direct,49,0.0,First Touch
9919,Affiliate,9,0.0,First Touch
9921,Email,47,0.0,First Touch
9922,Paid Social,34,0.0,First Touch
9926,Paid Social,47,0.0,First Touch
9927,Referrals,42,0.0,First Touch
9928,Paid Search,41,6338.32,First Touch
9934,Email,47,0.0,First Touch
9941,Paid Search,43,1168.45,First Touch
9942,Direct,45,0.0,First Touch
9945,Email,31,4674.02,First Touch
9947,Direct,6,5655.87,First Touch
9949,Display,20,1388.16,First Touch
9951,Affiliate,36,309.44,First Touch
9954,Email,17,0.0,First Touch
9957,Direct,36,6153.59,First Touch
9958,Email,48,0.0,First Touch
9960,Paid Search,4,1562.57,First Touch
9963,Display,41,0.0,First Touch
9971,Direct,19,2053.02,First Touch
9974,Paid Search,30,6545.79,First Touch
9978,Direct,16,4159.84,First Touch
9982,Email,33,0.0,First Touch
9984,Direct,23,0.0,First Touch
9985,Direct,28,5537.61,First Touch
9988,Referrals,47,0.0,First Touch
9989,Email,5,1729.28,First Touch
9999,Paid Search,11,2014.5,First Touch
10000,Affiliate,12,3145.17,First Touch
10001,Affiliate,13,0.0,First Touch
10004,Paid Social,25,10418.33,First Touch
10007,Affiliate,31,0.0,First Touch
10010,Affiliate,19,0.0,First Touch
10012,Display,31,6757.02,First Touch
10014,Email,11,11002.73,First Touch
10015,Display,13,2448.95,First Touch
10025,Direct,13,3137.82,First Touch
10026,Paid Social,33,3632.58,First Touch
10030,Paid Search,1,0.0,First Touch
10032,Direct,6,0.0,First Touch
10033,Referrals,18,1168.9,First Touch
10035,Paid Social,35,896.08,First Touch
10039,Display,1,2444.01,First Touch
10040,Paid Search,42,2725.58,First Touch
10042,Affiliate,20,469.38,First Touch
10047,Referrals,8,2380.56,First Touch
10049,Paid Social,20,0.0,First Touch
10056,Direct,6,3970.37,First Touch
10062,Direct,12,0.0,First Touch
10063,Display,8,0.0,First Touch
10068,Paid Search,26,5021.83,First Touch
10069,Display,46,0.0,First Touch
10074,Affiliate,35,5991.62,First Touch
10078,Paid Social,48,0.0,First Touch
10080,Paid Social,16,3298.1,First Touch
10081,Affiliate,18,0.0,First Touch
10082,Affiliate,18,0.0,First Touch
10083,Display,4,1814.78,First Touch
10085,Paid Search,42,0.0,First Touch
10089,Paid Social,18,4680.02,First Touch
10090,Affiliate,31,0.0,First Touch
10092,Email,46,217.4,First Touch
10095,Direct,9,2713.34,First Touch
10096,Referrals,8,0.0,First Touch
10097,Display,38,1298.12,First Touch
10101,Paid Social,35,984.65,First Touch
10104,Paid Search,44,0.0,First Touch
10106,Affiliate,33,1622.26,First Touch
10108,Affiliate,21,4821.48,First Touch
10113,Paid Search,16,4972.52,First Touch
10116,Affiliate,35,1526.45,First Touch
10120,Paid Social,14,3882.230000000001,First Touch
10123,Referrals,3,2024.21,First Touch
10124,Paid Social,39,0.0,First Touch
10126,Paid Social,48,0.0,First Touch
10127,Direct,25,2075.58,First Touch
10129,Paid Search,31,0.0,First Touch
10135,Email,35,0.0,First Touch
10139,Referrals,6,0.0,First Touch
10142,Email,5,0.0,First Touch
10144,Affiliate,21,0.0,First Touch
10145,Referrals,49,10142.74,First Touch
10146,Display,48,287.24,First Touch
10147,Direct,26,2544.09,First Touch
10148,Paid Social,34,1494.66,First Touch
10150,Display,41,0.0,First Touch
10152,Paid Search,9,828.48,First Touch
10153,Display,25,0.0,First Touch
10155,Affiliate,43,1766.62,First Touch
10157,Referrals,15,2495.61,First Touch
10158,Referrals,21,281.92,First Touch
10165,Display,16,0.0,First Touch
10168,Email,48,1488.89,First Touch
10169,Affiliate,3,0.0,First Touch
10179,Affiliate,46,0.0,First Touch
10182,Direct,17,0.0,First Touch
10185,Direct,9,776.56,First Touch
10187,Paid Social,35,0.0,First Touch
10188,Paid Search,21,0.0,First Touch
10189,Affiliate,13,926.4,First Touch
10191,Direct,15,8195.82,First Touch
10194,Paid Search,10,0.0,First Touch
10196,Referrals,22,0.0,First Touch
10199,Display,13,1104.08,First Touch
10201,Email,1,898.86,First Touch
10203,Display,16,0.0,First Touch
10208,Paid Search,39,3058.88,First Touch
10209,Email,47,1627.15,First Touch
10210,Email,25,3877.56,First Touch
10211,Affiliate,27,3745.22,First Touch
10214,Display,44,0.0,First Touch
10216,Paid Social,29,1298.12,First Touch
10217,Paid Social,5,0.0,First Touch
10221,Paid Search,25,0.0,First Touch
10226,Email,21,382.32,First Touch
10229,Affiliate,11,4531.33,First Touch
10230,Paid Social,39,80.9,First Touch
10233,Paid Search,14,0.0,First Touch
10235,Email,43,0.0,First Touch
10238,Direct,30,6583.96,First Touch
10241,Direct,34,2466.7,First Touch
10255,Display,14,399.91,First Touch
10257,Direct,14,0.0,First Touch
10259,Display,6,0.0,First Touch
10260,Email,17,0.0,First Touch
10261,Referrals,13,4610.44,First Touch
10264,Paid Social,34,1231.57,First Touch
10266,Affiliate,39,0.0,First Touch
10271,Display,37,5184.67,First Touch
10273,Paid Social,42,0.0,First Touch
10274,Email,43,351.4,First Touch
10275,Direct,28,2776.21,First Touch
10276,Email,26,741.58,First Touch
10278,Display,27,0.0,First Touch
10288,Paid Social,40,4995.76,First Touch
10291,Paid Social,37,0.0,First Touch
10294,Paid Search,16,0.0,First Touch
10296,Email,6,0.0,First Touch
10297,Paid Search,3,7956.46,First Touch
10300,Paid Social,33,2564.6000000000004,First Touch
10306,Email,48,0.0,First Touch
10315,Display,3,8953.24,First Touch
10322,Affiliate,13,0.0,First Touch
10323,Paid Social,27,4464.6,First Touch
10326,Affiliate,41,0.0,First Touch
10327,Direct,33,0.0,First Touch
10328,Paid Social,2,3024.53,First Touch
10332,Display,10,0.0,First Touch
10333,Email,20,224.59,First Touch
10336,Paid Social,39,0.0,First Touch
10342,Email,47,6272.9,First Touch
10345,Paid Social,16,0.0,First Touch
10346,Paid Social,26,2148.02,First Touch
10356,Referrals,18,0.0,First Touch
10357,Paid Search,50,3628.08,First Touch
10359,Direct,29,0.0,First Touch
10362,Referrals,14,2558.21,First Touch
10364,Paid Social,6,0.0,First Touch
10365,Display,8,0.0,First Touch
10368,Affiliate,28,0.0,First Touch
10369,Email,37,0.0,First Touch
10371,Paid Social,40,2326.88,First Touch
10374,Direct,25,0.0,First Touch
10375,Paid Social,50,0.0,First Touch
10376,Email,14,0.0,First Touch
10378,Direct,11,894.46,First Touch
10379,Paid Social,43,1056.12,First Touch
10388,Paid Social,35,0.0,First Touch
10389,Paid Search,7,5246.679999999999,First Touch
10390,Referrals,4,0.0,First Touch
10392,Referrals,6,1387.8,First Touch
10393,Affiliate,20,2972.67,First Touch
10397,Email,7,0.0,First Touch
10398,Paid Search,46,0.0,First Touch
10399,Display,31,2418.96,First Touch
10401,Paid Social,33,2313.89,First Touch
10405,Direct,16,0.0,First Touch
10406,Paid Social,17,0.0,First Touch
10407,Affiliate,31,0.0,First Touch
10408,Referrals,44,608.56,First Touch
10409,Affiliate,24,0.0,First Touch
10413,Display,18,0.0,First Touch
10414,Direct,22,3569.15,First Touch
10415,Email,16,3954.56,First Touch
10416,Paid Search,9,3299.98,First Touch
10417,Email,14,0.0,First Touch
10424,Display,8,0.0,First Touch
10428,Direct,25,3660.88,First Touch
10434,Referrals,14,3163.65,First Touch
10439,Display,41,0.0,First Touch
10442,Paid Search,7,1034.03,First Touch
10444,Display,41,4179.32,First Touch
10445,Affiliate,1,0.0,First Touch
10454,Paid Search,4,0.0,First Touch
10457,Referrals,37,0.0,First Touch
10458,Email,41,2309.19,First Touch
10461,Paid Search,22,2466.72,First Touch
10463,Display,5,6831.25,First Touch
10466,Direct,3,0.0,First Touch
10470,Email,21,5957.45,First Touch
10475,Affiliate,20,0.0,First Touch
10477,Display,24,1080.94,First Touch
10478,Paid Search,40,5364.06,First Touch
10485,Email,30,4078.63,First Touch
10486,Paid Search,6,6668.320000000001,First Touch
10487,Email,43,0.0,First Touch
10488,Email,30,405.4,First Touch
10490,Referrals,45,3643.9,First Touch
10492,Direct,37,3281.13,First Touch
10496,Direct,23,601.56,First Touch
10501,Paid Social,27,5611.84,First Touch
10503,Referrals,36,4380.81,First Touch
10504,Direct,21,0.0,First Touch
10506,Paid Social,18,505.37,First Touch
10507,Email,5,6346.31,First Touch
10511,Display,25,13090.27,First Touch
10515,Paid Search,13,884.72,First Touch
10516,Paid Search,28,3542.72,First Touch
10523,Display,36,0.0,First Touch
10528,Affiliate,5,0.0,First Touch
10530,Affiliate,37,518.13,First Touch
10531,Referrals,27,4114.91,First Touch
10534,Paid Social,50,4690.68,First Touch
10537,Affiliate,13,6324.48,First Touch
10540,Affiliate,6,0.0,First Touch
10541,Affiliate,19,0.0,First Touch
10542,Paid Social,45,2004.77,First Touch
10545,Direct,16,0.0,First Touch
10547,Display,26,4850.11,First Touch
10551,Paid Search,36,11211.17,First Touch
10552,Paid Search,46,4306.23,First Touch
10553,Display,45,1136.24,First Touch
10557,Paid Social,5,540.26,First Touch
10560,Paid Search,10,1995.86,First Touch
10565,Direct,16,1261.74,First Touch
10566,Paid Search,2,0.0,First Touch
10568,Paid Social,13,0.0,First Touch
10569,Display,3,0.0,First Touch
10576,Referrals,41,0.0,First Touch
10578,Paid Social,47,406.05,First Touch
10581,Display,31,334.78,First Touch
10582,Display,39,5130.07,First Touch
10583,Display,3,0.0,First Touch
10586,Email,33,0.0,First Touch
10588,Referrals,2,3545.9,First Touch
10590,Affiliate,37,1584.0,First Touch
10597,Affiliate,39,0.0,First Touch
10599,Direct,22,0.0,First Touch
10605,Affiliate,14,0.0,First Touch
10611,Affiliate,7,1688.85,First Touch
10613,Referrals,29,4493.18,First Touch
10614,Affiliate,45,0.0,First Touch
10616,Email,35,0.0,First Touch
10623,Display,32,0.0,First Touch
10629,Paid Search,3,1694.64,First Touch
10635,Paid Search,22,1387.72,First Touch
10637,Paid Search,35,0.0,First Touch
10638,Email,45,0.0,First Touch
10641,Direct,10,1275.23,First Touch
10642,Referrals,7,540.53,First Touch
10651,Direct,15,5297.150000000001,First Touch
10654,Paid Search,10,0.0,First Touch
10658,Referrals,28,508.67,First Touch
10660,Referrals,10,0.0,First Touch
10661,Affiliate,15,1329.12,First Touch
10666,Paid Search,27,571.84,First Touch
10671,Paid Social,13,3984.35,First Touch
10680,Direct,50,5600.89,First Touch
10688,Referrals,28,0.0,First Touch
10690,Paid Social,46,0.0,First Touch
10693,Paid Social,36,3689.68,First Touch
10694,Paid Social,35,3839.76,First Touch
10696,Referrals,46,1073.5,First Touch
10700,Referrals,26,0.0,First Touch
10704,Paid Social,12,0.0,First Touch
10710,Direct,12,788.8,First Touch
10713,Paid Search,7,767.5,First Touch
10715,Referrals,10,0.0,First Touch
10717,Paid Social,15,0.0,First Touch
10718,Display,13,0.0,First Touch
10720,Display,38,0.0,First Touch
10723,Email,35,2281.84,First Touch
10724,Direct,27,6266.51,First Touch
10727,Paid Social,7,0.0,First Touch
10728,Paid Search,24,508.2,First Touch
10729,Referrals,39,2793.58,First Touch
10730,Affiliate,16,788.39,First Touch
10732,Affiliate,12,0.0,First Touch
10736,Display,35,1565.86,First Touch
10737,Email,5,574.48,First Touch
10739,Paid Social,4,2278.15,First Touch
10741,Email,35,372.82,First Touch
10744,Paid Search,3,0.0,First Touch
10745,Affiliate,20,4211.02,First Touch
10746,Affiliate,45,0.0,First Touch
10756,Email,25,2746.98,First Touch
10759,Affiliate,34,0.0,First Touch
10761,Affiliate,46,4465.52,First Touch
10769,Paid Social,49,3850.21,First Touch
10771,Paid Social,9,6171.57,First Touch
10772,Email,13,943.94,First Touch
10775,Direct,39,455.84,First Touch
10780,Email,1,1146.67,First Touch
10784,Direct,17,0.0,First Touch
10789,Referrals,7,0.0,First Touch
10790,Email,32,9233.24,First Touch
10791,Email,45,0.0,First Touch
10797,Paid Social,30,0.0,First Touch
10798,Display,42,4673.030000000001,First Touch
10802,Referrals,1,6626.049999999999,First Touch
10805,Referrals,2,0.0,First Touch
10806,Email,38,2356.99,First Touch
10810,Paid Social,1,4841.16,First Touch
10812,Email,33,0.0,First Touch
10813,Paid Search,43,4078.12,First Touch
10824,Paid Social,38,2742.66,First Touch
10825,Email,48,3372.09,First Touch
10827,Paid Social,29,0.0,First Touch
10829,Referrals,12,2285.28,First Touch
10833,Email,12,0.0,First Touch
10835,Email,29,0.0,First Touch
10837,Display,31,0.0,First Touch
10838,Direct,31,1056.01,First Touch
