event_id,timestamp,customer_id,session_id,event_type,product_id,device_type,traffic_source,campaign_id,page_category,session_duration_sec,experiment_group,touch_order,purchase_time
411326,2024-11-28 16:34:07,28666,S1541077,purchase,320,Mobile,Referrals,39,Category,1234,B,10,2024-11-28 16:34:07
352538,2023-01-27 18:37:04,28668,S9554449,search,214,Tablet,Paid Search,1,Checkout,521,A,1,2024-01-24 09:35:37
30429,2023-10-09 02:06:00,28668,S4109054,page_view,464,Tablet,Paid Social,21,Home,3313,A,2,2024-01-24 09:35:37
350212,2023-11-07 17:08:42,28668,S2439558,add_to_cart,98,Desktop,Display,28,Category,402,B,3,2024-01-24 09:35:37
101525,2023-12-26 09:57:48,28668,S4711419,page_view,156,Tablet,Paid Social,2,Checkout,3413,A,4,2024-01-24 09:35:37
693011,2024-01-24 09:35:37,28668,S4727436,purchase,34,Mobile,Paid Social,4,Cart,478,A,5,2024-01-24 09:35:37
28100,2023-01-02 13:47:52,28678,S7398110,checkout,445,Desktop,Direct,49,Product,1202,B,1,2024-04-07 04:23:10
263584,2023-04-23 02:53:31,28678,S9566615,wishlist,325,Tablet,Paid Social,12,Cart,2840,B,2,2024-04-07 04:23:10
495702,2023-05-18 23:46:30,28678,S4149829,page_view,321,Tablet,Display,16,Product,1662,A,3,2024-04-07 04:23:10
675312,2023-06-10 03:21:22,28678,S3959819,page_view,496,Mobile,Paid Social,5,Checkout,3066,A,4,2024-04-07 04:23:10
658585,2024-01-17 13:14:28,28678,S2221380,login,140,Mobile,Paid Search,39,Product,2599,B,5,2024-04-07 04:23:10
296809,2024-03-24 05:43:44,28678,S3420005,product_view,497,Tablet,Referrals,44,Cart,428,A,6,2024-04-07 04:23:10
430691,2024-04-07 04:23:10,28678,S3924137,purchase,113,Desktop,Paid Social,15,Product,899,B,7,2024-04-07 04:23:10
581247,2023-04-04 19:13:34,28682,S8223682,product_view,115,Desktop,Paid Search,19,Category,448,A,1,2023-09-20 21:31:16
231376,2023-04-26 17:20:30,28682,S1826404,add_to_cart,462,Mobile,Paid Search,42,Cart,2572,A,2,2023-09-20 21:31:16
727239,2023-08-25 09:42:07,28682,S3693395,product_view,368,Mobile,Direct,46,Cart,1203,B,3,2023-09-20 21:31:16
563703,2023-09-20 21:31:16,28682,S1399097,purchase,306,Tablet,Paid Search,21,Home,1285,A,4,2023-09-20 21:31:16
258600,2023-01-28 05:14:32,28683,S6078083,product_view,238,Mobile,Display,43,Home,1662,B,1,2023-03-28 04:51:17
452164,2023-03-28 04:51:17,28683,S8570141,purchase,72,Mobile,Referrals,34,Cart,3348,B,2,2023-03-28 04:51:17
435536,2023-04-01 23:51:27,28685,S1390821,purchase,444,Mobile,Display,32,Category,3088,B,1,2023-04-01 23:51:27
714720,2023-02-07 00:59:21,28687,S2761089,product_view,333,Desktop,Display,18,Product,1274,A,1,2024-07-14 01:22:57
717876,2023-03-14 23:52:22,28687,S8337317,add_to_cart,278,Mobile,Email,32,Search,3562,A,2,2024-07-14 01:22:57
506030,2023-07-11 23:35:46,28687,S7527493,page_view,174,Desktop,Paid Social,50,Home,1804,B,3,2024-07-14 01:22:57
43000,2023-09-27 22:37:53,28687,S3442720,search,20,Desktop,Direct,38,Cart,639,A,4,2024-07-14 01:22:57
445906,2023-10-03 11:49:40,28687,S3674773,product_view,86,Mobile,Referrals,31,Home,824,B,5,2024-07-14 01:22:57
594812,2023-10-30 09:26:15,28687,S5663429,product_view,229,Desktop,Paid Social,42,Product,454,B,6,2024-07-14 01:22:57
333274,2023-12-25 19:02:51,28687,S2260021,page_view,265,Desktop,Affiliate,33,Cart,647,A,7,2024-07-14 01:22:57
387586,2024-04-13 10:57:02,28687,S9764616,page_view,158,Mobile,Email,23,Product,2153,B,8,2024-07-14 01:22:57
144148,2024-07-14 01:22:57,28687,S2052071,purchase,423,Desktop,Email,32,Product,2381,A,9,2024-07-14 01:22:57
579826,2024-01-03 13:15:28,28688,S4897474,purchase,137,Desktop,Email,26,Cart,501,A,1,2024-01-03 13:15:28
183219,2023-06-01 07:56:55,28689,S2714756,add_to_cart,100,Tablet,Affiliate,34,Home,2783,B,1,2024-05-04 08:07:34
323889,2023-08-17 12:11:37,28689,S9106740,page_view,244,Desktop,Display,33,Profile,3419,A,2,2024-05-04 08:07:34
364879,2023-08-23 11:58:29,28689,S7131345,product_view,294,Desktop,Paid Social,50,Checkout,641,A,3,2024-05-04 08:07:34
334631,2023-12-04 09:27:46,28689,S9003082,product_view,296,Mobile,Paid Social,6,Cart,1575,B,4,2024-05-04 08:07:34
206884,2024-05-04 08:07:34,28689,S5794215,purchase,135,Desktop,Affiliate,33,Home,1054,B,5,2024-05-04 08:07:34
558893,2023-05-10 14:07:32,28694,S9253378,page_view,153,Tablet,Affiliate,8,Home,2018,B,1,2023-11-21 17:25:31
601326,2023-11-21 08:00:12,28694,S3365646,product_view,317,Tablet,Paid Social,39,Product,2713,A,2,2023-11-21 17:25:31
102843,2023-11-21 17:25:31,28694,S2726243,purchase,216,Tablet,Direct,5,Cart,3167,B,3,2023-11-21 17:25:31
619520,2023-08-02 03:06:00,28695,S1234798,purchase,273,Mobile,Direct,33,Cart,208,B,1,2023-08-02 03:06:00
275376,2023-06-16 08:26:27,28700,S2749826,add_to_cart,51,Tablet,Paid Search,8,Product,3517,B,1,2023-10-13 22:13:58
270783,2023-07-16 05:07:21,28700,S7348609,add_to_cart,200,Mobile,Paid Social,16,Profile,1001,A,2,2023-10-13 22:13:58
478980,2023-10-13 22:13:58,28700,S7727797,purchase,46,Desktop,Direct,13,Cart,280,A,3,2023-10-13 22:13:58
136448,2023-01-08 08:22:46,28701,S1333619,page_view,349,Tablet,Paid Search,10,Profile,3258,A,1,2024-07-24 04:45:43
348,2023-02-24 06:04:00,28701,S8072872,page_view,397,Tablet,Direct,39,Cart,291,A,2,2024-07-24 04:45:43
87255,2023-08-14 13:20:07,28701,S2275259,page_view,391,Tablet,Paid Search,8,Search,3558,B,3,2024-07-24 04:45:43
617565,2023-08-15 10:19:01,28701,S3409060,add_to_cart,5,Desktop,Email,36,Home,1740,A,4,2024-07-24 04:45:43
616042,2023-09-01 13:39:13,28701,S6673786,page_view,370,Desktop,Paid Social,35,Cart,3324,A,5,2024-07-24 04:45:43
255405,2024-01-21 20:16:37,28701,S5459880,page_view,152,Tablet,Display,2,Cart,1346,A,6,2024-07-24 04:45:43
70205,2024-01-30 12:55:04,28701,S3355746,wishlist,493,Desktop,Affiliate,49,Checkout,2462,A,7,2024-07-24 04:45:43
767117,2024-02-16 10:11:28,28701,S2948319,page_view,410,Tablet,Email,28,Checkout,1095,A,8,2024-07-24 04:45:43
648910,2024-06-05 09:58:32,28701,S2040862,page_view,314,Tablet,Referrals,18,Profile,2991,A,9,2024-07-24 04:45:43
485693,2024-07-22 03:40:06,28701,S4817022,page_view,225,Tablet,Affiliate,41,Cart,2404,B,10,2024-07-24 04:45:43
388700,2024-07-24 04:45:43,28701,S4843833,purchase,383,Tablet,Paid Social,13,Product,2493,B,11,2024-07-24 04:45:43
181377,2023-02-24 19:54:40,28702,S9294094,page_view,444,Mobile,Affiliate,27,Product,391,B,1,2023-11-02 20:32:15
45714,2023-10-12 13:28:01,28702,S4280515,page_view,495,Desktop,Display,12,Category,2855,A,2,2023-11-02 20:32:15
567294,2023-11-02 20:32:15,28702,S9814783,purchase,46,Mobile,Email,13,Product,1385,B,3,2023-11-02 20:32:15
544069,2023-02-25 22:56:10,28704,S1866742,page_view,211,Tablet,Paid Social,27,Home,408,A,1,2023-03-11 05:53:58
775219,2023-03-11 05:53:58,28704,S8029347,purchase,225,Desktop,Email,43,Home,1107,B,2,2023-03-11 05:53:58
756390,2023-02-02 00:42:52,28706,S6740806,add_to_cart,497,Desktop,Display,8,Cart,1008,B,1,2023-09-30 20:07:21
407340,2023-07-03 15:42:38,28706,S4326608,search,405,Mobile,Display,3,Profile,357,A,2,2023-09-30 20:07:21
444006,2023-09-30 20:07:21,28706,S4241599,purchase,438,Tablet,Email,41,Search,1879,B,3,2023-09-30 20:07:21
756005,2023-02-05 09:50:14,28709,S1347433,page_view,98,Desktop,Paid Search,16,Home,281,B,1,2024-08-26 16:19:40
773349,2023-05-18 08:37:22,28709,S1183342,page_view,315,Tablet,Paid Social,49,Home,819,A,2,2024-08-26 16:19:40
16719,2023-09-16 14:05:39,28709,S4411177,page_view,213,Desktop,Paid Search,5,Profile,2342,A,3,2024-08-26 16:19:40
709222,2024-08-26 16:19:40,28709,S4756893,purchase,41,Desktop,Referrals,43,Cart,26,A,4,2024-08-26 16:19:40
567865,2023-04-11 11:13:35,28711,S7920556,add_to_cart,24,Tablet,Affiliate,49,Home,458,A,1,2023-10-08 15:14:06
243614,2023-05-06 14:25:40,28711,S8960923,page_view,333,Tablet,Affiliate,20,Cart,287,A,2,2023-10-08 15:14:06
448101,2023-10-08 15:14:06,28711,S2373442,purchase,37,Tablet,Affiliate,19,Profile,2832,A,3,2023-10-08 15:14:06
46287,2023-08-10 10:45:56,28716,S5569298,page_view,23,Desktop,Direct,40,Cart,1055,B,1,2024-06-25 05:15:38
279438,2023-09-17 16:32:56,28716,S7579214,page_view,409,Tablet,Affiliate,27,Home,438,B,2,2024-06-25 05:15:38
141880,2023-11-05 18:42:15,28716,S8041812,product_view,120,Desktop,Direct,46,Home,169,A,3,2024-06-25 05:15:38
147627,2023-11-21 03:33:44,28716,S9707283,product_view,160,Desktop,Email,17,Profile,1016,A,4,2024-06-25 05:15:38
420229,2024-06-25 05:15:38,28716,S1294974,purchase,56,Desktop,Paid Social,26,Checkout,1629,B,5,2024-06-25 05:15:38
489513,2023-03-02 18:26:46,28718,S9597847,product_view,224,Tablet,Direct,28,Search,1785,A,1,2023-09-01 23:41:22
127844,2023-03-09 17:53:01,28718,S7769854,page_view,148,Tablet,Referrals,35,Profile,2950,A,2,2023-09-01 23:41:22
26573,2023-06-14 01:57:54,28718,S1217244,page_view,110,Tablet,Email,39,Checkout,342,A,3,2023-09-01 23:41:22
290830,2023-09-01 23:41:22,28718,S2688115,purchase,256,Mobile,Direct,39,Profile,2491,B,4,2023-09-01 23:41:22
17267,2023-03-06 19:14:05,28719,S6233278,page_view,201,Tablet,Display,32,Profile,2747,A,1,2023-12-30 03:17:54
147439,2023-03-26 08:01:52,28719,S4201398,product_view,317,Desktop,Paid Search,6,Category,969,A,2,2023-12-30 03:17:54
541732,2023-10-07 04:51:52,28719,S1105743,page_view,248,Mobile,Paid Social,40,Search,3530,A,3,2023-12-30 03:17:54
534485,2023-10-17 14:31:00,28719,S6758478,add_to_cart,459,Tablet,Referrals,15,Checkout,2102,A,4,2023-12-30 03:17:54
767215,2023-11-14 13:43:30,28719,S2030727,page_view,463,Mobile,Affiliate,41,Product,2515,B,5,2023-12-30 03:17:54
521760,2023-12-18 15:17:35,28719,S9608201,page_view,358,Tablet,Affiliate,20,Profile,768,B,6,2023-12-30 03:17:54
679782,2023-12-30 03:17:54,28719,S3455883,purchase,338,Mobile,Email,18,Product,1529,A,7,2023-12-30 03:17:54
206749,2023-01-25 06:00:51,28721,S5160223,page_view,186,Tablet,Affiliate,27,Checkout,1819,A,1,2023-12-08 05:52:48
542327,2023-02-26 19:52:11,28721,S1346116,login,217,Desktop,Email,16,Search,1391,A,2,2023-12-08 05:52:48
234455,2023-06-09 20:15:23,28721,S7858949,page_view,128,Desktop,Paid Search,29,Category,595,A,3,2023-12-08 05:52:48
4017,2023-09-09 18:36:29,28721,S4172687,search,132,Desktop,Paid Social,14,Profile,64,B,4,2023-12-08 05:52:48
726902,2023-12-08 05:52:48,28721,S3969945,purchase,400,Desktop,Display,24,Search,3208,A,5,2023-12-08 05:52:48
441075,2023-02-18 13:08:43,28723,S4779004,page_view,127,Mobile,Affiliate,47,Category,513,B,1,2023-05-18 16:02:18
50449,2023-05-18 16:02:18,28723,S4123455,purchase,433,Mobile,Paid Search,34,Category,1350,B,2,2023-05-18 16:02:18
177529,2023-10-29 09:42:46,28730,S6748857,page_view,302,Mobile,Paid Social,33,Search,2080,A,1,2024-05-01 13:32:40
678751,2024-04-03 09:06:09,28730,S7537735,product_view,419,Desktop,Direct,43,Product,2673,A,2,2024-05-01 13:32:40
440846,2024-05-01 13:32:40,28730,S4154817,purchase,340,Mobile,Email,39,Product,795,A,3,2024-05-01 13:32:40
548388,2023-10-26 14:37:41,28738,S1350839,page_view,73,Desktop,Affiliate,5,Search,3065,A,1,2024-09-20 06:04:23
232215,2023-10-31 18:30:42,28738,S7580593,product_view,388,Desktop,Direct,19,Search,1663,A,2,2024-09-20 06:04:23
147725,2023-12-02 03:43:30,28738,S1290307,search,323,Tablet,Referrals,35,Cart,2103,B,3,2024-09-20 06:04:23
569008,2023-12-29 10:01:03,28738,S1205461,product_view,343,Desktop,Direct,5,Home,828,A,4,2024-09-20 06:04:23
206328,2024-09-20 06:04:23,28738,S4330264,purchase,328,Tablet,Email,35,Profile,578,B,5,2024-09-20 06:04:23
140641,2023-02-27 05:19:54,28740,S8545411,purchase,198,Mobile,Paid Social,8,Cart,2316,A,1,2023-02-27 05:19:54
289022,2023-01-20 03:39:21,28746,S9969748,page_view,258,Mobile,Direct,9,Profile,455,B,1,2024-05-02 08:12:45
336483,2023-07-06 20:22:02,28746,S3425910,page_view,487,Mobile,Affiliate,50,Profile,1923,A,2,2024-05-02 08:12:45
217893,2023-09-27 18:21:03,28746,S1904738,wishlist,271,Tablet,Email,10,Checkout,3227,A,3,2024-05-02 08:12:45
336040,2023-11-11 01:24:25,28746,S8852778,product_view,443,Desktop,Email,14,Checkout,1486,A,4,2024-05-02 08:12:45
77391,2024-04-08 20:02:23,28746,S4613985,add_to_cart,141,Tablet,Paid Social,12,Home,993,B,5,2024-05-02 08:12:45
217996,2024-04-26 09:07:00,28746,S2783007,checkout,324,Mobile,Affiliate,9,Cart,1280,A,6,2024-05-02 08:12:45
657023,2024-05-02 08:12:45,28746,S7260764,purchase,341,Desktop,Referrals,34,Profile,286,A,7,2024-05-02 08:12:45
470684,2023-06-03 11:52:51,28747,S5581442,product_view,320,Mobile,Direct,4,Profile,3370,B,1,2023-07-28 22:24:12
756742,2023-07-28 22:24:12,28747,S4465060,purchase,205,Mobile,Paid Search,49,Home,3173,A,2,2023-07-28 22:24:12
614121,2023-06-18 20:07:09,28753,S5684127,page_view,294,Desktop,Direct,16,Cart,1336,B,1,2024-09-23 20:23:06
710811,2023-08-12 09:56:16,28753,S7747647,product_view,420,Tablet,Affiliate,39,Product,1698,A,2,2024-09-23 20:23:06
358004,2023-09-08 11:44:12,28753,S9806848,wishlist,476,Mobile,Direct,37,Cart,3034,B,3,2024-09-23 20:23:06
665960,2024-07-10 23:23:53,28753,S6735734,search,210,Mobile,Email,31,Home,2264,A,4,2024-09-23 20:23:06
120859,2024-09-23 20:23:06,28753,S3701547,purchase,152,Desktop,Referrals,50,Category,572,A,5,2024-09-23 20:23:06
444479,2023-05-04 20:22:04,28754,S9743472,page_view,19,Desktop,Referrals,9,Product,409,A,1,2024-10-11 10:42:24
566945,2023-11-15 20:23:39,28754,S7866256,search,31,Desktop,Affiliate,15,Checkout,175,B,2,2024-10-11 10:42:24
308414,2023-11-17 00:03:22,28754,S9970604,product_view,183,Tablet,Email,39,Home,2343,B,3,2024-10-11 10:42:24
719902,2024-01-09 11:20:43,28754,S4144406,product_view,20,Mobile,Direct,47,Product,3522,A,4,2024-10-11 10:42:24
296099,2024-02-21 07:57:02,28754,S2585405,page_view,459,Mobile,Paid Social,5,Checkout,2430,A,5,2024-10-11 10:42:24
83625,2024-04-01 02:15:35,28754,S3198696,product_view,341,Desktop,Paid Social,21,Profile,1469,A,6,2024-10-11 10:42:24
334761,2024-10-11 10:42:24,28754,S2248369,purchase,176,Mobile,Referrals,47,Cart,679,B,7,2024-10-11 10:42:24
252799,2023-03-17 07:37:43,28757,S9273339,page_view,486,Tablet,Display,26,Checkout,3311,A,1,2024-09-17 16:17:04
728354,2023-03-17 14:06:06,28757,S4288195,product_view,488,Mobile,Affiliate,47,Category,3414,B,2,2024-09-17 16:17:04
635704,2023-04-10 14:51:18,28757,S9194151,product_view,231,Desktop,Paid Social,38,Home,971,A,3,2024-09-17 16:17:04
337276,2023-04-26 10:25:00,28757,S2357669,page_view,480,Mobile,Paid Search,23,Product,614,B,4,2024-09-17 16:17:04
618130,2023-08-04 02:07:58,28757,S4876541,product_view,413,Tablet,Display,33,Search,482,A,5,2024-09-17 16:17:04
548983,2023-11-18 19:46:57,28757,S9908099,product_view,366,Tablet,Direct,13,Product,415,B,6,2024-09-17 16:17:04
623829,2024-09-17 16:17:04,28757,S5108652,purchase,1,Desktop,Affiliate,6,Profile,3378,B,7,2024-09-17 16:17:04
29910,2023-02-22 13:27:34,28760,S9332024,product_view,47,Desktop,Display,8,Search,90,B,1,2023-08-20 04:34:00
564386,2023-06-20 10:02:00,28760,S8714003,wishlist,53,Mobile,Referrals,49,Profile,2681,A,2,2023-08-20 04:34:00
245242,2023-08-20 04:34:00,28760,S9153273,purchase,105,Tablet,Referrals,31,Profile,1362,A,3,2023-08-20 04:34:00
188670,2023-04-26 10:25:39,28761,S9458864,page_view,22,Tablet,Paid Search,9,Home,1193,A,1,2023-11-25 07:14:47
388806,2023-09-07 00:31:22,28761,S2995136,page_view,302,Desktop,Email,22,Category,1458,A,2,2023-11-25 07:14:47
584231,2023-11-25 07:14:47,28761,S9685195,purchase,397,Mobile,Display,8,Cart,993,B,3,2023-11-25 07:14:47
757697,2023-01-03 19:19:25,28766,S4483687,purchase,382,Mobile,Paid Social,22,Category,2525,A,1,2023-01-03 19:19:25
394752,2023-11-27 20:35:54,28770,S9395093,purchase,96,Tablet,Affiliate,32,Checkout,3393,A,1,2023-11-27 20:35:54
679515,2023-01-16 10:16:43,28775,S3871462,page_view,53,Mobile,Email,34,Checkout,3162,B,1,2023-12-10 23:43:26
792064,2023-01-31 14:05:27,28775,S7820173,login,336,Desktop,Paid Social,47,Home,999,A,2,2023-12-10 23:43:26
195664,2023-06-06 23:10:23,28775,S9212913,product_view,283,Tablet,Paid Search,5,Category,3565,B,3,2023-12-10 23:43:26
497172,2023-07-04 19:03:20,28775,S5294831,search,189,Tablet,Affiliate,14,Home,402,B,4,2023-12-10 23:43:26
691042,2023-11-22 23:32:33,28775,S4430070,product_view,462,Mobile,Paid Search,40,Product,2151,A,5,2023-12-10 23:43:26
208327,2023-12-10 23:43:26,28775,S8255132,purchase,203,Tablet,Email,33,Cart,438,B,6,2023-12-10 23:43:26
305806,2023-02-25 03:52:25,28778,S7752984,purchase,112,Mobile,Display,29,Profile,2510,B,1,2023-02-25 03:52:25
198739,2023-05-23 15:23:26,28786,S3059078,purchase,213,Desktop,Email,26,Home,457,A,1,2023-05-23 15:23:26
224810,2023-03-04 08:54:28,28790,S9625155,product_view,358,Tablet,Paid Search,38,Cart,1358,A,1,2023-07-10 00:31:56
190663,2023-03-08 03:58:12,28790,S3176049,product_view,38,Desktop,Affiliate,6,Category,783,A,2,2023-07-10 00:31:56
527287,2023-07-10 00:31:56,28790,S6351105,purchase,187,Desktop,Referrals,14,Checkout,2293,A,3,2023-07-10 00:31:56
734083,2023-04-06 11:00:10,28794,S4515943,page_view,83,Desktop,Direct,15,Profile,2960,B,1,2024-10-16 11:08:32
212927,2023-07-17 20:28:42,28794,S8170372,add_to_cart,235,Tablet,Paid Social,15,Home,3018,B,2,2024-10-16 11:08:32
713805,2023-08-31 13:07:15,28794,S3308609,product_view,106,Mobile,Referrals,31,Category,1564,A,3,2024-10-16 11:08:32
76320,2023-10-04 04:06:31,28794,S8563365,page_view,255,Tablet,Paid Social,47,Cart,82,B,4,2024-10-16 11:08:32
657072,2024-09-09 16:22:18,28794,S2971467,page_view,154,Mobile,Paid Social,23,Category,2475,B,5,2024-10-16 11:08:32
496709,2024-09-18 19:02:48,28794,S2332838,wishlist,10,Mobile,Display,46,Checkout,2302,B,6,2024-10-16 11:08:32
389616,2024-10-16 11:08:32,28794,S8205508,purchase,369,Desktop,Email,46,Checkout,770,A,7,2024-10-16 11:08:32
676421,2023-10-09 02:02:53,28805,S6164857,page_view,270,Tablet,Referrals,43,Checkout,1058,B,1,2024-01-16 17:15:44
254105,2023-10-15 07:32:30,28805,S4583962,page_view,109,Tablet,Paid Social,22,Cart,97,B,2,2024-01-16 17:15:44
403986,2023-10-22 02:57:23,28805,S9101701,product_view,402,Desktop,Paid Social,4,Profile,2871,B,3,2024-01-16 17:15:44
680935,2024-01-16 17:15:44,28805,S9323770,purchase,130,Mobile,Paid Search,6,Category,2017,B,4,2024-01-16 17:15:44
699111,2023-03-27 15:39:12,28808,S5892152,add_to_cart,35,Mobile,Email,2,Product,877,B,1,2023-05-25 10:27:46
692182,2023-05-06 11:08:44,28808,S8724942,checkout,447,Mobile,Email,19,Search,302,A,2,2023-05-25 10:27:46
307712,2023-05-25 10:27:46,28808,S5285799,purchase,29,Desktop,Referrals,31,Home,2049,A,3,2023-05-25 10:27:46
25078,2023-01-15 15:15:22,28810,S7223128,add_to_cart,259,Tablet,Email,23,Product,245,B,1,2024-10-06 17:32:01
758356,2023-04-05 12:16:28,28810,S5556937,checkout,59,Desktop,Email,33,Cart,82,A,2,2024-10-06 17:32:01
470386,2023-06-02 16:01:02,28810,S5197899,page_view,414,Mobile,Direct,42,Profile,1575,A,3,2024-10-06 17:32:01
481794,2023-08-27 01:34:24,28810,S6083877,wishlist,366,Tablet,Display,23,Product,961,A,4,2024-10-06 17:32:01
672483,2024-03-21 18:08:14,28810,S4684956,page_view,54,Mobile,Display,32,Checkout,2565,B,5,2024-10-06 17:32:01
323662,2024-10-01 18:10:13,28810,S8317113,page_view,105,Tablet,Direct,47,Profile,1547,B,6,2024-10-06 17:32:01
685902,2024-10-06 17:32:01,28810,S1922283,purchase,491,Tablet,Paid Search,28,Home,1704,A,7,2024-10-06 17:32:01
233139,2023-07-31 07:04:45,28816,S2792841,product_view,119,Mobile,Referrals,38,Product,1580,A,1,2024-02-22 02:53:11
465481,2023-08-16 22:40:46,28816,S8962835,wishlist,305,Tablet,Display,14,Profile,996,A,2,2024-02-22 02:53:11
163309,2023-11-27 09:28:41,28816,S1623327,product_view,238,Desktop,Referrals,20,Cart,1446,B,3,2024-02-22 02:53:11
394756,2024-02-22 02:53:11,28816,S2081289,purchase,223,Tablet,Email,2,Category,2609,B,4,2024-02-22 02:53:11
474132,2023-01-11 03:13:28,28820,S4387852,search,80,Desktop,Email,6,Product,482,B,1,2024-04-03 23:55:23
310066,2023-04-12 10:28:49,28820,S1621107,search,149,Mobile,Email,13,Checkout,2501,A,2,2024-04-03 23:55:23
557346,2023-07-09 12:20:19,28820,S9504520,wishlist,152,Desktop,Referrals,43,Profile,3493,B,3,2024-04-03 23:55:23
558545,2023-10-25 11:58:59,28820,S1789827,product_view,42,Mobile,Paid Social,27,Checkout,2556,B,4,2024-04-03 23:55:23
116709,2024-04-03 23:55:23,28820,S9728516,purchase,320,Tablet,Paid Search,11,Home,3516,B,5,2024-04-03 23:55:23
126410,2023-05-20 05:09:06,28822,S1100305,add_to_cart,388,Desktop,Direct,14,Search,1544,B,1,2023-08-07 01:34:37
640577,2023-08-07 01:34:37,28822,S3905351,purchase,378,Mobile,Paid Search,10,Category,2742,B,2,2023-08-07 01:34:37
279239,2023-07-23 13:22:49,28827,S7314316,page_view,89,Desktop,Referrals,36,Category,975,B,1,2025-02-07 07:43:34
470059,2023-11-24 04:42:48,28827,S3003707,product_view,377,Desktop,Direct,12,Cart,3186,A,2,2025-02-07 07:43:34
99353,2023-11-30 01:42:19,28827,S2035794,page_view,95,Desktop,Referrals,22,Cart,262,B,3,2025-02-07 07:43:34
625405,2024-03-03 15:17:15,28827,S3829250,page_view,221,Tablet,Paid Social,4,Cart,2760,B,4,2025-02-07 07:43:34
523788,2024-05-19 19:29:09,28827,S6165948,page_view,205,Mobile,Paid Social,37,Home,904,A,5,2025-02-07 07:43:34
187004,2024-06-26 23:01:42,28827,S5525594,page_view,398,Desktop,Affiliate,23,Checkout,3273,B,6,2025-02-07 07:43:34
44187,2024-08-24 11:11:26,28827,S6742855,product_view,225,Mobile,Referrals,30,Search,3302,A,7,2025-02-07 07:43:34
130500,2024-09-25 03:16:05,28827,S4754134,add_to_cart,302,Tablet,Paid Social,7,Checkout,795,A,8,2025-02-07 07:43:34
211441,2025-02-07 07:43:34,28827,S3403569,purchase,302,Desktop,Affiliate,40,Home,720,B,9,2025-02-07 07:43:34
543206,2023-06-24 18:44:39,28829,S9837162,page_view,284,Desktop,Affiliate,34,Product,664,A,1,2024-02-22 01:56:33
651861,2023-08-15 11:18:17,28829,S2217540,page_view,385,Tablet,Email,28,Profile,3036,B,2,2024-02-22 01:56:33
338833,2023-11-06 13:28:33,28829,S1688094,login,441,Tablet,Paid Social,18,Search,1514,A,3,2024-02-22 01:56:33
469027,2024-01-23 03:03:55,28829,S7762962,product_view,348,Tablet,Direct,19,Checkout,3104,A,4,2024-02-22 01:56:33
580202,2024-01-31 03:10:54,28829,S2744882,page_view,267,Tablet,Paid Social,30,Profile,1660,A,5,2024-02-22 01:56:33
761917,2024-02-22 01:56:33,28829,S5649122,purchase,479,Tablet,Paid Search,44,Search,497,A,6,2024-02-22 01:56:33
91138,2023-03-30 12:10:51,28831,S4292719,login,470,Tablet,Paid Social,7,Search,1172,B,1,2024-06-15 08:40:20
300152,2024-01-10 20:20:05,28831,S9574992,add_to_cart,312,Tablet,Display,11,Search,2965,B,2,2024-06-15 08:40:20
427648,2024-01-18 22:07:40,28831,S3391594,product_view,199,Tablet,Email,21,Product,2847,B,3,2024-06-15 08:40:20
711347,2024-02-12 21:56:36,28831,S9597782,page_view,306,Mobile,Referrals,7,Checkout,1828,A,4,2024-06-15 08:40:20
754936,2024-06-15 08:40:20,28831,S8329572,purchase,402,Mobile,Display,19,Checkout,1934,B,5,2024-06-15 08:40:20
34990,2023-03-04 19:08:29,28833,S9529447,page_view,443,Tablet,Email,38,Home,1320,B,1,2023-07-18 12:29:54
646156,2023-03-17 02:05:26,28833,S3847152,page_view,178,Tablet,Affiliate,21,Category,216,A,2,2023-07-18 12:29:54
689824,2023-04-10 12:29:39,28833,S3939043,page_view,128,Mobile,Direct,39,Checkout,297,A,3,2023-07-18 12:29:54
93297,2023-07-18 12:29:54,28833,S4467603,purchase,197,Desktop,Direct,14,Cart,938,B,4,2023-07-18 12:29:54
27626,2023-07-29 19:40:06,28834,S6019893,product_view,156,Tablet,Paid Search,47,Cart,495,B,1,2024-01-10 20:04:51
75853,2023-08-27 15:33:00,28834,S2035111,page_view,139,Mobile,Paid Social,9,Search,3036,B,2,2024-01-10 20:04:51
665022,2023-11-22 00:49:38,28834,S9365573,product_view,105,Mobile,Display,41,Profile,1891,B,3,2024-01-10 20:04:51
142539,2024-01-10 20:04:51,28834,S9042803,purchase,44,Mobile,Display,4,Profile,420,A,4,2024-01-10 20:04:51
439617,2023-01-03 03:15:07,28839,S8347711,page_view,362,Tablet,Paid Social,14,Product,3151,B,1,2024-08-05 12:05:45
111278,2023-04-07 09:17:40,28839,S8500720,login,39,Mobile,Affiliate,41,Home,504,A,2,2024-08-05 12:05:45
401908,2023-06-03 12:37:08,28839,S7091083,page_view,485,Desktop,Display,16,Home,2870,B,3,2024-08-05 12:05:45
698080,2023-07-21 08:42:27,28839,S7797047,product_view,239,Tablet,Referrals,39,Profile,3078,A,4,2024-08-05 12:05:45
71167,2023-09-16 00:40:23,28839,S7652171,page_view,417,Desktop,Paid Search,18,Search,3197,B,5,2024-08-05 12:05:45
238565,2023-10-25 08:45:09,28839,S5095974,add_to_cart,129,Tablet,Paid Search,23,Profile,2136,B,6,2024-08-05 12:05:45
