customer_id,event_id,timestamp,session_id,event_type,product_id,device_type,traffic_source,campaign_id,page_category,session_duration_sec,experiment_group,touch_order
17224,462298,2023-11-29 06:30:14,S7663841,purchase,170,Desktop,Referrals,6,Home,1445,A,3
17227,677622,2024-09-25 00:17:30,S3270884,purchase,423,Tablet,Direct,42,Home,2446,A,7
17232,164723,2023-08-02 01:33:06,S9723701,purchase,345,Tablet,Affiliate,25,Product,1103,B,5
17235,336421,2023-02-01 17:05:20,S3765532,purchase,421,Desktop,Direct,34,Checkout,1659,B,2
17236,729084,2024-05-28 00:11:34,S6332898,purchase,3,Desktop,Affiliate,13,Home,2339,A,2
17237,8562,2023-10-03 14:21:55,S2851524,purchase,264,Desktop,Display,48,Product,2132,A,3
17241,268692,2024-04-26 00:34:14,S5028576,purchase,64,Mobile,Paid Social,29,Home,1656,B,11
17245,377440,2025-02-19 20:01:46,S2012133,purchase,308,Desktop,Email,43,Search,3287,A,8
17252,190299,2024-12-26 13:44:18,S8762933,purchase,334,Tablet,Direct,50,Search,404,A,5
17253,168014,2023-07-17 15:18:38,S7550057,purchase,28,Tablet,Direct,26,Product,45,B,5
17255,636674,2023-09-28 03:32:03,S8857634,purchase,354,Desktop,Display,22,Checkout,880,B,3
17264,301763,2024-05-21 04:52:55,S5342271,purchase,75,Mobile,Paid Social,13,Home,229,B,5
17265,527467,2024-01-13 11:50:07,S1496039,purchase,262,Desktop,Paid Social,43,Checkout,135,B,4
17269,305847,2023-10-17 08:28:34,S4347045,purchase,475,Tablet,Paid Social,33,Category,3569,B,4
17270,76859,2023-01-10 12:18:40,S7571140,purchase,350,Desktop,Affiliate,31,Home,815,B,1
17272,627575,2025-02-24 23:22:52,S9349424,purchase,301,Mobile,Affiliate,39,Category,2120,B,7
17273,307999,2023-02-15 05:59:06,S6500107,purchase,84,Mobile,Display,5,Cart,1699,B,1
17274,705112,2023-10-09 17:55:59,S1353006,purchase,112,Tablet,Affiliate,17,Search,1093,B,6
17276,345215,2023-04-03 18:28:38,S3959384,purchase,9,Desktop,Paid Search,24,Profile,2979,B,1
17278,201266,2024-11-16 01:45:07,S5806039,purchase,98,Desktop,Display,21,Home,907,A,7
17281,302050,2023-08-31 03:55:13,S5720131,purchase,354,Mobile,Paid Search,24,Checkout,2068,B,1
17282,523530,2025-02-05 07:56:57,S2637765,purchase,160,Mobile,Paid Search,49,Product,1723,A,10
17283,360614,2023-03-30 01:15:17,S2965228,purchase,279,Mobile,Referrals,36,Checkout,2351,A,3
17284,339671,2023-02-15 01:00:44,S2855318,purchase,289,Desktop,Direct,3,Home,807,B,1
17285,567672,2023-03-02 11:54:58,S5126731,purchase,483,Tablet,Direct,28,Category,1735,B,1
17286,571756,2023-11-16 10:40:13,S2173048,purchase,140,Desktop,Affiliate,32,Product,3486,A,3
17288,64021,2023-06-12 13:03:21,S6351407,purchase,284,Desktop,Direct,24,Profile,3574,A,3
17294,439441,2024-02-07 17:04:21,S2386352,purchase,90,Mobile,Paid Search,42,Category,1941,B,9
17295,551997,2024-02-27 23:52:08,S4207199,purchase,416,Mobile,Referrals,12,Cart,2888,A,8
17296,97858,2023-01-11 21:42:18,S8586280,purchase,120,Mobile,Direct,9,Product,192,A,1
17298,704747,2023-03-31 14:30:51,S8490927,purchase,282,Tablet,Display,5,Search,2513,A,2
17301,144753,2024-07-26 22:49:49,S3795605,purchase,272,Tablet,Direct,14,Search,733,A,10
17304,429697,2023-02-19 08:11:38,S1647875,purchase,251,Tablet,Email,16,Product,474,B,2
17305,241758,2024-04-07 17:42:08,S1121482,purchase,161,Desktop,Paid Search,11,Category,2050,A,8
17308,201307,2024-07-31 04:47:02,S9626066,purchase,259,Tablet,Direct,50,Category,1620,B,8
17309,141512,2024-03-27 20:35:44,S5421512,purchase,388,Desktop,Paid Social,9,Checkout,1061,B,7
17311,742693,2023-01-07 00:01:03,S8194578,purchase,80,Desktop,Paid Social,31,Category,3504,B,2
17314,134828,2025-01-09 08:48:37,S8242198,purchase,126,Mobile,Affiliate,17,Checkout,489,A,7
17316,716228,2024-07-03 11:46:49,S9096170,purchase,158,Tablet,Display,11,Search,115,A,5
17317,315581,2025-02-20 17:46:10,S1918492,purchase,347,Mobile,Email,20,Category,2179,B,9
17320,629874,2024-08-16 08:41:43,S3727566,purchase,332,Mobile,Display,12,Profile,2759,B,11
17321,219844,2024-01-08 09:25:53,S3575295,purchase,432,Tablet,Referrals,41,Product,636,B,6
17327,646895,2023-12-15 11:22:12,S1276746,purchase,192,Desktop,Referrals,47,Product,1130,A,4
17330,326460,2024-01-10 16:28:48,S1207250,purchase,182,Mobile,Paid Social,23,Search,2637,B,5
17333,267929,2023-04-30 04:58:59,S2776298,purchase,7,Desktop,Email,32,Cart,2721,B,3
17336,171325,2024-04-23 05:20:33,S7501609,purchase,236,Desktop,Referrals,22,Home,3113,B,4
17338,40011,2023-06-04 22:52:43,S8695919,purchase,38,Desktop,Paid Search,12,Home,634,A,2
17340,399959,2024-10-26 09:04:52,S5989945,purchase,414,Mobile,Direct,21,Profile,373,A,9
17347,210109,2024-11-30 10:43:55,S4422636,purchase,471,Mobile,Referrals,1,Checkout,1708,B,9
17353,294955,2024-04-26 19:19:51,S4955220,purchase,107,Tablet,Email,17,Profile,93,A,8
17354,567776,2023-12-30 02:14:15,S7257216,purchase,496,Desktop,Paid Search,35,Home,1829,B,6
17358,623426,2024-01-26 19:01:15,S7182937,purchase,138,Tablet,Direct,29,Search,1454,B,6
17365,263701,2023-02-21 21:13:09,S4719881,purchase,471,Desktop,Paid Search,15,Home,1648,A,3
17379,136213,2024-12-21 08:15:57,S6508023,purchase,60,Mobile,Affiliate,15,Cart,1023,B,7
17381,175266,2023-04-07 07:28:36,S8755617,purchase,335,Desktop,Paid Social,28,Category,1811,A,5
17383,93902,2024-03-06 16:09:04,S4407302,purchase,414,Desktop,Affiliate,33,Profile,2163,B,9
17388,101660,2024-05-17 23:19:06,S1193260,purchase,398,Tablet,Email,5,Category,1822,A,6
17390,677641,2023-04-08 16:44:18,S5765910,purchase,137,Tablet,Affiliate,41,Profile,489,A,3
17393,16481,2023-10-12 11:44:35,S4446316,purchase,358,Tablet,Paid Social,7,Checkout,1713,A,4
17396,437802,2024-03-20 01:33:48,S2968854,purchase,77,Tablet,Paid Social,14,Profile,1816,B,6
17403,162379,2024-08-10 21:43:22,S4850246,purchase,319,Tablet,Referrals,40,Search,1010,A,6
17405,320920,2024-03-22 01:16:34,S4665334,purchase,388,Mobile,Affiliate,11,Search,1983,A,3
17406,679288,2024-10-18 23:55:54,S7540419,purchase,477,Desktop,Display,48,Profile,1707,A,11
17414,170548,2023-09-08 23:38:00,S6068002,purchase,80,Desktop,Paid Search,28,Home,1051,A,3
17420,344418,2023-12-22 07:04:16,S7281560,purchase,283,Desktop,Affiliate,38,Cart,2531,A,1
17421,404789,2023-05-08 08:23:38,S7188825,purchase,420,Mobile,Paid Social,8,Home,2758,B,1
17424,570945,2025-01-28 23:25:12,S3417275,purchase,324,Mobile,Paid Social,22,Category,2272,B,7
17425,126510,2024-04-19 06:09:49,S7951502,purchase,179,Desktop,Paid Search,20,Category,1125,A,4
17429,24437,2023-12-28 13:33:03,S2080066,purchase,295,Desktop,Display,20,Category,2582,A,1
17430,538257,2023-09-07 10:30:48,S7420381,purchase,195,Mobile,Paid Social,35,Search,2507,B,2
17431,300061,2023-04-28 04:01:33,S6392678,purchase,197,Tablet,Affiliate,19,Product,1363,B,3
17434,487119,2024-12-01 03:03:46,S6037121,purchase,55,Mobile,Direct,39,Cart,1219,B,8
17436,184668,2024-05-24 21:25:57,S1045596,purchase,69,Desktop,Direct,18,Search,2994,B,6
17439,409823,2023-08-21 22:20:06,S8058856,purchase,13,Mobile,Direct,50,Category,1585,A,5
17454,65515,2024-08-02 00:09:14,S7267686,purchase,486,Desktop,Direct,16,Cart,2587,A,8
17460,361433,2023-08-25 02:20:14,S7921055,purchase,150,Mobile,Display,45,Category,408,B,1
17461,443733,2025-02-04 05:04:30,S8556140,purchase,49,Desktop,Paid Search,29,Checkout,537,A,5
17468,538970,2023-02-10 19:37:44,S5395104,purchase,431,Tablet,Paid Social,27,Profile,2466,A,2
17475,199803,2024-09-14 18:49:36,S7534965,purchase,331,Desktop,Email,3,Search,2098,A,6
17482,422853,2023-02-19 19:30:39,S2869670,purchase,176,Desktop,Paid Search,42,Cart,3509,A,1
17485,483214,2023-12-16 07:40:57,S4738294,purchase,314,Desktop,Paid Social,45,Product,1524,B,2
17487,555236,2023-06-10 13:20:08,S5842592,purchase,322,Mobile,Display,45,Profile,2139,A,4
17489,696151,2025-02-16 02:16:09,S6317452,purchase,34,Mobile,Display,34,Category,773,A,10
17491,198606,2023-11-17 08:10:59,S4544262,purchase,393,Desktop,Referrals,37,Search,966,A,4
17492,597153,2024-03-30 04:27:12,S4761635,purchase,62,Mobile,Paid Social,13,Product,3047,A,4
17493,4623,2023-06-06 19:51:03,S1009043,purchase,80,Tablet,Display,46,Product,684,A,3
17494,313934,2025-01-22 10:50:26,S4709279,purchase,333,Desktop,Paid Social,47,Product,1336,B,11
17501,335213,2023-02-23 07:19:55,S1812602,purchase,81,Tablet,Referrals,39,Cart,2429,A,1
17509,723236,2024-12-05 08:24:10,S2178418,purchase,231,Mobile,Affiliate,33,Checkout,661,A,7
17513,92740,2024-04-09 05:17:58,S9316599,purchase,342,Mobile,Direct,41,Cart,1461,A,6
17518,436940,2024-08-02 00:02:12,S4243901,purchase,374,Mobile,Paid Search,36,Home,2698,A,2
17521,603450,2023-07-16 05:26:55,S1349156,purchase,311,Tablet,Display,19,Product,200,A,1
17525,269817,2023-07-06 03:40:20,S7949704,purchase,254,Desktop,Email,30,Home,833,B,5
17526,517096,2023-06-28 12:14:32,S9733065,purchase,381,Mobile,Email,47,Category,3059,A,1
17530,527795,2023-06-10 15:55:47,S3377752,purchase,98,Mobile,Paid Social,4,Checkout,1508,A,2
17533,82868,2023-03-21 06:39:20,S5275812,purchase,40,Mobile,Paid Search,47,Home,743,A,1
17534,375863,2023-04-27 22:21:31,S1636686,purchase,38,Mobile,Affiliate,38,Category,917,A,1
17537,167715,2024-04-21 00:05:18,S8964174,purchase,375,Mobile,Display,22,Category,1335,B,1
17538,412990,2024-03-07 22:21:00,S4299612,purchase,40,Tablet,Referrals,20,Cart,3375,B,5
17539,176361,2023-11-05 17:46:59,S4665659,purchase,433,Tablet,Paid Social,7,Search,1949,B,5
17540,630657,2024-04-22 14:40:40,S8030230,purchase,6,Tablet,Referrals,31,Cart,824,B,5
17543,752703,2024-07-04 11:41:24,S4330428,purchase,249,Desktop,Paid Social,3,Product,254,B,3
17544,780653,2023-08-14 14:55:12,S3569242,purchase,432,Tablet,Paid Social,32,Profile,1106,B,1
17547,221404,2023-08-16 19:23:10,S7218824,purchase,244,Desktop,Direct,45,Search,914,B,3
17550,147138,2024-06-18 16:58:18,S2034407,purchase,467,Desktop,Referrals,33,Product,1167,A,6
17551,200678,2023-08-11 23:57:30,S2548856,purchase,117,Mobile,Referrals,6,Profile,866,A,2
17552,397392,2023-12-08 13:42:40,S6309768,purchase,475,Desktop,Display,7,Home,3046,A,2
17557,321174,2023-01-08 07:43:45,S1749100,purchase,491,Tablet,Paid Social,7,Cart,2954,A,1
17558,4505,2024-01-23 03:55:17,S4422311,purchase,351,Tablet,Paid Social,35,Cart,2285,A,7
17563,785569,2023-04-14 20:11:07,S9717916,purchase,152,Tablet,Display,25,Category,1676,A,2
17566,205022,2024-09-10 21:36:40,S5785092,purchase,326,Tablet,Referrals,31,Product,1164,A,6
17567,193855,2024-05-23 02:53:16,S4817350,purchase,368,Tablet,Display,13,Checkout,195,B,6
17568,487906,2023-03-18 15:03:55,S6224391,purchase,414,Mobile,Paid Social,6,Profile,508,B,2
17571,135458,2023-01-27 08:44:40,S6433182,purchase,309,Mobile,Display,44,Category,2680,B,1
17574,565470,2023-12-26 16:29:37,S5587848,purchase,47,Tablet,Email,43,Home,1187,A,5
17579,616947,2024-03-06 03:18:07,S2757036,purchase,48,Mobile,Affiliate,38,Home,1543,B,5
17580,476759,2023-03-12 01:14:46,S7989356,purchase,383,Mobile,Paid Search,35,Cart,3268,B,2
17581,690156,2023-04-14 06:23:52,S2481238,purchase,349,Mobile,Referrals,1,Checkout,3235,A,2
17582,606254,2023-07-17 00:19:34,S4920531,purchase,499,Mobile,Direct,22,Checkout,1746,A,6
17584,182283,2023-07-09 05:29:28,S2201143,purchase,462,Mobile,Display,41,Checkout,2356,A,3
17587,613710,2023-04-08 10:58:47,S7867869,purchase,312,Desktop,Paid Social,34,Category,384,A,1
17588,325907,2024-07-15 08:31:05,S7316372,purchase,62,Tablet,Referrals,28,Profile,3040,A,10
17593,380275,2023-12-29 11:31:16,S4316263,purchase,335,Tablet,Direct,44,Profile,1641,A,5
17596,428287,2024-06-24 02:41:52,S7741747,purchase,284,Desktop,Paid Social,43,Cart,2086,B,10
17597,436210,2023-05-14 04:02:31,S3439775,purchase,166,Desktop,Direct,25,Product,2766,A,2
17600,537566,2023-12-27 00:04:49,S4814911,purchase,137,Mobile,Affiliate,47,Product,947,B,6
17603,181387,2024-01-25 05:55:21,S1348910,purchase,454,Mobile,Affiliate,6,Profile,1076,A,8
17608,618752,2023-06-19 14:28:22,S1204639,purchase,321,Mobile,Display,44,Cart,2577,A,1
17609,94952,2024-05-12 00:03:31,S9000349,purchase,370,Tablet,Direct,3,Product,906,B,7
17611,141124,2023-12-13 19:37:52,S4485023,purchase,438,Desktop,Affiliate,33,Home,341,A,6
17612,187231,2024-09-04 20:29:38,S8309585,purchase,190,Mobile,Direct,13,Home,640,A,8
17617,385581,2024-01-15 00:08:58,S7803950,purchase,189,Tablet,Paid Search,12,Profile,808,B,4
17618,571775,2023-03-25 13:01:49,S8951943,purchase,473,Tablet,Affiliate,34,Search,2471,B,2
17621,652551,2024-04-10 20:11:39,S8622861,purchase,341,Tablet,Paid Search,23,Home,2778,A,4
17628,395905,2024-11-24 04:44:41,S6156508,purchase,330,Tablet,Paid Search,5,Product,49,A,8
17631,435816,2023-12-21 08:14:59,S4906117,purchase,186,Mobile,Paid Social,13,Checkout,3236,B,3
17633,597594,2025-01-17 05:17:06,S5259678,purchase,440,Desktop,Paid Social,30,Cart,3460,A,4
17634,616263,2024-06-12 21:58:24,S9765958,purchase,483,Tablet,Display,16,Search,2996,A,1
17640,436724,2023-09-15 03:33:28,S9135967,purchase,266,Mobile,Display,20,Checkout,2787,A,3
17644,332931,2024-04-26 04:17:22,S7297509,purchase,152,Mobile,Affiliate,42,Category,703,A,4
17648,474059,2024-03-23 00:15:31,S5879265,purchase,149,Tablet,Paid Search,44,Search,2109,A,7
17655,306718,2023-10-25 02:24:11,S9648193,purchase,61,Mobile,Email,46,Cart,1677,B,3
17660,403073,2024-05-24 03:54:51,S2215846,purchase,436,Tablet,Referrals,7,Product,1106,B,5
17661,721709,2024-09-19 15:46:40,S4588492,purchase,139,Mobile,Referrals,5,Home,1905,A,6
17669,308922,2024-11-23 10:57:54,S7053505,purchase,296,Mobile,Affiliate,21,Category,581,A,5
17675,409663,2024-12-25 01:43:18,S4852393,purchase,444,Mobile,Display,8,Checkout,1054,A,6
17676,381042,2023-02-17 21:49:13,S1113208,purchase,19,Desktop,Direct,37,Home,2164,A,2
17680,33733,2023-11-15 08:29:56,S4734132,purchase,233,Desktop,Email,9,Category,1814,B,4
17681,685070,2024-01-30 20:04:36,S1406865,purchase,9,Mobile,Referrals,9,Search,1605,B,5
17683,442386,2023-08-25 07:04:37,S8864978,purchase,120,Mobile,Direct,45,Home,761,A,1
17686,711550,2025-01-17 14:56:35,S5349767,purchase,476,Mobile,Email,24,Category,1209,B,8
17687,397732,2024-05-24 01:16:05,S3434054,purchase,44,Desktop,Email,22,Cart,573,A,4
17688,272472,2023-10-25 22:22:53,S2345803,purchase,76,Mobile,Referrals,34,Home,3395,B,5
17690,305127,2023-06-30 00:56:21,S7206531,purchase,123,Mobile,Display,25,Search,3219,B,1
17692,747981,2024-10-28 22:13:42,S1858397,purchase,25,Mobile,Paid Search,21,Home,3114,B,7
17693,117567,2023-03-06 00:26:32,S9750502,purchase,280,Mobile,Display,13,Cart,2340,B,1
17695,255553,2023-10-16 04:26:34,S9737549,purchase,14,Mobile,Paid Search,7,Search,3120,B,2
17697,386667,2024-05-11 00:11:46,S4918271,purchase,432,Tablet,Referrals,35,Category,864,A,5
17698,66083,2023-05-01 06:42:02,S9159410,purchase,63,Tablet,Paid Search,24,Product,3237,A,1
17700,584512,2024-02-22 13:07:21,S1313365,purchase,276,Desktop,Affiliate,33,Cart,953,A,9
17703,13548,2024-07-21 05:05:43,S4548530,purchase,49,Mobile,Paid Social,11,Cart,478,A,6
17705,247495,2024-09-14 14:14:29,S5173047,purchase,14,Desktop,Paid Search,8,Product,2418,A,7
17711,487012,2024-10-13 04:29:49,S8945517,purchase,490,Mobile,Paid Social,25,Search,394,A,8
17715,173081,2024-07-24 13:21:31,S6166150,purchase,65,Desktop,Display,21,Category,2807,B,10
17717,140728,2023-04-02 12:18:29,S7105185,purchase,71,Mobile,Referrals,13,Cart,1302,A,1
17718,271791,2023-03-20 17:54:44,S6904454,purchase,427,Mobile,Email,48,Search,97,A,1
17721,287171,2025-01-04 12:51:29,S3590924,purchase,290,Desktop,Paid Social,22,Home,2814,A,11
17722,299114,2024-01-12 02:56:16,S8054805,purchase,437,Desktop,Direct,13,Home,111,B,5
17725,355315,2023-10-17 17:25:34,S5135836,purchase,193,Mobile,Direct,25,Checkout,3065,B,5
17726,795151,2024-07-18 06:31:40,S9442384,purchase,46,Desktop,Display,24,Search,970,A,7
17729,191274,2023-08-28 11:15:53,S5318970,purchase,372,Tablet,Affiliate,25,Product,27,A,2
17730,308552,2023-04-05 15:15:08,S6420089,purchase,334,Mobile,Display,16,Checkout,1296,A,2
17734,314816,2024-11-28 22:21:48,S4632118,purchase,499,Desktop,Referrals,26,Search,3286,B,8
17736,631908,2023-10-10 20:40:50,S8575050,purchase,318,Desktop,Email,1,Search,2459,A,3
17737,50409,2023-12-17 10:53:28,S5485005,purchase,260,Tablet,Paid Search,44,Home,278,B,7
17744,188161,2023-11-22 16:43:57,S3754488,purchase,234,Mobile,Email,44,Cart,2566,B,3
17745,663115,2024-10-31 07:28:04,S1211740,purchase,364,Tablet,Display,30,Profile,2557,B,9
17746,560590,2023-11-08 10:44:39,S7776669,purchase,312,Desktop,Direct,1,Product,2892,B,6
17752,4967,2024-03-27 16:01:32,S6554253,purchase,98,Desktop,Direct,26,Cart,582,B,4
17753,725807,2024-07-26 18:49:01,S6948177,purchase,157,Mobile,Display,24,Home,3267,B,7
17755,316432,2023-10-17 17:06:54,S2911689,purchase,477,Mobile,Affiliate,27,Cart,1841,A,7
17760,48755,2025-01-28 09:28:17,S8684935,purchase,442,Tablet,Paid Search,42,Product,2674,A,10
17762,218056,2023-04-28 20:37:52,S1638048,purchase,91,Mobile,Paid Social,36,Home,3312,B,1
17763,38492,2023-08-07 17:08:09,S5157184,purchase,126,Tablet,Paid Search,49,Profile,1459,B,4
17767,630830,2023-05-08 10:02:09,S1500733,purchase,394,Mobile,Referrals,50,Home,1134,A,2
17769,194249,2024-04-24 16:00:17,S5505274,purchase,137,Tablet,Affiliate,45,Cart,3339,A,10
17770,462480,2025-01-06 20:31:11,S4640388,purchase,131,Tablet,Paid Search,20,Home,2513,B,11
17772,561788,2023-12-30 22:45:22,S4803056,purchase,362,Tablet,Paid Search,29,Category,1578,B,3
17773,436145,2023-01-23 07:54:17,S9873085,purchase,26,Mobile,Direct,27,Home,2306,A,1
17774,356701,2023-08-03 17:29:54,S4407724,purchase,16,Desktop,Paid Search,11,Checkout,399,A,3
17779,10056,2024-12-20 00:57:49,S9335358,purchase,59,Desktop,Paid Social,12,Search,1387,B,12
17780,106412,2024-08-02 04:47:12,S3665810,purchase,88,Mobile,Affiliate,9,Checkout,808,A,7
17781,451810,2024-08-23 21:49:51,S6848016,purchase,200,Tablet,Referrals,10,Product,2625,A,3
17782,707791,2023-05-09 08:39:33,S3203860,purchase,159,Desktop,Direct,21,Profile,1302,A,1
17783,395867,2024-02-12 02:08:26,S3781090,purchase,182,Tablet,Email,24,Search,1036,A,8
17787,226751,2024-10-10 04:15:18,S4655639,purchase,291,Mobile,Email,48,Home,644,B,4
17788,453705,2024-02-19 01:05:46,S8822537,purchase,267,Mobile,Paid Search,36,Product,1480,B,8
17789,71150,2024-06-11 05:53:54,S8181305,purchase,324,Desktop,Direct,13,Search,836,A,6
17790,510903,2024-02-25 01:19:06,S2286198,purchase,229,Tablet,Paid Search,5,Profile,2369,A,5
17792,760833,2023-12-04 03:03:42,S5399373,purchase,165,Desktop,Affiliate,23,Cart,2513,B,3
17793,724626,2024-11-09 05:03:25,S9554258,purchase,321,Mobile,Display,4,Cart,2424,A,3
17796,203381,2023-07-28 02:05:33,S6197901,purchase,349,Desktop,Paid Social,27,Search,3388,A,4
17798,36716,2024-03-08 21:00:13,S2950607,purchase,266,Mobile,Display,32,Home,1445,A,3
17802,716487,2023-09-24 09:01:08,S4371646,purchase,78,Mobile,Referrals,24,Cart,1235,A,5
17814,353500,2023-10-20 20:55:06,S9541458,purchase,302,Desktop,Referrals,36,Product,1572,B,4
17816,49707,2023-09-22 13:12:13,S2445488,purchase,463,Desktop,Affiliate,15,Profile,253,A,1
17818,144763,2024-09-28 23:17:47,S6473162,purchase,116,Tablet,Referrals,29,Home,3087,A,7
17820,696948,2023-03-06 16:06:52,S1974437,purchase,197,Mobile,Referrals,21,Profile,434,B,1
17823,650654,2023-09-05 00:28:41,S5976985,purchase,419,Desktop,Display,17,Checkout,279,A,3
17825,432599,2023-01-10 23:34:03,S8511561,purchase,101,Tablet,Paid Social,33,Home,1841,B,1
17826,123339,2024-12-21 03:26:06,S3416461,purchase,8,Tablet,Direct,5,Product,665,B,11
17827,640320,2024-11-28 05:17:02,S6516702,purchase,148,Tablet,Display,5,Search,1689,B,5
17831,102522,2023-07-29 16:56:18,S8987408,purchase,211,Tablet,Affiliate,32,Cart,882,B,6
17840,789476,2024-09-12 01:15:58,S1858465,purchase,300,Desktop,Affiliate,47,Search,1647,B,7
17841,48972,2024-09-02 15:54:04,S3523953,purchase,479,Tablet,Affiliate,12,Search,2786,A,4
17845,355313,2023-02-17 05:08:04,S7519595,purchase,56,Desktop,Display,39,Category,2713,A,1
17847,328840,2024-01-03 06:37:40,S5497603,purchase,142,Mobile,Direct,12,Home,763,A,8
17848,749635,2024-02-29 00:45:50,S2259259,purchase,226,Tablet,Direct,28,Checkout,2688,B,5
17852,31038,2023-09-15 17:29:22,S6607287,purchase,290,Mobile,Referrals,26,Cart,2917,A,3
17856,309682,2023-06-04 15:01:41,S5982178,purchase,309,Tablet,Affiliate,48,Checkout,1543,A,2
17860,317499,2023-06-23 13:04:16,S9443752,purchase,316,Mobile,Paid Social,22,Product,1069,B,3
17861,27380,2024-10-30 18:04:22,S8694712,purchase,370,Desktop,Referrals,22,Search,1081,A,7
17865,377867,2023-02-26 04:21:32,S5331729,purchase,461,Tablet,Referrals,19,Cart,1385,A,1
17866,575664,2023-12-13 06:09:14,S1933061,purchase,138,Desktop,Display,27,Product,422,A,3
17867,351721,2024-09-23 08:55:04,S5708038,purchase,124,Desktop,Paid Social,45,Search,2389,A,6
17868,149222,2023-08-24 16:28:03,S2443931,purchase,257,Mobile,Affiliate,4,Checkout,3277,B,1
17869,149599,2023-07-04 09:37:15,S2907015,purchase,137,Mobile,Referrals,42,Product,1799,A,5
17870,267153,2023-03-21 23:06:13,S2412444,purchase,466,Desktop,Paid Social,47,Category,361,B,2
17871,154682,2024-01-30 16:14:56,S1295129,purchase,269,Tablet,Paid Social,44,Search,1329,A,4
17873,355332,2023-05-19 20:11:38,S3417572,purchase,254,Tablet,Display,14,Profile,3055,A,2
17876,484010,2024-12-13 01:12:19,S8198323,purchase,350,Mobile,Display,7,Cart,792,A,9
17879,319778,2024-06-07 17:59:30,S5651221,purchase,13,Tablet,Email,12,Profile,2487,B,11
17880,621216,2023-07-27 20:38:17,S2595506,purchase,70,Tablet,Referrals,32,Search,930,A,2
17885,654144,2023-05-29 14:02:01,S7293236,purchase,64,Tablet,Affiliate,14,Checkout,3489,A,2
17887,237211,2024-01-17 08:42:50,S9784718,purchase,167,Mobile,Paid Social,35,Profile,1804,B,11
17889,83603,2023-04-07 16:04:29,S2402885,purchase,372,Tablet,Affiliate,11,Checkout,2617,A,4
17893,274660,2023-04-10 10:21:18,S6809454,purchase,290,Mobile,Display,34,Checkout,2659,B,2
17897,146970,2024-01-15 06:37:35,S9689438,purchase,437,Mobile,Paid Social,35,Home,3027,A,3
17899,263295,2024-08-05 06:33:24,S6647011,purchase,11,Mobile,Direct,11,Cart,50,A,6
17902,467467,2024-08-01 21:12:35,S3679006,purchase,430,Tablet,Display,19,Category,275,A,11
17903,658514,2024-05-12 06:17:16,S4949561,purchase,369,Desktop,Display,9,Checkout,528,B,6
17904,173644,2024-11-28 02:56:06,S9782036,purchase,246,Mobile,Display,16,Home,1896,B,6
17907,354494,2023-01-19 19:20:34,S3015939,purchase,291,Tablet,Paid Search,18,Profile,2911,A,1
17908,238836,2024-03-13 07:13:55,S8962663,purchase,142,Tablet,Paid Search,30,Profile,1674,B,3
17911,586593,2024-07-21 04:10:58,S8267342,purchase,196,Mobile,Email,10,Home,355,A,5
17912,765287,2024-06-20 18:11:46,S6455290,purchase,217,Desktop,Referrals,11,Home,2913,B,3
17918,662765,2023-01-01 10:18:44,S4373479,purchase,34,Mobile,Paid Search,5,Cart,2877,B,1
17919,527184,2023-05-17 03:35:09,S6366173,purchase,4,Mobile,Paid Search,31,Search,1293,B,1
17922,529181,2024-11-10 12:03:12,S2799320,purchase,69,Mobile,Paid Search,17,Profile,3514,A,5
17930,17102,2024-06-07 00:15:34,S7226780,purchase,353,Tablet,Direct,17,Cart,3201,B,4
17933,35762,2024-04-17 00:56:03,S3492493,purchase,441,Tablet,Email,1,Home,3301,B,7
17936,678504,2023-03-27 03:07:45,S8258627,purchase,60,Tablet,Email,14,Checkout,172,A,4
17939,566133,2023-10-11 05:33:57,S8063027,purchase,399,Mobile,Paid Search,5,Product,133,A,5
17942,107228,2023-02-11 04:03:01,S7046124,purchase,311,Tablet,Affiliate,50,Profile,2387,B,1
17945,55226,2023-04-12 07:54:20,S5723829,purchase,375,Desktop,Direct,36,Home,1247,B,2
17948,695143,2023-06-06 17:40:32,S1929562,purchase,479,Mobile,Display,44,Product,405,A,2
17949,48767,2024-04-08 18:01:41,S4636118,purchase,383,Tablet,Email,43,Home,1436,B,5
17951,25196,2023-12-23 15:15:56,S8203724,purchase,281,Tablet,Paid Social,41,Checkout,1058,A,4
17952,81369,2023-08-12 08:58:48,S2449621,purchase,192,Tablet,Direct,14,Checkout,1329,B,2
17955,650811,2023-12-12 10:36:14,S7112805,purchase,304,Tablet,Paid Search,24,Search,2074,B,6
17958,638821,2024-06-18 20:30:36,S7382573,purchase,325,Mobile,Direct,28,Search,502,A,5
17959,674443,2024-03-26 15:03:20,S6481747,purchase,373,Mobile,Paid Social,14,Checkout,3413,A,4
17964,449006,2024-08-24 22:35:29,S7002968,purchase,164,Mobile,Paid Search,8,Profile,1178,A,5
17965,336883,2023-11-29 21:09:21,S8465393,purchase,102,Tablet,Referrals,42,Search,393,B,4
17966,201303,2024-01-20 23:39:46,S5111324,purchase,279,Mobile,Direct,31,Search,1217,A,4
17967,309508,2024-12-01 23:41:53,S5147624,purchase,253,Tablet,Email,41,Home,224,B,8
17969,407160,2023-07-27 02:36:42,S7334080,purchase,60,Tablet,Paid Social,33,Product,3518,B,2
