customer_id,event_id,timestamp,session_id,event_type,product_id,device_type,traffic_source,campaign_id,page_category,session_duration_sec,experiment_group,touch_order,purchase_time,attributed_revenue
14878,390464,2024-03-14 18:33:22,S5814077,purchase,18,Tablet,Referrals,3,Product,786,B,5,2024-03-14 18:33:22,0.0
14880,15823,2024-05-21 20:29:03,S9894848,purchase,97,Mobile,Direct,16,Cart,1893,A,7,2024-05-21 20:29:03,0.0
14882,445410,2023-09-10 11:24:48,S9680439,purchase,6,Mobile,Affiliate,17,Search,2835,B,11,2023-09-10 11:24:48,0.0
14894,762330,2023-02-13 06:13:55,S4962242,purchase,299,Mobile,Referrals,35,Home,1133,B,1,2023-02-13 06:13:55,4583.45
14898,403799,2023-12-27 02:59:31,S4231334,purchase,238,Desktop,Paid Search,16,Category,1226,A,4,2023-12-27 02:59:31,0.0
14899,61292,2023-08-29 07:45:22,S7034509,purchase,54,Tablet,Affiliate,28,Home,1751,B,5,2023-08-29 07:45:22,5691.43
14904,773099,2024-01-20 09:10:36,S8661508,purchase,346,Mobile,Direct,9,Checkout,224,A,2,2024-01-20 09:10:36,3544.32
14905,511017,2024-11-14 01:37:46,S2972093,purchase,184,Mobile,Direct,38,Search,2182,A,4,2024-11-14 01:37:46,3480.8
14915,677898,2024-01-08 18:11:52,S5539440,purchase,374,Desktop,Paid Search,38,Profile,3533,A,4,2024-01-08 18:11:52,1271.58
14923,605432,2024-10-03 23:11:46,S4931978,purchase,127,Desktop,Direct,45,Checkout,771,B,8,2024-10-03 23:11:46,4895.24
14927,288854,2024-09-01 02:16:48,S9929935,purchase,282,Desktop,Email,38,Search,2080,B,3,2024-09-01 02:16:48,2923.75
14928,66514,2023-02-16 23:53:01,S9126740,purchase,425,Tablet,Direct,29,Product,3089,A,1,2023-02-16 23:53:01,11698.6
14929,649822,2024-12-15 17:51:50,S9468129,purchase,500,Desktop,Affiliate,29,Cart,656,B,8,2024-12-15 17:51:50,2123.58
14931,149483,2023-05-21 21:10:46,S6971795,purchase,24,Tablet,Display,19,Product,1995,A,3,2023-05-21 21:10:46,0.0
14935,316716,2024-11-20 06:31:03,S9816378,purchase,356,Tablet,Email,13,Cart,1985,A,5,2024-11-20 06:31:03,2004.37
14937,571034,2024-11-02 04:56:17,S8423847,purchase,329,Tablet,Email,35,Search,2418,B,4,2024-11-02 04:56:17,1283.8
14939,694725,2024-10-31 08:30:51,S6929936,purchase,181,Tablet,Referrals,31,Profile,2227,B,8,2024-10-31 08:30:51,5179.52
14942,790102,2024-09-11 08:45:57,S6510971,purchase,194,Tablet,Direct,48,Category,1512,A,6,2024-09-11 08:45:57,1492.83
14949,414340,2023-12-25 16:27:03,S4482473,purchase,406,Desktop,Display,23,Product,74,B,4,2023-12-25 16:27:03,3801.85
14951,42533,2023-12-13 17:49:08,S2686512,purchase,303,Desktop,Paid Social,28,Cart,1244,B,7,2023-12-13 17:49:08,566.05
14952,358768,2023-06-29 21:25:09,S7015667,purchase,485,Mobile,Display,29,Search,1301,B,2,2023-06-29 21:25:09,0.0
14955,253837,2023-03-08 21:02:24,S1821323,purchase,307,Desktop,Direct,49,Cart,181,A,2,2023-03-08 21:02:24,0.0
14961,193759,2024-05-29 12:37:24,S2663750,purchase,428,Desktop,Direct,4,Profile,214,A,7,2024-05-29 12:37:24,1577.02
14964,198227,2024-02-09 03:51:13,S2934313,purchase,283,Tablet,Display,16,Category,2302,A,7,2024-02-09 03:51:13,2209.62
14965,688593,2024-08-28 22:50:52,S5817815,purchase,67,Mobile,Email,9,Search,1364,A,4,2024-08-28 22:50:52,1402.19
14971,591404,2023-02-01 03:38:07,S1542831,purchase,60,Tablet,Direct,49,Checkout,1177,A,3,2023-02-01 03:38:07,0.0
14973,567918,2024-06-02 13:15:41,S6150235,purchase,416,Tablet,Display,47,Home,2687,B,7,2024-06-02 13:15:41,2387.0
14976,222717,2023-07-03 07:08:27,S7907534,purchase,187,Desktop,Referrals,5,Search,3086,A,1,2023-07-03 07:08:27,12103.16
14977,157509,2024-12-12 18:21:09,S8426133,purchase,169,Mobile,Affiliate,15,Product,2338,A,10,2024-12-12 18:21:09,424.28
14978,381465,2023-11-04 10:11:58,S1238853,purchase,286,Tablet,Paid Social,39,Category,164,A,3,2023-11-04 10:11:58,2547.53
14981,445376,2024-04-21 02:57:09,S2173415,purchase,150,Mobile,Affiliate,6,Product,454,B,4,2024-04-21 02:57:09,7383.72
14982,285669,2025-02-04 21:52:08,S8780843,purchase,196,Mobile,Display,38,Cart,169,B,4,2025-02-04 21:52:08,4473.72
14988,771091,2024-07-23 02:04:08,S2341680,purchase,340,Mobile,Display,6,Home,227,A,9,2024-07-23 02:04:08,1400.3000000000002
14990,153643,2023-07-07 09:21:09,S1568527,purchase,173,Desktop,Paid Social,44,Home,1610,B,3,2023-07-07 09:21:09,2830.15
14992,260192,2024-06-21 10:38:13,S4303725,purchase,156,Desktop,Paid Search,4,Profile,2339,A,5,2024-06-21 10:38:13,0.0
14996,136570,2023-05-01 21:35:08,S5034037,purchase,285,Mobile,Display,33,Profile,1407,B,2,2023-05-01 21:35:08,0.0
15004,721044,2024-01-18 19:45:01,S4499667,purchase,167,Mobile,Email,43,Product,2109,A,6,2024-01-18 19:45:01,2527.81
15009,365969,2024-07-04 06:18:41,S8833025,purchase,365,Tablet,Referrals,8,Product,1654,A,6,2024-07-04 06:18:41,0.0
15011,172830,2024-07-18 16:03:49,S1838546,purchase,229,Mobile,Affiliate,29,Category,2386,B,3,2024-07-18 16:03:49,2692.01
15015,519711,2023-11-07 08:57:27,S4981311,purchase,428,Mobile,Referrals,20,Profile,2181,A,4,2023-11-07 08:57:27,0.0
15016,54015,2023-04-29 09:16:24,S9808459,purchase,392,Mobile,Display,18,Product,477,A,2,2023-04-29 09:16:24,0.0
15019,278159,2023-10-24 07:22:25,S7515323,purchase,260,Tablet,Paid Social,38,Category,3234,A,5,2023-10-24 07:22:25,3834.39
15021,779196,2024-08-16 15:42:02,S8689252,purchase,12,Tablet,Email,48,Search,1202,A,8,2024-08-16 15:42:02,2651.62
15023,111518,2023-05-15 21:34:28,S2001899,purchase,439,Tablet,Affiliate,42,Home,188,A,2,2023-05-15 21:34:28,0.0
15032,691697,2023-09-06 08:40:49,S7105288,purchase,109,Mobile,Referrals,25,Checkout,454,A,2,2023-09-06 08:40:49,2061.66
15035,136682,2024-08-06 23:20:57,S5392657,purchase,469,Desktop,Email,2,Home,3261,B,4,2024-08-06 23:20:57,5560.5
15036,238998,2024-06-11 17:26:58,S9487646,purchase,262,Mobile,Paid Social,2,Search,613,A,10,2024-06-11 17:26:58,0.0
15039,3595,2024-04-06 12:46:20,S7674948,purchase,435,Mobile,Affiliate,18,Cart,2168,A,4,2024-04-06 12:46:20,2142.06
15040,796525,2023-09-15 17:20:26,S9180288,purchase,486,Tablet,Email,21,Search,777,B,3,2023-09-15 17:20:26,0.0
15041,473752,2024-12-02 14:10:14,S4032328,purchase,124,Mobile,Direct,17,Home,2935,B,6,2024-12-02 14:10:14,604.12
15042,789716,2023-01-16 00:09:04,S6796129,purchase,2,Mobile,Direct,34,Search,2397,A,1,2023-01-16 00:09:04,1295.41
15047,539919,2023-09-23 19:32:03,S8646246,purchase,200,Tablet,Referrals,16,Home,1768,B,5,2023-09-23 19:32:03,0.0
15051,733137,2024-01-27 15:00:28,S7242952,purchase,185,Mobile,Referrals,48,Product,478,B,5,2024-01-27 15:00:28,1456.44
15055,143058,2023-07-08 04:00:10,S8478032,purchase,83,Desktop,Paid Social,25,Home,2095,B,5,2023-07-08 04:00:10,0.0
15061,212167,2024-04-22 01:02:52,S7662375,purchase,311,Desktop,Paid Search,22,Cart,2390,A,2,2024-04-22 01:02:52,0.0
15062,402631,2025-02-17 23:57:06,S6303363,purchase,285,Desktop,Email,40,Search,1065,B,14,2025-02-17 23:57:06,0.0
15063,728552,2025-01-11 02:33:34,S2675838,purchase,447,Mobile,Direct,33,Product,1021,B,5,2025-01-11 02:33:34,740.24
15065,103672,2023-03-17 03:08:45,S3672949,purchase,316,Mobile,Referrals,21,Product,3292,B,2,2023-03-17 03:08:45,0.0
15068,377431,2023-06-21 02:44:50,S8539084,purchase,12,Mobile,Paid Search,23,Profile,2259,A,2,2023-06-21 02:44:50,0.0
15073,608355,2024-04-14 19:51:32,S3101590,purchase,234,Tablet,Email,11,Category,1646,B,7,2024-04-14 19:51:32,4443.8
15076,263296,2024-04-06 16:35:59,S2718560,purchase,138,Desktop,Referrals,25,Category,1540,B,9,2024-04-06 16:35:59,3615.39
15079,619421,2024-11-15 09:21:37,S2521226,purchase,249,Desktop,Email,22,Checkout,680,B,11,2024-11-15 09:21:37,3153.17
15081,179183,2023-12-08 04:07:21,S7049627,purchase,298,Mobile,Direct,45,Product,3563,A,7,2023-12-08 04:07:21,0.0
15082,132830,2024-08-23 15:53:19,S9315153,purchase,384,Tablet,Affiliate,21,Cart,3441,A,9,2024-08-23 15:53:19,1059.82
15085,208089,2023-09-05 14:22:25,S8175985,purchase,222,Tablet,Paid Search,5,Home,78,B,3,2023-09-05 14:22:25,2408.86
15090,221488,2023-11-02 00:18:13,S6910673,purchase,255,Mobile,Direct,27,Product,2178,B,3,2023-11-02 00:18:13,1962.99
15092,426712,2023-09-15 07:27:28,S4507415,purchase,275,Desktop,Direct,38,Search,1383,B,8,2023-09-15 07:27:28,0.0
15093,3907,2024-02-19 01:35:03,S7700847,purchase,278,Mobile,Affiliate,9,Home,1135,A,3,2024-02-19 01:35:03,0.0
15097,433829,2023-12-14 11:16:50,S5684007,purchase,483,Desktop,Affiliate,1,Profile,1108,A,2,2023-12-14 11:16:50,0.0
15099,613056,2024-03-09 14:17:59,S6277995,purchase,366,Mobile,Paid Social,9,Profile,757,B,5,2024-03-09 14:17:59,2179.35
15102,750407,2024-03-16 12:48:23,S1884368,purchase,286,Tablet,Direct,28,Profile,1728,A,8,2024-03-16 12:48:23,5879.1
15103,293883,2024-12-04 09:05:15,S7059092,purchase,26,Mobile,Display,7,Category,200,A,10,2024-12-04 09:05:15,5678.14
15105,541888,2023-06-13 12:09:12,S6062313,purchase,153,Mobile,Email,12,Home,2438,A,1,2023-06-13 12:09:12,6483.02
15109,205139,2024-02-05 08:25:43,S8925998,purchase,267,Tablet,Email,27,Category,555,A,3,2024-02-05 08:25:43,1019.63
15110,677766,2023-07-05 22:00:48,S3564974,purchase,163,Tablet,Referrals,50,Cart,1671,B,1,2023-07-05 22:00:48,0.0
15112,474463,2024-02-29 05:40:20,S4805559,purchase,277,Tablet,Email,18,Checkout,2553,A,9,2024-02-29 05:40:20,2466.72
15114,186817,2024-08-14 11:10:08,S4461374,purchase,359,Mobile,Referrals,11,Search,3580,A,4,2024-08-14 11:10:08,2752.72
15118,461579,2023-05-29 11:47:39,S9803362,purchase,178,Desktop,Paid Search,38,Cart,721,B,1,2023-05-29 11:47:39,0.0
15121,281536,2024-01-16 03:22:33,S7517233,purchase,483,Mobile,Referrals,1,Home,1870,B,2,2024-01-16 03:22:33,0.0
15124,289533,2023-07-20 03:01:59,S7413246,purchase,316,Mobile,Paid Search,17,Search,1957,B,3,2023-07-20 03:01:59,4559.53
15125,382000,2025-01-29 03:27:40,S4720093,purchase,119,Tablet,Direct,42,Cart,1603,B,7,2025-01-29 03:27:40,0.0
15126,54219,2024-12-23 14:16:26,S8474154,purchase,444,Desktop,Paid Social,5,Category,77,A,9,2024-12-23 14:16:26,1165.15
15127,729836,2024-06-23 15:44:49,S1929058,purchase,201,Tablet,Affiliate,14,Cart,1099,A,9,2024-06-23 15:44:49,0.0
15131,166045,2023-03-08 12:59:58,S7318351,purchase,92,Desktop,Affiliate,35,Home,1932,A,1,2023-03-08 12:59:58,2143.48
15137,324978,2023-09-24 18:50:00,S1448077,purchase,491,Tablet,Direct,18,Search,1737,B,2,2023-09-24 18:50:00,181.29
15138,55120,2023-05-07 04:07:59,S2961431,purchase,279,Desktop,Direct,11,Cart,429,B,1,2023-05-07 04:07:59,2458.58
15141,652449,2024-03-31 00:33:11,S1699326,purchase,160,Mobile,Affiliate,33,Product,1166,B,5,2024-03-31 00:33:11,0.0
15143,290773,2023-07-27 01:38:02,S9017842,purchase,373,Tablet,Referrals,31,Category,2848,B,1,2023-07-27 01:38:02,0.0
15148,107156,2024-07-29 02:15:53,S1861007,purchase,239,Mobile,Paid Social,41,Home,2858,B,5,2024-07-29 02:15:53,0.0
15149,99515,2024-08-26 06:18:13,S7572749,purchase,22,Mobile,Paid Search,37,Checkout,2358,A,11,2024-08-26 06:18:13,0.0
15154,498434,2025-02-03 08:40:38,S8254018,purchase,27,Desktop,Referrals,45,Product,3169,B,10,2025-02-03 08:40:38,2846.85
15156,126258,2023-05-02 11:45:00,S9633916,purchase,158,Desktop,Paid Social,40,Profile,1946,A,4,2023-05-02 11:45:00,763.95
15159,160065,2023-09-06 15:43:17,S9788868,purchase,50,Mobile,Email,44,Checkout,2626,A,4,2023-09-06 15:43:17,0.0
15162,322157,2023-06-09 04:54:36,S3974745,purchase,202,Mobile,Direct,8,Profile,2770,B,1,2023-06-09 04:54:36,471.46
15163,313789,2025-02-23 06:18:20,S3989967,purchase,115,Mobile,Referrals,26,Checkout,105,A,9,2025-02-23 06:18:20,194.22
15164,80348,2024-10-11 17:37:41,S1136790,purchase,427,Mobile,Referrals,47,Product,292,A,5,2024-10-11 17:37:41,1161.4
15165,257386,2024-12-01 09:05:45,S3417322,purchase,406,Tablet,Paid Search,44,Checkout,3164,A,2,2024-12-01 09:05:45,7977.62
15167,334913,2024-05-24 02:46:29,S9626950,purchase,27,Tablet,Paid Social,36,Product,983,A,4,2024-05-24 02:46:29,0.0
15168,423732,2023-01-11 00:22:56,S6317730,purchase,448,Tablet,Display,12,Cart,2234,B,1,2023-01-11 00:22:56,501.88
15172,182000,2024-01-16 18:52:33,S3263772,purchase,304,Tablet,Email,16,Home,3583,B,5,2024-01-16 18:52:33,5206.25
15179,763379,2023-12-05 17:20:17,S8557535,purchase,303,Tablet,Email,17,Profile,2725,B,4,2023-12-05 17:20:17,0.0
15180,616432,2024-01-28 16:45:04,S1322530,purchase,482,Desktop,Paid Search,44,Checkout,1874,B,5,2024-01-28 16:45:04,5014.9400000000005
15185,654383,2023-03-31 12:03:18,S3011650,purchase,193,Tablet,Email,27,Checkout,448,B,3,2023-03-31 12:03:18,647.91
15189,91007,2024-07-24 06:03:32,S8128674,purchase,412,Mobile,Paid Social,22,Checkout,1997,A,5,2024-07-24 06:03:32,370.66
15194,45552,2023-10-02 21:35:33,S8596728,purchase,157,Tablet,Referrals,12,Checkout,3179,A,6,2023-10-02 21:35:33,417.36
15197,446580,2025-02-07 15:43:07,S7053574,purchase,312,Mobile,Email,24,Checkout,134,A,11,2025-02-07 15:43:07,872.14
15198,765594,2025-02-26 04:14:14,S7636995,purchase,413,Mobile,Paid Search,32,Category,2759,B,13,2025-02-26 04:14:14,355.91
15202,625475,2024-05-26 15:07:14,S8725828,purchase,205,Desktop,Email,30,Category,2234,A,4,2024-05-26 15:07:14,0.0
15205,679488,2023-01-18 11:26:51,S4040377,purchase,461,Tablet,Direct,31,Category,733,A,1,2023-01-18 11:26:51,471.42
15208,107550,2024-07-02 18:42:18,S7228674,purchase,423,Tablet,Affiliate,16,Checkout,3237,B,10,2024-07-02 18:42:18,5302.7300000000005
15209,373772,2024-10-18 16:32:20,S6867430,purchase,347,Tablet,Paid Search,10,Profile,1354,B,8,2024-10-18 16:32:20,3056.3
15210,16054,2025-01-14 16:46:39,S9088638,purchase,418,Desktop,Paid Search,31,Checkout,1888,A,6,2025-01-14 16:46:39,8196.33
15216,152424,2024-10-21 10:35:38,S9222903,purchase,39,Mobile,Direct,35,Profile,1952,B,5,2024-10-21 10:35:38,5208.26
15217,309137,2024-03-29 13:35:02,S5218257,purchase,432,Desktop,Affiliate,41,Checkout,115,A,9,2024-03-29 13:35:02,1152.64
15218,30730,2023-05-19 19:31:58,S3501750,purchase,111,Tablet,Referrals,26,Search,649,A,1,2023-05-19 19:31:58,2439.77
15219,28343,2023-04-07 22:53:06,S2286850,purchase,448,Desktop,Referrals,7,Category,3048,B,2,2023-04-07 22:53:06,1125.9
15220,145516,2023-09-10 22:27:10,S6203358,purchase,10,Mobile,Paid Social,47,Home,3107,B,6,2023-09-10 22:27:10,5060.02
15223,221314,2023-09-23 10:57:45,S5130219,purchase,407,Mobile,Affiliate,42,Checkout,418,A,3,2023-09-23 10:57:45,669.32
15226,261292,2023-03-17 12:05:32,S8529434,purchase,380,Tablet,Paid Social,41,Checkout,3096,A,2,2023-03-17 12:05:32,0.0
15232,154033,2023-02-27 17:40:34,S3851147,purchase,386,Desktop,Paid Search,43,Checkout,2608,B,2,2023-02-27 17:40:34,5458.040000000001
15234,625424,2024-02-13 02:24:56,S9589763,purchase,85,Mobile,Paid Search,25,Checkout,598,A,5,2024-02-13 02:24:56,0.0
15240,251472,2023-09-20 20:24:11,S5550548,purchase,379,Mobile,Email,47,Checkout,2368,B,3,2023-09-20 20:24:11,0.0
15244,609312,2023-12-24 17:55:26,S1890937,purchase,236,Mobile,Display,19,Search,1339,B,9,2023-12-24 17:55:26,5332.5
15249,340098,2023-10-19 02:08:41,S7734794,purchase,260,Desktop,Direct,8,Home,3035,B,3,2023-10-19 02:08:41,825.78
15252,103856,2023-06-27 08:33:07,S4652583,purchase,387,Desktop,Direct,25,Category,1002,A,5,2023-06-27 08:33:07,0.0
15253,992,2024-07-23 19:10:09,S3117781,purchase,10,Mobile,Affiliate,6,Cart,3091,A,6,2024-07-23 19:10:09,4673.13
15254,696695,2024-04-10 08:07:45,S1415517,purchase,458,Tablet,Direct,38,Cart,2126,B,6,2024-04-10 08:07:45,520.94
15256,404136,2023-09-24 09:43:51,S5520864,purchase,486,Desktop,Paid Search,45,Checkout,3317,A,7,2023-09-24 09:43:51,0.0
15268,262930,2023-12-03 09:58:42,S3946160,purchase,292,Mobile,Email,47,Category,122,B,5,2023-12-03 09:58:42,2734.2
15272,624912,2025-02-10 10:59:09,S5874759,purchase,263,Desktop,Paid Social,27,Search,878,A,9,2025-02-10 10:59:09,4280.32
15273,667763,2023-01-17 10:20:31,S4846268,purchase,224,Mobile,Affiliate,7,Search,1355,B,2,2023-01-17 10:20:31,5814.36
15277,41522,2024-01-19 01:34:33,S3922455,purchase,293,Desktop,Referrals,37,Cart,393,B,3,2024-01-19 01:34:33,4817.55
15278,272109,2024-10-15 00:40:45,S7685449,purchase,15,Tablet,Display,9,Checkout,1634,B,11,2024-10-15 00:40:45,6254.42
15279,605290,2024-01-12 05:46:58,S3741765,purchase,271,Tablet,Affiliate,12,Home,1696,A,4,2024-01-12 05:46:58,5392.3
15280,509664,2023-02-06 07:32:06,S1780992,purchase,497,Mobile,Referrals,32,Profile,2300,B,1,2023-02-06 07:32:06,5825.76
15282,26609,2024-11-25 21:00:06,S6562520,purchase,381,Mobile,Display,25,Checkout,2611,A,6,2024-11-25 21:00:06,0.0
15286,562963,2024-08-26 15:50:26,S9401649,purchase,495,Mobile,Direct,22,Product,2251,A,8,2024-08-26 15:50:26,0.0
15287,421444,2023-08-29 17:13:19,S9340753,purchase,42,Mobile,Paid Social,43,Home,1271,A,5,2023-08-29 17:13:19,0.0
15288,447264,2023-09-11 21:33:53,S8704123,purchase,110,Mobile,Display,4,Profile,692,A,2,2023-09-11 21:33:53,3896.16
15289,107722,2023-04-04 04:03:07,S3954391,purchase,41,Tablet,Affiliate,23,Checkout,1270,B,4,2023-04-04 04:03:07,2509.42
15290,648400,2024-12-09 11:06:43,S5002635,purchase,155,Desktop,Referrals,45,Category,1765,B,6,2024-12-09 11:06:43,5025.72
15291,556994,2023-04-09 06:01:58,S4433276,purchase,68,Mobile,Direct,7,Profile,1026,A,1,2023-04-09 06:01:58,1158.56
15293,617675,2023-11-28 07:00:02,S1623883,purchase,145,Tablet,Email,4,Home,1370,A,3,2023-11-28 07:00:02,6635.71
15294,505018,2024-10-21 22:20:20,S2532690,purchase,298,Tablet,Display,34,Profile,161,B,10,2024-10-21 22:20:20,2324.81
15296,479770,2025-02-13 17:53:00,S9301582,purchase,371,Mobile,Referrals,36,Search,1546,A,9,2025-02-13 17:53:00,194.22
15297,325158,2023-10-10 15:08:55,S1683555,purchase,185,Mobile,Referrals,41,Cart,1701,A,3,2023-10-10 15:08:55,0.0
15299,716732,2023-12-13 05:59:03,S5187725,purchase,337,Desktop,Display,43,Product,3469,A,5,2023-12-13 05:59:03,0.0
15301,612071,2023-03-17 02:31:47,S1057256,purchase,60,Tablet,Direct,30,Cart,842,B,2,2023-03-17 02:31:47,9523.65
15302,12165,2023-05-27 13:01:05,S4256371,purchase,265,Desktop,Direct,2,Profile,1321,B,2,2023-05-27 13:01:05,2226.91
15303,307023,2024-01-07 02:52:33,S3581509,purchase,451,Desktop,Paid Social,12,Product,1744,B,3,2024-01-07 02:52:33,0.0
15308,223800,2023-03-20 03:50:57,S7889235,purchase,287,Mobile,Email,12,Profile,1432,B,2,2023-03-20 03:50:57,3821.61
15310,213701,2023-12-17 23:02:28,S8198102,purchase,191,Desktop,Direct,33,Product,2214,B,6,2023-12-17 23:02:28,1811.98
15311,666540,2023-11-30 17:08:43,S3009772,purchase,273,Desktop,Referrals,1,Home,3473,A,4,2023-11-30 17:08:43,4477.58
15312,55846,2024-05-07 20:13:02,S5724864,purchase,16,Tablet,Referrals,14,Category,3454,A,7,2024-05-07 20:13:02,2488.6000000000004
15313,699086,2023-07-22 12:54:56,S4804248,purchase,43,Mobile,Direct,42,Profile,971,A,1,2023-07-22 12:54:56,4408.92
15314,541985,2023-09-06 01:36:27,S5390820,purchase,303,Desktop,Display,49,Category,56,A,2,2023-09-06 01:36:27,680.42
15315,369017,2024-09-05 05:07:25,S6010612,purchase,293,Mobile,Referrals,1,Cart,2474,B,5,2024-09-05 05:07:25,0.0
15328,116881,2024-07-10 10:39:42,S3783505,purchase,291,Desktop,Paid Social,34,Product,860,B,7,2024-07-10 10:39:42,0.0
15329,12071,2023-01-11 10:15:33,S6130183,purchase,164,Desktop,Direct,15,Product,2051,B,1,2023-01-11 10:15:33,0.0
15330,296058,2023-11-18 03:35:36,S9308685,purchase,138,Tablet,Affiliate,16,Checkout,2654,A,8,2023-11-18 03:35:36,7869.34
15331,433192,2024-02-24 04:56:02,S9979459,purchase,417,Mobile,Referrals,1,Search,3143,B,4,2024-02-24 04:56:02,4511.7
15333,152930,2024-02-19 23:55:53,S5564516,purchase,16,Mobile,Referrals,27,Checkout,927,B,8,2024-02-19 23:55:53,0.0
15334,1099,2023-04-10 15:03:23,S4577831,purchase,320,Desktop,Referrals,5,Category,2868,A,2,2023-04-10 15:03:23,3151.01
15337,430347,2023-01-24 07:49:33,S8375375,purchase,116,Desktop,Paid Social,6,Home,1819,B,2,2023-01-24 07:49:33,479.45
15338,267058,2023-10-02 02:47:11,S5236372,purchase,484,Mobile,Paid Social,40,Home,123,B,4,2023-10-02 02:47:11,1063.25
15339,250515,2023-07-31 05:10:26,S5385503,purchase,473,Tablet,Email,12,Search,845,A,4,2023-07-31 05:10:26,0.0
15342,150366,2023-09-12 12:32:44,S1674713,purchase,313,Tablet,Paid Search,39,Category,2297,B,2,2023-09-12 12:32:44,0.0
15343,761891,2023-06-04 08:49:33,S7188347,purchase,63,Mobile,Email,45,Checkout,971,B,4,2023-06-04 08:49:33,930.74
15351,72307,2023-04-10 07:55:21,S8613574,purchase,266,Mobile,Affiliate,22,Home,1644,A,3,2023-04-10 07:55:21,0.0
15358,301745,2023-12-07 16:12:35,S5120366,purchase,335,Mobile,Display,23,Cart,2085,B,7,2023-12-07 16:12:35,1320.6200000000001
15361,739930,2024-06-18 20:10:03,S5787696,purchase,466,Mobile,Paid Search,24,Home,3346,B,4,2024-06-18 20:10:03,0.0
15362,670200,2023-05-01 09:53:16,S6012036,purchase,103,Mobile,Affiliate,25,Checkout,2343,A,5,2023-05-01 09:53:16,374.87
15364,39599,2023-08-02 02:42:56,S3922278,purchase,245,Desktop,Display,46,Product,212,A,1,2023-08-02 02:42:56,0.0
15370,311412,2023-10-21 01:33:51,S6251388,purchase,4,Desktop,Paid Social,12,Category,1668,A,2,2023-10-21 01:33:51,907.02
15371,563981,2023-01-15 07:55:05,S1050933,purchase,96,Mobile,Affiliate,40,Search,422,A,1,2023-01-15 07:55:05,2944.29
15372,675455,2023-04-06 17:35:40,S2180150,purchase,417,Desktop,Paid Search,26,Home,3266,A,4,2023-04-06 17:35:40,2172.3
15373,63,2023-12-26 04:48:27,S9125683,purchase,78,Tablet,Direct,19,Cart,3385,B,7,2023-12-26 04:48:27,1016.6
15375,692764,2023-01-25 03:51:23,S9219422,purchase,127,Mobile,Paid Social,14,Home,73,A,1,2023-01-25 03:51:23,0.0
15376,322979,2024-06-30 20:47:12,S1352030,purchase,288,Tablet,Paid Social,44,Search,378,A,8,2024-06-30 20:47:12,0.0
15377,183350,2023-07-13 10:09:52,S6920154,purchase,493,Tablet,Affiliate,2,Home,894,B,4,2023-07-13 10:09:52,2933.04
15379,601238,2025-02-10 11:57:58,S3241446,purchase,48,Mobile,Direct,30,Checkout,41,B,15,2025-02-10 11:57:58,3547.33
15380,785813,2023-04-14 17:23:20,S3135493,purchase,279,Desktop,Paid Search,49,Cart,2710,B,1,2023-04-14 17:23:20,3879.4700000000003
15381,303851,2023-08-23 13:26:16,S2168346,purchase,308,Tablet,Display,30,Cart,1967,A,5,2023-08-23 13:26:16,4032.1499999999996
15382,293201,2023-11-03 02:42:44,S6779623,purchase,260,Tablet,Email,13,Cart,2209,B,5,2023-11-03 02:42:44,1484.26
15384,785852,2023-10-12 14:43:49,S5718141,purchase,398,Desktop,Paid Social,44,Cart,1645,A,2,2023-10-12 14:43:49,475.86
15387,167337,2023-03-21 23:33:34,S7098191,purchase,337,Mobile,Email,38,Cart,1356,B,1,2023-03-21 23:33:34,0.0
15390,120437,2024-01-20 06:40:44,S9716082,purchase,96,Mobile,Paid Search,38,Home,2829,A,5,2024-01-20 06:40:44,4797.23
15392,330680,2024-05-14 01:03:20,S7962289,purchase,21,Tablet,Paid Social,24,Category,2926,A,4,2024-05-14 01:03:20,0.0
15395,872,2023-12-16 14:16:35,S1300598,purchase,336,Desktop,Paid Social,35,Home,2050,A,4,2023-12-16 14:16:35,943.19
15398,653043,2023-04-09 09:35:18,S4657794,purchase,483,Mobile,Affiliate,39,Category,2041,B,2,2023-04-09 09:35:18,0.0
15399,287584,2024-11-18 01:47:08,S6173976,purchase,148,Tablet,Email,49,Cart,1313,A,7,2024-11-18 01:47:08,132.71
15403,36594,2024-12-31 21:47:50,S1508030,purchase,388,Tablet,Display,40,Home,3366,B,6,2024-12-31 21:47:50,2260.43
15404,772256,2024-08-14 06:57:45,S5125427,purchase,247,Tablet,Direct,21,Category,279,A,8,2024-08-14 06:57:45,0.0
15407,308860,2024-10-30 23:35:56,S2257060,purchase,243,Desktop,Paid Search,49,Home,2859,B,6,2024-10-30 23:35:56,114.9
15410,119837,2023-06-05 05:57:41,S7599336,purchase,383,Mobile,Paid Social,23,Product,1575,B,1,2023-06-05 05:57:41,0.0
15411,780636,2023-05-28 13:00:31,S9631838,purchase,61,Tablet,Display,12,Checkout,1608,B,4,2023-05-28 13:00:31,0.0
15417,503412,2024-03-09 14:36:54,S3095820,purchase,354,Mobile,Display,13,Profile,1789,B,3,2024-03-09 14:36:54,2975.18
15418,372758,2023-03-07 20:57:03,S3142448,purchase,18,Tablet,Display,40,Search,553,A,2,2023-03-07 20:57:03,7784.71
15427,11371,2023-01-16 00:42:51,S9247562,purchase,121,Tablet,Paid Search,11,Home,836,B,1,2023-01-16 00:42:51,0.0
