customer_id,timestamp,traffic_source,campaign_id,event_type,touch_order,touch_count,attributed_revenue
24829,2024-02-20 17:57:12,Paid Social,36,page_view,5,10,86.958
24829,2024-02-25 21:36:48,Paid Search,38,product_view,6,10,86.958
24829,2024-04-29 07:52:27,Email,39,product_view,7,10,86.958
24829,2024-05-03 13:37:32,Email,40,checkout,8,10,86.958
24829,2024-12-18 11:58:43,Direct,42,product_view,9,10,86.958
24829,2025-02-01 22:43:31,Affiliate,17,purchase,10,10,86.958
24831,2023-06-15 22:05:35,Display,29,page_view,1,9,0.0
24831,2023-10-18 23:35:39,Paid Search,49,page_view,2,9,0.0
24831,2024-01-17 15:41:54,Affiliate,10,page_view,3,9,0.0
24831,2024-02-06 13:28:42,Referrals,35,page_view,4,9,0.0
24831,2024-04-25 23:39:48,Referrals,22,page_view,5,9,0.0
24831,2024-05-03 06:26:27,Paid Search,33,product_view,6,9,0.0
24831,2024-05-19 00:02:54,Paid Social,7,page_view,7,9,0.0
24831,2024-06-21 03:37:33,Paid Search,48,page_view,8,9,0.0
24831,2024-06-24 00:38:18,Referrals,11,purchase,9,9,0.0
24832,2023-03-12 11:28:35,Paid Search,30,page_view,1,6,58.805
24832,2023-03-25 11:12:33,Email,49,add_to_cart,2,6,58.805
24832,2023-04-21 18:53:13,Affiliate,26,wishlist,3,6,58.805
24832,2023-07-14 12:55:08,Paid Social,24,page_view,4,6,58.805
24832,2023-11-09 00:14:18,Referrals,19,search,5,6,58.805
24832,2023-11-21 00:23:58,Email,41,purchase,6,6,58.805
24833,2023-05-07 01:13:54,Display,3,page_view,1,2,519.885
24833,2023-06-07 20:04:25,Display,36,purchase,2,2,519.885
24847,2023-01-04 11:44:37,Paid Search,40,page_view,1,7,215.97571428571428
24847,2023-08-23 02:34:21,Email,3,page_view,2,7,215.97571428571428
24847,2023-08-28 17:03:35,Display,28,checkout,3,7,215.97571428571428
24847,2023-10-12 19:17:48,Paid Search,34,product_view,4,7,215.97571428571428
24847,2024-05-12 16:53:23,Email,44,product_view,5,7,215.97571428571428
24847,2024-07-04 01:17:10,Email,32,page_view,6,7,215.97571428571428
24847,2024-12-15 22:32:12,Affiliate,44,purchase,7,7,215.97571428571428
24848,2023-03-08 17:59:16,Referrals,28,purchase,1,1,1203.1
24852,2023-05-17 10:50:29,Affiliate,47,page_view,1,3,0.0
24852,2023-08-27 12:50:06,Paid Search,13,page_view,2,3,0.0
24852,2023-09-27 06:56:37,Affiliate,32,purchase,3,3,0.0
24863,2023-04-19 03:33:19,Paid Social,11,page_view,1,10,514.4399999999999
24863,2023-05-03 20:17:27,Display,37,page_view,2,10,514.4399999999999
24863,2023-08-06 10:26:36,Referrals,36,page_view,3,10,514.4399999999999
24863,2023-09-08 14:37:26,Email,47,add_to_cart,4,10,514.4399999999999
24863,2023-09-16 23:01:37,Affiliate,36,page_view,5,10,514.4399999999999
24863,2023-11-20 18:09:43,Display,11,add_to_cart,6,10,514.4399999999999
24863,2023-11-30 16:26:21,Referrals,8,wishlist,7,10,514.4399999999999
24863,2024-02-07 06:46:09,Direct,11,page_view,8,10,514.4399999999999
24863,2024-09-19 10:30:49,Display,35,page_view,9,10,514.4399999999999
24863,2024-10-07 07:52:12,Affiliate,35,purchase,10,10,514.4399999999999
24864,2023-03-11 06:04:51,Direct,31,product_view,1,6,25.21666666666667
24864,2023-03-16 11:18:55,Display,14,page_view,2,6,25.21666666666667
24864,2023-11-15 13:39:20,Referrals,47,page_view,3,6,25.21666666666667
24864,2023-12-12 10:56:22,Referrals,26,page_view,4,6,25.21666666666667
24864,2024-03-24 17:45:39,Paid Social,21,page_view,5,6,25.21666666666667
24864,2024-07-04 22:19:22,Affiliate,39,purchase,6,6,25.21666666666667
24866,2023-06-02 19:03:25,Paid Search,16,purchase,1,1,0.0
24867,2023-07-31 08:34:30,Affiliate,7,page_view,1,3,2073.523333333333
24867,2023-10-04 18:12:00,Direct,35,search,2,3,2073.523333333333
24867,2023-10-20 18:45:11,Paid Social,2,purchase,3,3,2073.523333333333
24868,2023-02-12 22:26:34,Referrals,1,purchase,1,1,0.0
24872,2023-02-16 14:48:32,Direct,41,product_view,1,2,989.045
24872,2023-06-14 05:00:04,Paid Search,25,purchase,2,2,989.045
24873,2024-02-17 03:55:20,Direct,6,checkout,1,3,0.0
24873,2024-03-25 12:16:07,Direct,33,add_to_cart,2,3,0.0
24873,2024-11-06 01:53:25,Paid Search,37,purchase,3,3,0.0
24875,2023-05-18 16:23:42,Paid Social,9,page_view,1,3,0.0
24875,2023-06-17 00:39:45,Direct,10,page_view,2,3,0.0
24875,2023-06-29 11:20:10,Referrals,40,purchase,3,3,0.0
24877,2023-01-20 21:48:09,Affiliate,41,product_view,1,7,0.0
24877,2023-02-10 13:12:26,Email,9,page_view,2,7,0.0
24877,2023-02-12 05:51:46,Display,13,checkout,3,7,0.0
24877,2023-04-02 18:55:54,Direct,5,add_to_cart,4,7,0.0
24877,2023-06-12 19:27:56,Affiliate,41,page_view,5,7,0.0
24877,2023-11-07 06:27:05,Referrals,30,product_view,6,7,0.0
24877,2023-12-24 21:58:19,Direct,34,purchase,7,7,0.0
24879,2023-02-28 03:14:37,Referrals,30,page_view,1,2,0.0
24879,2023-03-10 07:52:09,Referrals,22,purchase,2,2,0.0
24881,2023-02-27 07:22:31,Paid Social,48,add_to_cart,1,5,0.0
24881,2023-04-12 20:43:19,Display,39,add_to_cart,2,5,0.0
24881,2023-10-05 13:21:53,Display,42,page_view,3,5,0.0
24881,2024-02-08 06:44:26,Direct,37,product_view,4,5,0.0
24881,2024-05-24 17:53:54,Direct,23,purchase,5,5,0.0
24885,2023-01-17 16:05:12,Referrals,33,purchase,1,1,3908.5699999999997
24888,2023-05-15 16:55:58,Paid Search,1,page_view,1,2,1855.2749999999999
24888,2023-07-02 13:36:27,Direct,10,purchase,2,2,1855.2749999999999
24889,2023-03-15 19:40:09,Paid Search,14,purchase,1,1,2480.03
24895,2023-01-13 05:35:54,Referrals,43,page_view,1,5,0.0
24895,2023-09-23 22:44:37,Paid Search,4,login,2,5,0.0
24895,2024-01-14 09:52:08,Direct,1,product_view,3,5,0.0
24895,2024-01-22 06:38:43,Affiliate,29,page_view,4,5,0.0
24895,2024-02-16 12:34:42,Display,42,purchase,5,5,0.0
24898,2023-06-08 00:04:49,Email,11,page_view,1,7,1190.6028571428571
24898,2023-06-15 20:30:37,Referrals,49,page_view,2,7,1190.6028571428571
24898,2023-06-29 00:12:19,Display,13,checkout,3,7,1190.6028571428571
24898,2023-07-01 06:10:44,Paid Social,3,product_view,4,7,1190.6028571428571
24898,2023-10-07 17:12:08,Referrals,11,login,5,7,1190.6028571428571
24898,2023-10-19 20:54:47,Display,48,product_view,6,7,1190.6028571428571
24898,2024-01-20 10:04:55,Referrals,21,purchase,7,7,1190.6028571428571
24901,2023-05-28 00:37:56,Email,48,checkout,1,4,0.0
24901,2023-07-20 19:57:10,Direct,35,page_view,2,4,0.0
24901,2023-08-01 20:41:08,Referrals,32,add_to_cart,3,4,0.0
24901,2023-10-12 07:10:06,Direct,42,purchase,4,4,0.0
24902,2023-01-05 18:43:54,Paid Search,39,add_to_cart,1,4,161.85
24902,2023-02-20 18:37:24,Direct,48,product_view,2,4,161.85
24902,2023-09-18 07:56:04,Display,9,product_view,3,4,161.85
24902,2023-10-06 23:26:37,Display,11,purchase,4,4,161.85
24903,2023-03-06 22:09:54,Display,7,login,1,9,0.0
24903,2023-04-02 12:55:49,Affiliate,35,product_view,2,9,0.0
24903,2024-02-13 04:00:56,Display,1,product_view,3,9,0.0
24903,2024-03-08 09:47:37,Referrals,21,page_view,4,9,0.0
24903,2024-03-21 23:15:39,Paid Search,23,product_view,5,9,0.0
24903,2024-05-14 05:06:41,Paid Search,36,page_view,6,9,0.0
24903,2024-07-18 07:28:08,Display,17,page_view,7,9,0.0
24903,2024-09-16 05:36:40,Referrals,46,page_view,8,9,0.0
24903,2024-12-25 16:15:56,Affiliate,16,purchase,9,9,0.0
24906,2023-04-26 04:12:27,Paid Search,15,purchase,1,1,0.0
24908,2023-03-06 15:17:07,Direct,27,page_view,1,9,0.0
24908,2023-04-19 10:00:38,Paid Social,43,search,2,9,0.0
24908,2023-04-25 00:24:00,Display,27,add_to_cart,3,9,0.0
24908,2023-05-26 16:06:30,Paid Search,49,product_view,4,9,0.0
24908,2023-08-02 20:53:12,Paid Search,3,product_view,5,9,0.0
24908,2023-09-11 04:36:56,Direct,8,login,6,9,0.0
24908,2023-09-27 12:26:28,Affiliate,49,product_view,7,9,0.0
24908,2023-11-23 19:38:58,Affiliate,37,checkout,8,9,0.0
24908,2024-09-17 23:08:23,Direct,47,purchase,9,9,0.0
24910,2023-01-29 09:18:08,Display,28,page_view,1,5,0.0
24910,2023-05-06 21:29:48,Affiliate,35,page_view,2,5,0.0
24910,2023-05-13 22:31:42,Paid Social,6,page_view,3,5,0.0
24910,2023-11-14 11:10:42,Email,42,page_view,4,5,0.0
24910,2024-04-24 08:31:44,Affiliate,45,purchase,5,5,0.0
24912,2023-02-25 22:33:51,Direct,31,product_view,1,7,439.4557142857143
24912,2023-04-07 07:47:31,Paid Social,40,checkout,2,7,439.4557142857143
24912,2023-07-11 22:11:01,Affiliate,45,add_to_cart,3,7,439.4557142857143
24912,2023-07-21 14:51:02,Email,44,login,4,7,439.4557142857143
24912,2023-11-06 19:49:24,Display,24,product_view,5,7,439.4557142857143
24912,2024-06-04 00:17:00,Paid Social,50,wishlist,6,7,439.4557142857143
24912,2024-07-23 00:44:12,Display,50,purchase,7,7,439.4557142857143
24918,2023-01-09 01:58:18,Referrals,35,page_view,1,10,318.665
24918,2023-06-28 01:54:10,Paid Social,39,page_view,2,10,318.665
24918,2023-12-12 00:22:06,Email,11,wishlist,3,10,318.665
24918,2024-01-08 14:11:59,Email,43,page_view,4,10,318.665
24918,2024-02-12 17:25:02,Paid Search,2,page_view,5,10,318.665
24918,2024-04-17 19:14:02,Direct,48,page_view,6,10,318.665
24918,2024-05-24 06:22:29,Referrals,39,search,7,10,318.665
24918,2024-10-07 20:33:43,Paid Social,27,page_view,8,10,318.665
24918,2024-10-26 09:44:55,Affiliate,20,checkout,9,10,318.665
24918,2024-12-17 20:40:13,Paid Social,39,purchase,10,10,318.665
24919,2023-05-31 20:42:57,Paid Social,46,purchase,1,1,0.0
24923,2023-04-29 20:04:30,Display,21,product_view,1,2,0.0
24923,2023-06-09 22:56:29,Email,28,purchase,2,2,0.0
24926,2023-09-20 04:35:37,Direct,17,page_view,1,5,1180.8200000000002
24926,2023-11-21 21:44:48,Display,18,search,2,5,1180.8200000000002
24926,2023-12-13 21:54:26,Display,35,product_view,3,5,1180.8200000000002
24926,2024-03-29 09:25:30,Affiliate,18,page_view,4,5,1180.8200000000002
24926,2024-05-17 04:21:12,Referrals,24,purchase,5,5,1180.8200000000002
24935,2023-01-17 10:15:56,Referrals,23,add_to_cart,1,4,1518.895
24935,2023-03-08 03:18:40,Direct,39,page_view,2,4,1518.895
24935,2023-04-05 13:36:06,Direct,24,page_view,3,4,1518.895
24935,2023-10-02 05:58:06,Email,31,purchase,4,4,1518.895
24937,2023-01-27 00:07:15,Display,21,product_view,1,8,182.055
24937,2023-03-15 12:41:00,Direct,13,product_view,2,8,182.055
24937,2023-07-17 20:28:28,Display,38,page_view,3,8,182.055
24937,2023-11-09 12:12:32,Paid Search,20,page_view,4,8,182.055
24937,2024-03-03 09:45:49,Display,25,product_view,5,8,182.055
24937,2024-03-16 00:16:00,Affiliate,25,page_view,6,8,182.055
24937,2024-05-30 11:29:46,Affiliate,37,search,7,8,182.055
24937,2024-09-27 09:28:18,Email,29,purchase,8,8,182.055
24941,2023-02-10 15:40:56,Affiliate,13,product_view,1,3,996.2199999999999
24941,2023-07-27 15:04:20,Direct,30,login,2,3,996.2199999999999
24941,2023-09-08 04:01:39,Referrals,11,purchase,3,3,996.2199999999999
24947,2023-03-27 10:23:52,Referrals,20,page_view,1,4,140.245
24947,2023-08-18 13:28:01,Direct,17,page_view,2,4,140.245
24947,2023-09-24 04:22:17,Paid Search,20,login,3,4,140.245
24947,2024-02-05 01:29:11,Paid Social,38,purchase,4,4,140.245
24949,2023-04-11 12:39:20,Email,10,product_view,1,6,0.0
24949,2023-08-05 15:39:40,Email,40,product_view,2,6,0.0
24949,2023-09-25 09:02:48,Direct,38,page_view,3,6,0.0
24949,2023-10-01 18:54:50,Referrals,43,page_view,4,6,0.0
24949,2024-02-22 20:53:06,Email,23,product_view,5,6,0.0
24949,2024-03-28 16:24:58,Affiliate,23,purchase,6,6,0.0
24955,2023-01-08 10:30:34,Affiliate,22,page_view,1,2,1323.09
24955,2023-05-08 17:45:25,Email,49,purchase,2,2,1323.09
24956,2023-01-25 23:21:19,Paid Search,32,page_view,1,4,419.8725
24956,2023-02-24 01:55:35,Paid Search,25,page_view,2,4,419.8725
24956,2023-07-10 05:10:44,Email,29,product_view,3,4,419.8725
24956,2023-11-04 21:05:16,Affiliate,5,purchase,4,4,419.8725
24957,2023-03-13 15:51:13,Affiliate,39,login,1,7,0.0
24957,2023-06-28 02:39:58,Paid Social,39,product_view,2,7,0.0
24957,2023-07-15 13:01:34,Referrals,32,product_view,3,7,0.0
24957,2023-09-24 17:48:02,Email,19,search,4,7,0.0
24957,2023-11-19 07:48:30,Direct,29,page_view,5,7,0.0
24957,2023-12-23 12:55:44,Affiliate,6,page_view,6,7,0.0
24957,2024-05-01 22:12:17,Email,6,purchase,7,7,0.0
24959,2023-05-25 12:45:59,Paid Search,4,page_view,1,3,337.74333333333334
24959,2023-11-07 00:38:27,Referrals,46,page_view,2,3,337.74333333333334
24959,2024-02-25 02:08:59,Display,40,purchase,3,3,337.74333333333334
24961,2023-02-21 22:59:37,Affiliate,45,add_to_cart,1,8,65.53
24961,2023-09-30 04:56:21,Affiliate,46,page_view,2,8,65.53
24961,2024-06-12 04:28:56,Display,47,login,3,8,65.53
24961,2024-10-08 19:20:12,Paid Search,50,add_to_cart,4,8,65.53
24961,2024-11-08 10:14:16,Direct,39,wishlist,5,8,65.53
24961,2025-01-12 03:07:55,Direct,19,search,6,8,65.53
24961,2025-01-18 17:11:04,Direct,3,product_view,7,8,65.53
24961,2025-02-21 01:03:54,Display,46,purchase,8,8,65.53
24965,2023-06-20 04:43:53,Paid Search,11,purchase,1,1,0.0
24967,2023-05-23 11:42:32,Display,19,purchase,1,1,1188.4
24969,2023-01-19 15:28:55,Affiliate,16,page_view,1,3,758.0533333333333
24969,2023-02-27 17:32:58,Display,26,search,2,3,758.0533333333333
24969,2023-02-27 21:04:13,Affiliate,17,purchase,3,3,758.0533333333333
24973,2023-03-18 14:31:11,Display,7,purchase,1,1,0.0
24980,2023-01-15 07:12:14,Email,9,page_view,1,9,0.0
24980,2023-02-10 15:09:45,Display,29,wishlist,2,9,0.0
24980,2023-02-10 22:18:58,Paid Search,15,product_view,3,9,0.0
24980,2023-09-06 14:00:15,Paid Search,4,page_view,4,9,0.0
24980,2024-02-06 11:40:27,Paid Search,22,product_view,5,9,0.0
24980,2024-04-02 21:21:12,Affiliate,6,checkout,6,9,0.0
24980,2024-04-13 16:18:33,Email,2,page_view,7,9,0.0
24980,2024-04-30 04:04:58,Paid Social,35,product_view,8,9,0.0
24980,2024-05-07 13:03:16,Affiliate,17,purchase,9,9,0.0
24981,2023-01-25 00:04:41,Paid Search,48,product_view,1,6,436.715
24981,2023-03-13 14:01:06,Paid Search,19,product_view,2,6,436.715
24981,2023-03-17 09:52:03,Paid Search,26,page_view,3,6,436.715
24981,2023-04-10 08:44:17,Paid Search,17,page_view,4,6,436.715
24981,2023-05-14 04:01:03,Paid Search,15,add_to_cart,5,6,436.715
24981,2023-05-26 21:41:32,Paid Social,17,purchase,6,6,436.715
24987,2023-02-08 06:16:07,Display,36,login,1,13,0.0
24987,2023-03-02 09:41:06,Display,38,product_view,2,13,0.0
24987,2023-05-18 23:39:38,Direct,42,page_view,3,13,0.0
24987,2023-06-25 13:20:59,Referrals,15,search,4,13,0.0
24987,2023-11-17 13:16:42,Affiliate,19,checkout,5,13,0.0
24987,2024-01-07 16:23:59,Display,6,page_view,6,13,0.0
24987,2024-03-19 05:40:41,Direct,6,product_view,7,13,0.0
24987,2024-04-19 06:16:15,Paid Social,41,wishlist,8,13,0.0
24987,2024-05-09 04:30:30,Referrals,48,page_view,9,13,0.0
24987,2024-06-05 16:39:40,Direct,21,page_view,10,13,0.0
24987,2024-07-31 21:21:16,Paid Search,21,page_view,11,13,0.0
24987,2024-08-20 05:12:27,Paid Search,31,page_view,12,13,0.0
24987,2024-11-19 22:49:55,Referrals,49,purchase,13,13,0.0
24988,2023-07-02 05:29:08,Affiliate,14,checkout,1,5,938.1360000000001
24988,2023-07-13 12:45:45,Paid Search,13,product_view,2,5,938.1360000000001
24988,2024-06-22 05:08:45,Email,3,page_view,3,5,938.1360000000001
24988,2024-07-28 08:38:58,Display,43,search,4,5,938.1360000000001
24988,2024-10-08 09:18:26,Referrals,30,purchase,5,5,938.1360000000001
24991,2023-02-09 07:46:59,Direct,10,search,1,2,0.0
24991,2023-05-31 03:06:17,Display,34,purchase,2,2,0.0
24992,2023-01-15 06:04:46,Direct,44,page_view,1,7,254.46857142857144
24992,2023-02-28 20:34:55,Email,47,page_view,2,7,254.46857142857144
24992,2023-03-28 18:57:07,Email,37,product_view,3,7,254.46857142857144
24992,2023-04-14 20:53:35,Referrals,35,page_view,4,7,254.46857142857144
24992,2024-06-29 13:32:34,Display,1,page_view,5,7,254.46857142857144
24992,2024-09-28 11:39:13,Referrals,20,page_view,6,7,254.46857142857144
24992,2024-09-30 21:42:47,Paid Social,36,purchase,7,7,254.46857142857144
24998,2023-04-24 22:32:22,Direct,2,search,1,11,122.79454545454546
24998,2023-05-08 22:11:09,Email,50,page_view,2,11,122.79454545454546
24998,2023-08-16 04:21:45,Direct,16,product_view,3,11,122.79454545454546
24998,2023-09-19 08:53:31,Referrals,36,page_view,4,11,122.79454545454546
24998,2023-11-16 01:57:03,Referrals,3,page_view,5,11,122.79454545454546
24998,2023-11-17 12:06:12,Display,48,wishlist,6,11,122.79454545454546
24998,2024-02-13 01:16:10,Display,33,page_view,7,11,122.79454545454546
24998,2024-03-09 14:58:31,Display,32,page_view,8,11,122.79454545454546
24998,2024-04-27 08:46:51,Affiliate,37,page_view,9,11,122.79454545454546
24998,2024-05-07 15:14:26,Direct,33,page_view,10,11,122.79454545454546
24998,2024-05-28 11:44:52,Affiliate,40,purchase,11,11,122.79454545454546
24999,2023-05-16 13:56:29,Paid Search,21,page_view,1,6,0.0
24999,2023-06-20 18:05:49,Direct,43,product_view,2,6,0.0
24999,2024-02-03 02:54:09,Affiliate,42,page_view,3,6,0.0
24999,2024-03-15 23:58:18,Referrals,4,page_view,4,6,0.0
24999,2024-05-21 14:30:50,Email,13,page_view,5,6,0.0
24999,2024-08-28 18:30:59,Email,6,purchase,6,6,0.0
25000,2023-03-31 12:53:21,Referrals,18,page_view,1,5,855.65
25000,2023-08-09 01:21:23,Affiliate,47,page_view,2,5,855.65
25000,2023-09-06 14:34:31,Display,16,product_view,3,5,855.65
25000,2023-10-12 17:54:56,Affiliate,40,page_view,4,5,855.65
25000,2024-02-03 22:47:21,Paid Search,1,purchase,5,5,855.65
25008,2023-11-18 05:46:52,Affiliate,47,wishlist,1,2,0.0
25008,2023-12-24 22:57:26,Email,43,purchase,2,2,0.0
25009,2023-04-01 20:01:33,Affiliate,19,search,1,3,292.97666666666663
25009,2023-05-12 08:49:07,Referrals,48,page_view,2,3,292.97666666666663
25009,2023-05-27 14:53:29,Email,47,purchase,3,3,292.97666666666663
25010,2023-03-11 09:37:46,Display,14,product_view,1,8,1252.47875
25010,2023-07-05 14:15:17,Referrals,43,add_to_cart,2,8,1252.47875
25010,2023-07-31 11:25:09,Direct,18,search,3,8,1252.47875
25010,2023-09-10 12:43:34,Referrals,19,add_to_cart,4,8,1252.47875
25010,2023-09-24 20:33:17,Affiliate,14,page_view,5,8,1252.47875
25010,2023-12-15 15:03:56,Paid Search,20,search,6,8,1252.47875
25010,2024-02-29 13:13:30,Email,38,product_view,7,8,1252.47875
25010,2024-06-09 18:00:47,Referrals,43,purchase,8,8,1252.47875
25012,2023-01-23 07:47:53,Paid Search,18,page_view,1,2,0.0
25012,2023-05-01 22:28:33,Direct,26,purchase,2,2,0.0
25013,2023-01-05 04:51:51,Paid Search,7,search,1,4,0.0
25013,2023-03-12 08:57:01,Paid Search,50,page_view,2,4,0.0
25013,2023-10-30 09:31:19,Email,50,page_view,3,4,0.0
25013,2023-11-23 22:42:35,Email,6,purchase,4,4,0.0
25019,2023-03-16 20:58:42,Paid Social,38,add_to_cart,1,2,1613.255
25019,2023-03-25 11:59:40,Paid Search,27,purchase,2,2,1613.255
25020,2023-10-23 06:43:29,Paid Social,17,product_view,1,3,1712.8866666666665
25020,2024-04-03 14:29:41,Affiliate,43,search,2,3,1712.8866666666665
25020,2024-09-11 10:44:32,Referrals,5,purchase,3,3,1712.8866666666665
25024,2023-01-16 06:45:00,Referrals,6,login,1,2,0.0
25024,2023-09-14 11:09:01,Paid Search,33,purchase,2,2,0.0
25026,2023-01-30 15:06:35,Paid Social,34,page_view,1,10,115.17
25026,2023-03-30 05:02:18,Direct,31,search,2,10,115.17
25026,2023-05-14 10:44:22,Paid Search,3,search,3,10,115.17
25026,2023-10-29 04:31:38,Paid Search,23,page_view,4,10,115.17
25026,2023-12-11 17:37:22,Email,29,product_view,5,10,115.17
25026,2024-01-28 08:48:49,Paid Search,13,page_view,6,10,115.17
25026,2024-02-13 20:52:23,Paid Social,22,search,7,10,115.17
25026,2024-02-27 22:13:06,Display,26,page_view,8,10,115.17
25026,2024-06-08 05:56:40,Display,27,add_to_cart,9,10,115.17
25026,2024-07-21 11:30:48,Direct,30,purchase,10,10,115.17
25032,2023-02-24 16:09:44,Paid Social,38,page_view,1,4,0.0
25032,2024-02-12 00:47:43,Affiliate,5,login,2,4,0.0
25032,2024-03-11 13:07:04,Paid Search,33,checkout,3,4,0.0
25032,2024-03-14 02:42:20,Display,16,purchase,4,4,0.0
25034,2023-02-01 09:44:07,Email,41,product_view,1,3,1395.9866666666667
25034,2023-03-26 21:43:08,Direct,29,page_view,2,3,1395.9866666666667
25034,2023-07-29 12:12:00,Referrals,5,purchase,3,3,1395.9866666666667
25038,2023-08-26 05:23:41,Display,31,page_view,1,6,0.0
25038,2024-07-26 14:16:51,Email,27,page_view,2,6,0.0
25038,2024-09-22 23:53:16,Affiliate,19,add_to_cart,3,6,0.0
25038,2024-10-30 14:50:26,Paid Social,34,product_view,4,6,0.0
25038,2024-11-25 19:31:00,Direct,3,checkout,5,6,0.0
25038,2025-02-15 21:57:22,Paid Social,15,purchase,6,6,0.0
25041,2023-01-01 22:23:50,Referrals,11,search,1,8,158.275
25041,2023-05-27 09:42:21,Direct,37,checkout,2,8,158.275
25041,2023-08-25 06:05:49,Paid Search,15,add_to_cart,3,8,158.275
25041,2023-10-13 08:26:20,Email,16,product_view,4,8,158.275
25041,2023-11-23 08:43:55,Direct,27,product_view,5,8,158.275
25041,2024-02-16 00:46:45,Paid Social,46,login,6,8,158.275
25041,2024-05-07 17:50:59,Affiliate,47,page_view,7,8,158.275
25041,2024-08-04 04:02:50,Referrals,48,purchase,8,8,158.275
25044,2023-04-23 08:29:02,Email,14,page_view,1,6,315.12333333333333
25044,2023-05-26 10:51:12,Direct,40,search,2,6,315.12333333333333
25044,2023-08-01 04:55:47,Direct,2,page_view,3,6,315.12333333333333
25044,2023-09-14 04:01:12,Email,30,add_to_cart,4,6,315.12333333333333
25044,2024-01-07 22:49:21,Email,1,product_view,5,6,315.12333333333333
25044,2024-08-19 02:35:30,Paid Social,25,purchase,6,6,315.12333333333333
25045,2023-03-23 06:59:57,Paid Search,17,product_view,1,8,568.12
25045,2023-08-11 09:58:31,Direct,16,page_view,2,8,568.12
25045,2023-12-22 01:45:35,Paid Social,3,add_to_cart,3,8,568.12
25045,2023-12-30 22:44:36,Direct,49,checkout,4,8,568.12
25045,2024-01-07 22:25:16,Affiliate,17,add_to_cart,5,8,568.12
25045,2024-02-29 17:25:12,Direct,28,product_view,6,8,568.12
25045,2024-12-06 13:02:24,Affiliate,23,page_view,7,8,568.12
25045,2024-12-18 06:28:08,Affiliate,45,purchase,8,8,568.12
25052,2023-02-06 07:41:34,Paid Search,30,page_view,1,3,914.9333333333334
25052,2023-06-18 10:01:10,Affiliate,44,page_view,2,3,914.9333333333334
25052,2024-04-24 14:01:56,Display,8,purchase,3,3,914.9333333333334
25058,2023-01-12 10:10:03,Referrals,48,product_view,1,2,2979.415
25058,2024-02-22 03:03:12,Paid Social,30,purchase,2,2,2979.415
25060,2023-05-08 12:38:12,Display,13,page_view,1,5,0.0
25060,2023-06-05 16:13:33,Referrals,5,page_view,2,5,0.0
25060,2024-11-09 00:14:54,Affiliate,4,checkout,3,5,0.0
25060,2024-12-11 21:09:02,Affiliate,40,product_view,4,5,0.0
25060,2025-01-02 03:09:58,Display,6,purchase,5,5,0.0
25061,2023-04-29 20:04:05,Affiliate,30,product_view,1,4,0.0
25061,2023-09-15 17:18:20,Paid Social,42,product_view,2,4,0.0
25061,2024-02-08 18:25:23,Display,14,login,3,4,0.0
25061,2024-03-17 04:14:43,Direct,45,purchase,4,4,0.0
25064,2023-04-07 17:24:47,Direct,35,page_view,1,8,165.72125
25064,2023-05-11 06:50:27,Email,1,product_view,2,8,165.72125
25064,2023-11-13 20:30:17,Affiliate,20,page_view,3,8,165.72125
25064,2023-12-31 18:24:12,Affiliate,3,page_view,4,8,165.72125
25064,2024-02-12 06:42:05,Display,1,page_view,5,8,165.72125
25064,2024-03-17 11:18:31,Direct,27,page_view,6,8,165.72125
25064,2024-05-20 02:17:40,Affiliate,40,product_view,7,8,165.72125
25064,2024-07-12 11:29:27,Affiliate,18,purchase,8,8,165.72125
25068,2023-04-03 23:12:18,Email,17,page_view,1,13,12.884615384615385
25068,2023-05-14 09:41:36,Display,4,page_view,2,13,12.884615384615385
25068,2023-07-08 02:20:47,Paid Social,28,add_to_cart,3,13,12.884615384615385
25068,2023-09-05 06:40:03,Referrals,14,checkout,4,13,12.884615384615385
25068,2023-12-12 00:09:59,Affiliate,49,add_to_cart,5,13,12.884615384615385
25068,2024-01-22 12:25:49,Direct,10,page_view,6,13,12.884615384615385
25068,2024-02-07 04:35:41,Referrals,44,product_view,7,13,12.884615384615385
25068,2024-02-15 20:39:34,Paid Social,49,search,8,13,12.884615384615385
25068,2024-03-01 22:25:24,Referrals,7,page_view,9,13,12.884615384615385
25068,2024-03-31 12:00:27,Referrals,46,product_view,10,13,12.884615384615385
25068,2024-08-28 14:13:10,Paid Social,39,add_to_cart,11,13,12.884615384615385
25068,2024-12-03 00:13:53,Email,25,page_view,12,13,12.884615384615385
25068,2024-12-26 11:15:49,Affiliate,8,purchase,13,13,12.884615384615385
25073,2023-05-20 23:40:57,Referrals,34,page_view,1,7,136.59428571428572
25073,2023-06-18 16:50:50,Referrals,38,search,2,7,136.59428571428572
25073,2023-09-22 11:31:29,Email,50,wishlist,3,7,136.59428571428572
25073,2023-11-18 23:03:44,Direct,18,page_view,4,7,136.59428571428572
25073,2024-06-01 01:30:10,Referrals,4,page_view,5,7,136.59428571428572
25073,2024-06-13 17:07:59,Direct,25,page_view,6,7,136.59428571428572
25073,2024-07-03 00:06:10,Paid Search,3,purchase,7,7,136.59428571428572
25074,2023-03-01 06:07:08,Email,14,page_view,1,10,35.733999999999995
25074,2023-04-04 03:58:22,Paid Search,46,search,2,10,35.733999999999995
25074,2023-05-30 01:57:51,Affiliate,36,checkout,3,10,35.733999999999995
25074,2023-07-19 00:21:22,Paid Social,29,product_view,4,10,35.733999999999995
