transaction_id,customer_id,campaign_id,traffic_source,first_click_revenue,last_click_revenue,linear_revenue
34146,73012,0,Organic,117.76,0.0,39.25
34146,73012,0,Organic,0.0,0.0,39.25
34146,73012,27,Social,0.0,117.76,39.25
34147,12044,22,Email,55.67,0.0,18.56
34147,12044,20,Social,0.0,0.0,18.56
34147,12044,0,Organic,0.0,55.67,18.56
34150,75937,48,Social,72.33,72.33,72.33
34151,14795,0,Organic,66.42,66.42,66.42
34154,34558,0,Organic,35.93,0.0,8.98
34154,34558,0,Organic,0.0,0.0,8.98
34154,34558,32,Social,0.0,0.0,8.98
34154,34558,31,Email,0.0,35.93,8.98
34155,601,0,Organic,160.47,0.0,80.23
34155,601,0,Organic,0.0,160.47,80.23
34159,12784,23,Email,89.27,0.0,44.63
34159,12784,0,Direct,0.0,89.27,44.63
34160,5982,0,Organic,67.49,67.49,67.49
34161,33205,31,Paid Search,42.74,0.0,21.37
34161,33205,0,Direct,0.0,42.74,21.37
34162,69202,4,Email,237.84,237.84,237.84
34166,49262,11,Social,53.7,0.0,17.9
34166,49262,32,Social,0.0,0.0,17.9
34166,49262,0,Organic,0.0,53.7,17.9
34167,64832,11,Paid Search,23.4,0.0,11.7
34167,64832,0,ORGANIC,0.0,23.4,11.7
34169,46506,0,Organic,132.92,0.0,66.46
34169,46506,0,Direct,0.0,132.92,66.46
34175,96922,0,Organic,28.46,28.46,28.46
34177,77987,8,Paid Search,109.68,109.68,109.68
34178,57351,0,Organic,76.14,76.14,76.14
34179,89332,9,Social,172.82,172.82,172.82
34181,28254,2,Paid Search,223.41,223.41,223.41
34183,48991,32,Email,176.28,176.28,176.28
34187,30407,0,ORGANIC,41.87,41.87,41.87
34188,72009,30,Social,47.25,47.25,47.25
34190,54544,0,Organic,384.67,0.0,96.17
34190,54544,17,Paid Search,0.0,0.0,96.17
34190,54544,14,Paid Search,0.0,0.0,96.17
34190,54544,39,Paid Search,0.0,384.67,96.17
34191,27377,0,Direct,51.83,51.83,51.83
34195,79674,19,Paid Search,78.91,78.91,78.91
34197,59797,9,Social,18.38,18.38,18.38
34199,73971,0,Organic,133.83,133.83,133.83
34202,70672,31,Social,20.85,20.85,20.85
34203,67691,43,Social,77.44,77.44,77.44
34207,507,0,ORGANIC,88.49,0.0,44.24
34207,507,0,Organic,0.0,88.49,44.24
34208,21583,0,Organic,40.24,0.0,20.12
34208,21583,13,Paid Search,0.0,40.24,20.12
34212,75794,13,Paid Search,17.39,17.39,17.39
34213,32133,36,Social,78.16,78.16,78.16
34214,51582,0,Organic,348.81,0.0,174.41
34214,51582,0,Organic,0.0,348.81,174.41
34218,4044,0,Organic,66.82,0.0,33.41
34218,4044,37,Social,0.0,66.82,33.41
34220,3795,0,Direct,59.39,59.39,59.39
34221,26720,22,Paid Search,11.31,0.0,5.66
34221,26720,35,Paid Search,0.0,11.31,5.66
34227,29340,0,Organic,24.9,0.0,8.3
34227,29340,0,Organic,0.0,0.0,8.3
34227,29340,0,Organic,0.0,24.9,8.3
34229,3212,0,Organic,101.64,0.0,50.82
34229,3212,0,Organic,0.0,101.64,50.82
34233,64327,0,Direct,48.54,48.54,48.54
34234,85679,50,Email,52.79,52.79,52.79
34236,36788,0,Direct,249.69,249.69,249.69
34238,7055,0,Organic,14.74,14.74,14.74
34239,1177,0,Organic,154.54,154.54,154.54
34245,72703,47,Social,29.75,0.0,14.88
34245,72703,0,Organic,0.0,29.75,14.88
34246,2638,7,Email,154.41,0.0,77.2
34246,2638,50,PAID SEARCH,0.0,154.41,77.2
34248,9434,0,Organic,93.31,93.31,93.31
34250,58506,0,Organic,170.42,170.42,170.42
34252,24605,0,Organic,45.85,0.0,22.93
34252,24605,0,Organic,0.0,45.85,22.93
34254,15918,47,Social,115.63,0.0,57.81
34254,15918,3,Paid Search,0.0,115.63,57.81
34255,16667,23,Paid Search,49.56,49.56,49.56
34258,19826,0,Organic,92.24,92.24,92.24
34259,19535,0,Organic,46.8,0.0,23.4
34259,19535,38,Social,0.0,46.8,23.4
34260,89485,16,Email,113.55,0.0,56.77
34260,89485,0,Organic,0.0,113.55,56.77
34262,63476,41,PAID SEARCH,80.72,80.72,80.72
34266,25169,0,Organic,62.01,62.01,62.01
34269,6031,0,Organic,114.1,0.0,22.82
34269,6031,0,Organic,0.0,0.0,22.82
34269,6031,0,Organic,0.0,0.0,22.82
34269,6031,20,Email,0.0,0.0,22.82
34269,6031,26,Social,0.0,114.1,22.82
34271,20014,0,Organic,25.17,25.17,25.17
34272,83938,0,Organic,73.38,73.38,73.38
34273,11115,45,Social,21.69,21.69,21.69
34274,78995,4,Email,72.5,72.5,72.5
34275,90063,40,Paid Search,151.4,151.4,151.4
34276,35859,22,Paid Search,46.77,0.0,23.39
34276,35859,33,Email,0.0,46.77,23.39
34277,65488,1,Email,88.71,88.71,88.71
34278,85036,27,Email,28.74,28.74,28.74
34279,35757,0,Direct,22.41,22.41,22.41
34284,80602,0,Organic,126.48,126.48,126.48
34285,92487,20,Paid Search,11.64,0.0,5.82
34285,92487,0,Direct,0.0,11.64,5.82
34286,56575,0,Organic,29.7,29.7,29.7
34287,81735,40,Paid Search,87.83,87.83,87.83
34289,66165,11,Social,112.41,0.0,37.47
34289,66165,0,Organic,0.0,0.0,37.47
34289,66165,0,Organic,0.0,112.41,37.47
34290,64947,0,Organic,105.98,105.98,105.98
34291,34539,0,Organic,21.02,0.0,10.51
34291,34539,0,Organic,0.0,21.02,10.51
34292,23556,0,Organic,69.97,69.97,69.97
34293,65360,0,ORGANIC,146.38,0.0,48.79
34293,65360,0,Organic,0.0,0.0,48.79
34293,65360,19,Social,0.0,146.38,48.79
34294,76650,7,Email,76.2,76.2,76.2
34295,21463,0,Organic,97.04,0.0,24.26
34295,21463,0,Organic,0.0,0.0,24.26
34295,21463,47,PAID SEARCH,0.0,0.0,24.26
34295,21463,0,Direct,0.0,97.04,24.26
34296,34092,49,Email,33.53,33.53,33.53
34302,51944,43,Paid Search,18.39,0.0,6.13
34302,51944,19,Social,0.0,0.0,6.13
34302,51944,10,Email,0.0,18.39,6.13
34303,92648,38,Social,179.43,179.43,179.43
34306,91577,0,Organic,484.81,0.0,161.6
34306,91577,7,Social,0.0,0.0,161.6
34306,91577,0,Direct,0.0,484.81,161.6
34307,6883,35,Paid Search,73.53,0.0,18.38
34307,6883,38,Paid Search,0.0,0.0,18.38
34307,6883,32,Social,0.0,0.0,18.38
34307,6883,0,Direct,0.0,73.53,18.38
34310,18598,40,Paid Search,60.82,60.82,60.82
34314,27943,23,Social,57.0,57.0,57.0
34317,80402,0,Organic,77.73,77.73,77.73
34318,4086,0,Organic,96.37,96.37,96.37
34320,58167,23,Paid Search,69.28,0.0,34.64
34320,58167,0,Direct,0.0,69.28,34.64
34321,72751,0,Organic,140.88,0.0,28.18
34321,72751,40,Social,0.0,0.0,28.18
34321,72751,0,Organic,0.0,0.0,28.18
34321,72751,0,Organic,0.0,0.0,28.18
34321,72751,0,Organic,0.0,140.88,28.18
34323,12710,0,Organic,97.5,0.0,19.5
34323,12710,0,Organic,0.0,0.0,19.5
34323,12710,0,DIRECT,0.0,0.0,19.5
34323,12710,21,Email,0.0,0.0,19.5
34323,12710,0,ORGANIC,0.0,97.5,19.5
34326,92686,0,Organic,188.32,188.32,188.32
34328,6545,15,Paid Search,75.47,75.47,75.47
34329,98981,21,Paid Search,151.9,0.0,50.63
34329,98981,26,Email,0.0,0.0,50.63
34329,98981,28,Paid Search,0.0,151.9,50.63
34330,97563,41,Social,118.46,118.46,118.46
34335,81634,0,Organic,12.44,0.0,6.22
34335,81634,0,Organic,0.0,12.44,6.22
34337,25141,0,Organic,97.5,97.5,97.5
34343,11086,0,Organic,58.76,0.0,14.69
34343,11086,0,Organic,0.0,0.0,14.69
34343,11086,0,Organic,0.0,0.0,14.69
34343,11086,0,Organic,0.0,58.76,14.69
34347,75529,0,Organic,5.11,0.0,2.56
34347,75529,5,Social,0.0,5.11,2.56
34348,82526,44,Paid Search,158.7,0.0,79.35
34348,82526,34,Paid Search,0.0,158.7,79.35
34349,83721,0,Organic,45.21,0.0,15.07
34349,83721,16,Email,0.0,0.0,15.07
34349,83721,0,Direct,0.0,45.21,15.07
34352,88802,0,Organic,160.79,160.79,160.79
34353,22395,33,Social,162.52,162.52,162.52
34356,54781,0,Organic,135.91,135.91,135.91
34357,72258,3,Paid Search,56.06,56.06,56.06
34359,25547,0,Organic,51.33,0.0,25.66
34359,25547,0,Direct,0.0,51.33,25.66
34361,24549,0,Organic,36.42,36.42,36.42
34362,81737,0,Direct,103.55,103.55,103.55
34369,20426,0,Organic,62.82,0.0,15.71
34369,20426,10,Social,0.0,0.0,15.71
34369,20426,0,Organic,0.0,0.0,15.71
34369,20426,0,DIRECT,0.0,62.82,15.71
34370,32428,0,Direct,27.35,0.0,9.12
34370,32428,0,Organic,0.0,0.0,9.12
34370,32428,0,Organic,0.0,27.35,9.12
34372,80491,0,Direct,148.14,0.0,74.07
34372,80491,34,Email,0.0,148.14,74.07
34373,73312,47,Paid Search,220.24,220.24,220.24
34374,55594,4,Email,11.1,11.1,11.1
34376,99786,0,Direct,68.96,68.96,68.96
34385,96103,0,Organic,41.67,0.0,10.42
34385,96103,39,Paid Search,0.0,0.0,10.42
34385,96103,13,Social,0.0,0.0,10.42
34385,96103,38,Email,0.0,41.67,10.42
34390,48210,48,Paid Search,81.87,81.87,81.87
34391,61354,0,Organic,91.72,91.72,91.72
34393,18675,36,Social,19.62,19.62,19.62
34395,26364,0,Organic,94.06,0.0,47.03
34395,26364,0,Direct,0.0,94.06,47.03
34396,83762,0,ORGANIC,12.55,0.0,6.28
34396,83762,0,Direct,0.0,12.55,6.28
34399,49901,12,Paid Search,64.43,64.43,64.43
34400,47935,12,Social,98.8,98.8,98.8
34401,7308,0,Organic,11.34,0.0,3.78
34401,7308,0,Organic,0.0,0.0,3.78
34401,7308,0,Organic,0.0,11.34,3.78
34402,93595,13,Email,49.93,49.93,49.93
34406,26752,0,Organic,19.69,19.69,19.69
34408,98370,0,Organic,23.6,0.0,11.8
34408,98370,33,Paid Search,0.0,23.6,11.8
34410,26332,34,Social,66.58,0.0,22.19
34410,26332,0,Organic,0.0,0.0,22.19
34410,26332,42,Social,0.0,66.58,22.19
34412,48820,0,Direct,520.52,520.52,520.52
34413,97978,43,Social,143.82,143.82,143.82
34414,99121,27,Paid Search,62.15,0.0,15.54
34414,99121,47,Social,0.0,0.0,15.54
34414,99121,7,Email,0.0,0.0,15.54
34414,99121,31,Paid Search,0.0,62.15,15.54
34415,712,0,Organic,71.93,71.93,71.93
34416,33202,0,Direct,11.33,11.33,11.33
34418,6937,1,Social,28.4,28.4,28.4
34419,78105,0,Organic,70.83,70.83,70.83
34420,71111,0,Organic,130.22,0.0,65.11
34420,71111,0,Organic,0.0,130.22,65.11
34421,35516,0,Organic,63.0,0.0,15.75
34421,35516,44,Email,0.0,0.0,15.75
34421,35516,43,Paid Search,0.0,0.0,15.75
34421,35516,1,Paid Search,0.0,63.0,15.75
34422,70281,0,Organic,207.08,0.0,103.54
34422,70281,0,Direct,0.0,207.08,103.54
34427,81298,0,Organic,35.18,35.18,35.18
34431,18810,20,Paid Search,14.2,0.0,4.73
34431,18810,6,Social,0.0,0.0,4.73
34431,18810,31,Paid Search,0.0,14.2,4.73
34432,11238,31,Paid Search,14.06,0.0,7.03
34432,11238,42,Social,0.0,14.06,7.03
34433,61453,0,Direct,56.39,0.0,18.8
34433,61453,0,Organic,0.0,0.0,18.8
34433,61453,0,Organic,0.0,56.39,18.8
34437,27747,1,Paid Search,36.92,36.92,36.92
34438,8168,30,Social,66.24,66.24,66.24
34442,99576,0,Organic,162.3,0.0,54.1
34442,99576,0,ORGANIC,0.0,0.0,54.1
34442,99576,0,Organic,0.0,162.3,54.1
34445,57668,5,Email,394.22,394.22,394.22
34446,20657,50,PAID SEARCH,178.76,178.76,178.76
34448,36508,0,ORGANIC,117.45,117.45,117.45
34449,47772,0,Direct,55.22,0.0,9.2
34449,47772,0,Organic,0.0,0.0,9.2
34449,47772,0,Direct,0.0,0.0,9.2
34449,47772,0,Organic,0.0,0.0,9.2
34449,47772,0,Organic,0.0,0.0,9.2
34449,47772,34,Paid Search,0.0,55.22,9.2
34450,85564,0,Organic,73.72,73.72,73.72
34451,60473,49,Paid Search,133.91,133.91,133.91
34452,3526,43,Email,51.04,51.04,51.04
34453,68166,9,Paid Search,20.84,0.0,10.42
34453,68166,0,Organic,0.0,20.84,10.42
34454,10287,0,Organic,116.58,0.0,58.29
34454,10287,13,Email,0.0,116.58,58.29
34456,65475,14,Paid Search,137.97,137.97,137.97
34457,42661,32,Social,118.5,0.0,59.25
34457,42661,0,Organic,0.0,118.5,59.25
34460,10579,0,Organic,103.33,0.0,34.44
34460,10579,13,Paid Search,0.0,0.0,34.44
34460,10579,0,Organic,0.0,103.33,34.44
34464,72374,0,Direct,65.06,0.0,21.69
34464,72374,44,Paid Search,0.0,0.0,21.69
34464,72374,49,Social,0.0,65.06,21.69
34467,6958,43,Email,51.05,51.05,51.05
34470,76113,0,Direct,117.18,117.18,117.18
34471,39745,0,Organic,33.94,33.94,33.94
34472,83277,0,Organic,77.96,77.96,77.96
34473,88022,27,EMAIL,267.7,267.7,267.7
34474,12455,0,Organic,70.71,70.71,70.71
34481,80879,0,Direct,138.08,138.08,138.08
34482,15232,4,Paid Search,187.63,0.0,46.91
34482,15232,0,ORGANIC,0.0,0.0,46.91
34482,15232,0,Organic,0.0,0.0,46.91
34482,15232,0,Direct,0.0,187.63,46.91
34486,7461,48,Social,304.38,0.0,101.46
34486,7461,31,Paid Search,0.0,0.0,101.46
34486,7461,0,Organic,0.0,304.38,101.46
34487,66611,0,Organic,156.28,0.0,52.09
34487,66611,4,Social,0.0,0.0,52.09
34487,66611,0,Organic,0.0,156.28,52.09
34488,81434,36,Social,49.93,49.93,49.93
34489,87034,6,Paid Search,36.76,0.0,18.38
34489,87034,26,Email,0.0,36.76,18.38
34491,6206,24,Paid Search,49.5,0.0,16.5
34491,6206,32,Paid Search,0.0,0.0,16.5
34491,6206,35,Paid Search,0.0,49.5,16.5
34494,69488,17,Email,116.13,0.0,58.06
34494,69488,0,Organic,0.0,116.13,58.06
34496,52635,0,Organic,81.91,81.91,81.91
34497,7223,28,Social,230.07,230.07,230.07
34500,73599,17,Email,184.09,184.09,184.09
34504,59886,0,Organic,141.47,0.0,70.73
34504,59886,18,Social,0.0,141.47,70.73
34505,47746,0,Organic,38.77,0.0,12.92
34505,47746,50,Paid Search,0.0,0.0,12.92
34505,47746,0,Organic,0.0,38.77,12.92
34506,84183,0,Organic,110.48,0.0,27.62
34506,84183,9,Social,0.0,0.0,27.62
34506,84183,0,Organic,0.0,0.0,27.62
34506,84183,33,Email,0.0,110.48,27.62
34508,95833,0,Organic,38.8,38.8,38.8
34509,47398,0,Organic,56.49,56.49,56.49
34510,82993,47,Email,11.42,11.42,11.42
34511,33915,47,Email,68.88,0.0,34.44
34511,33915,8,Paid Search,0.0,68.88,34.44
34514,60605,10,Paid Search,34.24,0.0,17.12
34514,60605,30,Paid Search,0.0,34.24,17.12
34515,31278,32,Email,104.85,0.0,26.21
34515,31278,0,ORGANIC,0.0,0.0,26.21
34515,31278,0,Organic,0.0,0.0,26.21
34515,31278,1,Social,0.0,104.85,26.21
34516,4860,46,Email,64.92,64.92,64.92
34518,91782,0,Organic,50.08,0.0,25.04
34518,91782,0,Organic,0.0,50.08,25.04
34519,78924,0,Organic,83.83,0.0,41.91
34519,78924,0,Organic,0.0,83.83,41.91
34520,78630,0,Organic,49.36,49.36,49.36
34521,64925,50,Paid Search,54.57,0.0,27.29
34521,64925,39,Paid Search,0.0,54.57,27.29
34523,66823,4,Email,23.57,0.0,7.86
34523,66823,0,Organic,0.0,0.0,7.86
34523,66823,0,Direct,0.0,23.57,7.86
34525,60977,0,Organic,23.63,0.0,11.81
34525,60977,26,Paid Search,0.0,23.63,11.81
34529,64946,0,Organic,204.14,204.14,204.14
34531,56946,0,Organic,233.66,0.0,116.83
34531,56946,14,Paid Search,0.0,233.66,116.83
34532,83394,0,Organic,48.73,0.0,16.24
34532,83394,0,Organic,0.0,0.0,16.24
34532,83394,40,Email,0.0,48.73,16.24
34533,11210,12,Social,79.91,79.91,79.91
34534,46535,28,Social,76.99,0.0,19.25
34534,46535,9,Social,0.0,0.0,19.25
34534,46535,7,Paid Search,0.0,0.0,19.25
34534,46535,0,Organic,0.0,76.99,19.25
34539,44041,0,ORGANIC,263.84,263.84,263.84
34540,26318,17,Paid Search,69.61,69.61,69.61
34542,21791,38,Paid Search,90.84,90.84,90.84
34543,18941,4,Paid Search,15.91,15.91,15.91
34544,92979,28,Email,18.23,18.23,18.23
34545,26775,5,Social,101.06,0.0,25.27
34545,26775,0,Direct,0.0,0.0,25.27
34545,26775,0,Organic,0.0,0.0,25.27
34545,26775,0,Organic,0.0,101.06,25.27
34546,72308,0,Direct,40.81,0.0,13.6
34546,72308,37,Social,0.0,0.0,13.6
34546,72308,2,Paid Search,0.0,40.81,13.6
34547,69195,2,Paid Search,23.41,23.41,23.41
34550,79383,44,Paid Search,76.1,0.0,19.02
34550,79383,22,Social,0.0,0.0,19.02
34550,79383,29,Email,0.0,0.0,19.02
34550,79383,0,Organic,0.0,76.1,19.02
34554,49059,0,Organic,31.34,31.34,31.34
34556,60104,0,Organic,188.07,188.07,188.07
34557,35152,38,Paid Search,31.33,0.0,15.66
34557,35152,38,Email,0.0,31.33,15.66
34559,75592,0,DIRECT,24.0,0.0,8.0
34559,75592,34,Social,0.0,0.0,8.0
34559,75592,30,Paid Search,0.0,24.0,8.0
34560,20214,43,Email,68.64,68.64,68.64
34561,38903,16,Paid Search,11.0,11.0,11.0
34564,8548,34,Social,61.26,61.26,61.26
34565,98276,0,Organic,17.22,0.0,3.44
34565,98276,43,Social,0.0,0.0,3.44
34565,98276,26,Social,0.0,0.0,3.44
34565,98276,45,Social,0.0,0.0,3.44
34565,98276,0,Direct,0.0,17.22,3.44
34567,53537,14,Social,63.65,63.65,63.65
34568,68079,18,Email,48.82,48.82,48.82
34572,6539,0,Organic,32.4,32.4,32.4
34575,32196,0,Organic,138.64,138.64,138.64
34576,84998,46,Social,187.53,0.0,93.77
34576,84998,1,Email,0.0,187.53,93.77
34578,54299,0,Organic,80.91,0.0,40.45
34578,54299,0,Direct,0.0,80.91,40.45
34581,68300,0,Direct,90.27,0.0,30.09
34581,68300,45,Social,0.0,0.0,30.09
34581,68300,0,Organic,0.0,90.27,30.09
34582,10301,3,Email,54.35,54.35,54.35
34585,5243,0,Organic,287.34,287.34,287.34
34587,11873,42,Paid Search,12.2,0.0,6.1
34587,11873,0,Organic,0.0,12.2,6.1
34588,80035,0,Organic,25.57,0.0,12.79
34588,80035,0,Organic,0.0,25.57,12.79
34589,13429,37,Email,102.94,0.0,51.47
34589,13429,0,Organic,0.0,102.94,51.47
34593,58101,0,Organic,50.86,0.0,12.71
34593,58101,0,Organic,0.0,0.0,12.71
34593,58101,0,Direct,0.0,0.0,12.71
34593,58101,8,Email,0.0,50.86,12.71
34595,84658,0,Organic,29.52,0.0,14.76
34595,84658,48,Social,0.0,29.52,14.76
34596,56948,46,Paid Search,376.86,0.0,188.43
34596,56948,5,Social,0.0,376.86,188.43
34597,66735,0,Organic,70.36,0.0,35.18
34597,66735,0,Organic,0.0,70.36,35.18
34598,86234,13,Paid Search,51.79,51.79,51.79
34600,25595,41,Social,101.55,101.55,101.55
34603,51561,23,Email,55.18,0.0,13.79
34603,51561,5,Social,0.0,0.0,13.79
34603,51561,50,Paid Search,0.0,0.0,13.79
34603,51561,17,Social,0.0,55.18,13.79
34604,53348,0,Organic,49.0,0.0,16.33
34604,53348,0,Organic,0.0,0.0,16.33
34604,53348,6,Social,0.0,49.0,16.33
34605,61142,0,Direct,79.35,0.0,39.67
34605,61142,0,Direct,0.0,79.35,39.67
34607,17484,5,Paid Search,17.72,0.0,8.86
34607,17484,0,Direct,0.0,17.72,8.86
34613,95271,24,Email,14.58,0.0,7.29
34613,95271,0,Organic,0.0,14.58,7.29
34614,27440,17,Paid Search,88.48,0.0,44.24
34614,27440,0,Direct,0.0,88.48,44.24
34615,92417,12,Paid Search,8.97,8.97,8.97
34616,83968,0,Organic,7.87,0.0,3.94
34616,83968,11,Paid Search,0.0,7.87,3.94
34617,50705,0,Organic,208.94,208.94,208.94
34618,96681,22,Paid Search,161.98,161.98,161.98
34619,78952,0,Organic,11.34,0.0,3.78
34619,78952,0,Organic,0.0,0.0,3.78
34619,78952,32,Paid Search,0.0,11.34,3.78
34620,43158,0,Organic,138.47,0.0,69.23
34620,43158,15,Email,0.0,138.47,69.23
34621,61893,0,Organic,36.4,36.4,36.4
34624,83435,27,Social,99.3,0.0,49.65
34624,83435,0,Organic,0.0,99.3,49.65
34626,91452,48,Paid Search,208.66,208.66,208.66
34628,37240,40,Paid Search,232.24,232.24,232.24
34629,33162,0,Organic,232.02,0.0,38.67
34629,33162,0,Organic,0.0,0.0,38.67
34629,33162,0,Organic,0.0,0.0,38.67
34629,33162,50,Email,0.0,0.0,38.67
34629,33162,0,Organic,0.0,0.0,38.67
34629,33162,42,Email,0.0,232.02,38.67
34630,77372,29,Social,87.1,87.1,87.1
34632,46296,47,Social,116.16,116.16,116.16
34641,17142,38,Email,72.63,0.0,36.31
34641,17142,25,Paid Search,0.0,72.63,36.31
34642,88723,43,Paid Search,8.29,0.0,4.14
34642,88723,0,Organic,0.0,8.29,4.14
34643,22574,0,Direct,98.72,98.72,98.72
34648,65822,46,Social,343.35,343.35,343.35
34650,23508,0,Organic,95.19,95.19,95.19
34653,91909,0,Organic,58.08,0.0,29.04
34653,91909,0,Organic,0.0,58.08,29.04
34656,62607,34,Social,56.48,56.48,56.48
34658,64900,25,Paid Search,24.61,0.0,12.3
34658,64900,43,Email,0.0,24.61,12.3
34659,22494,0,Organic,92.75,0.0,46.38
34659,22494,0,Organic,0.0,92.75,46.38
34660,11890,12,Paid Search,55.97,0.0,27.98
34660,11890,1,Social,0.0,55.97,27.98
34666,29206,0,Organic,61.54,0.0,20.51
34666,29206,30,Paid Search,0.0,0.0,20.51
34666,29206,0,Organic,0.0,61.54,20.51
34667,87975,0,Direct,61.56,0.0,30.78
34667,87975,0,Organic,0.0,61.56,30.78
34670,12902,0,Direct,103.17,0.0,34.39
34670,12902,0,Direct,0.0,0.0,34.39
34670,12902,28,Social,0.0,103.17,34.39
34671,88691,0,Direct,126.53,0.0,63.27
34671,88691,0,Direct,0.0,126.53,63.27
34672,27977,0,Organic,286.28,286.28,286.28
34673,74822,0,Organic,67.75,0.0,22.58
34673,74822,30,Email,0.0,0.0,22.58
34673,74822,33,Email,0.0,67.75,22.58
34679,18660,0,Organic,69.44,69.44,69.44
34680,34715,0,Organic,54.05,0.0,27.02
34680,34715,32,Email,0.0,54.05,27.02
34682,2276,2,Paid Search,170.78,170.78,170.78
34683,37638,0,Organic,54.51,54.51,54.51
34684,75270,0,Organic,77.81,0.0,25.94
34684,75270,0,Direct,0.0,0.0,25.94
34684,75270,0,Organic,0.0,77.81,25.94
34688,75700,30,Social,118.74,0.0,59.37
34688,75700,11,Email,0.0,118.74,59.37
34689,89213,0,Organic,128.47,0.0,64.23
34689,89213,45,Social,0.0,128.47,64.23
34690,60252,0,Organic,16.24,0.0,8.12
34690,60252,7,Paid Search,0.0,16.24,8.12
34692,9949,41,Email,7.63,0.0,3.81
34692,9949,7,Email,0.0,7.63,3.81
34694,92587,0,Organic,61.92,61.92,61.92
34695,11040,40,Email,30.69,0.0,10.23
34695,11040,37,Paid Search,0.0,0.0,10.23
34695,11040,47,Paid Search,0.0,30.69,10.23
34696,99249,0,Organic,158.59,0.0,79.3
34696,99249,28,Paid Search,0.0,158.59,79.3
34697,12771,46,Email,63.92,63.92,63.92
34701,98954,0,Direct,143.86,0.0,71.93
34701,98954,0,Direct,0.0,143.86,71.93
34703,39879,9,Social,48.14,0.0,12.04
34703,39879,37,Email,0.0,0.0,12.04
34703,39879,32,Social,0.0,0.0,12.04
34703,39879,42,Email,0.0,48.14,12.04
34705,5476,0,ORGANIC,38.24,0.0,19.12
34705,5476,0,Direct,0.0,38.24,19.12
34707,75801,42,Paid Search,249.2,0.0,124.6
34707,75801,0,Direct,0.0,249.2,124.6
34710,99430,9,Paid Search,37.7,0.0,18.85
34710,99430,50,Social,0.0,37.7,18.85
34711,85626,3,Social,53.72,0.0,26.86
34711,85626,29,Social,0.0,53.72,26.86
34712,27563,35,Paid Search,28.83,28.83,28.83
34714,1262,0,Organic,120.69,0.0,60.34
34714,1262,49,Social,0.0,120.69,60.34
34717,69431,25,Email,62.85,62.85,62.85
34718,57963,0,Direct,144.79,0.0,48.26
34718,57963,0,Organic,0.0,0.0,48.26
34718,57963,25,Email,0.0,144.79,48.26
34719,47688,0,Organic,69.13,0.0,34.56
34719,47688,25,Social,0.0,69.13,34.56
34723,73310,33,Social,57.73,57.73,57.73
34724,15628,6,Email,172.9,172.9,172.9
34725,59038,0,Organic,316.04,0.0,158.02
34725,59038,0,Organic,0.0,316.04,158.02
34727,51914,0,Organic,23.73,23.73,23.73
34730,23291,50,Social,47.73,0.0,23.86
34730,23291,0,Organic,0.0,47.73,23.86
34734,8770,11,Email,83.02,83.02,83.02
34736,25646,0,Organic,188.19,0.0,94.09
34736,25646,0,Organic,0.0,188.19,94.09
34742,92787,43,Paid Search,201.34,201.34,201.34
34744,22545,0,Organic,89.02,89.02,89.02
34747,92525,27,Paid Search,10.99,10.99,10.99
34750,484,0,Organic,87.61,0.0,43.8
34750,484,11,Social,0.0,87.61,43.8
34752,38142,0,Direct,177.56,177.56,177.56
34753,54085,0,Organic,68.69,0.0,34.34
34753,54085,0,Organic,0.0,68.69,34.34
34755,48637,21,Paid Search,216.59,216.59,216.59
34756,23488,6,Paid Search,182.13,182.13,182.13
34758,49764,0,Direct,77.74,77.74,77.74
34759,34443,0,Organic,110.11,0.0,55.05
34759,34443,5,Email,0.0,110.11,55.05
34763,76487,40,Paid Search,261.84,261.84,261.84
34764,33697,34,Email,347.37,347.37,347.37
34769,77948,13,Social,13.1,13.1,13.1
34770,65842,0,Direct,254.74,254.74,254.74
34771,58534,0,Organic,55.3,55.3,55.3
34773,81362,33,Social,34.92,34.92,34.92
34776,82892,22,Social,130.64,0.0,43.55
34776,82892,0,Organic,0.0,0.0,43.55
34776,82892,18,Social,0.0,130.64,43.55
34777,17954,0,Organic,40.9,0.0,13.63
34777,17954,0,Organic,0.0,0.0,13.63
34777,17954,0,Direct,0.0,40.9,13.63
34779,91178,0,Organic,72.81,72.81,72.81
34780,14406,0,Organic,38.04,38.04,38.04
34782,24465,44,Paid Search,140.73,0.0,46.91
34782,24465,0,Organic,0.0,0.0,46.91
34782,24465,4,Social,0.0,140.73,46.91
34785,2040,12,Paid Search,129.98,0.0,64.99
34785,2040,0,Organic,0.0,129.98,64.99
34786,18723,0,Organic,32.93,0.0,10.98
34786,18723,0,Direct,0.0,0.0,10.98
34786,18723,49,Email,0.0,32.93,10.98
34787,85422,0,Organic,17.92,0.0,8.96
34787,85422,0,Organic,0.0,17.92,8.96
34789,83558,28,Email,145.72,145.72,145.72
34791,29309,0,Organic,351.29,351.29,351.29
34793,79794,0,Organic,198.17,198.17,198.17
34794,89821,35,Email,70.41,0.0,35.2
34794,89821,0,Organic,0.0,70.41,35.2
34797,57416,0,Organic,14.72,0.0,7.36
34797,57416,48,Email,0.0,14.72,7.36
34805,60976,46,Email,89.27,0.0,44.63
34805,60976,30,Social,0.0,89.27,44.63
34806,26426,14,EMAIL,20.95,0.0,10.47
34806,26426,0,Direct,0.0,20.95,10.47
34808,31188,0,Organic,119.7,0.0,39.9
