transaction_id,customer_id,event_id,campaign_id,traffic_source,touchpoint_time,conversion_time,gross_revenue,total_touchpoints,attribution_weight,attributed_revenue
13429,61897,1315769,0,Direct,2022-11-28 21:30:36,2023-10-12 07:41:20,48.11,2,0.5,24.05
13433,88667,1163377,28,Social,2021-03-15 01:00:04,2023-07-25 18:03:29,193.35,3,0.3333,64.45
13433,88667,1185745,20,Paid Search,2021-10-28 20:19:55,2023-07-25 18:03:29,193.35,3,0.3333,64.45
13433,88667,92910,11,Social,2023-02-13 21:44:13,2023-07-25 18:03:29,193.35,3,0.3333,64.45
13435,7469,771242,0,Organic,2021-05-01 07:39:30,2023-09-28 19:19:27,110.17,1,1.0,110.17
13436,33129,1075050,46,Paid Search,2022-05-01 12:32:57,2023-02-06 08:14:06,34.55,2,0.5,17.27
13436,33129,475563,14,Paid Search,2022-10-06 13:51:57,2023-02-06 08:14:06,34.55,2,0.5,17.27
13437,8445,1404124,0,Organic,2021-09-27 17:38:27,2021-11-27 20:45:16,50.94,1,1.0,50.94
13438,49877,1529505,0,Organic,2021-12-20 06:12:47,2023-11-11 05:13:06,98.43,2,0.5,49.22
13438,49877,433351,3,Paid Search,2023-02-21 23:00:53,2023-11-11 05:13:06,98.43,2,0.5,49.22
13441,87607,1870477,40,Paid Search,2021-04-28 21:52:15,2023-02-14 07:44:02,139.48,2,0.5,69.74
13441,87607,1704509,32,Social,2022-09-18 08:23:43,2023-02-14 07:44:02,139.48,2,0.5,69.74
13446,50518,1189544,35,Email,2021-12-16 02:13:37,2022-02-13 20:28:39,54.12,1,1.0,54.12
13447,28620,1259439,0,Organic,2021-05-12 22:33:14,2022-09-14 09:27:43,91.71,1,1.0,91.71
13448,62311,1891875,34,Paid Search,2022-03-10 02:35:50,2023-09-22 14:08:31,133.35,1,1.0,133.35
13449,93242,1258419,18,Social,2021-12-04 12:26:49,2023-04-04 05:30:53,121.2,2,0.5,60.6
13449,93242,1389432,31,Paid Search,2022-07-06 23:28:33,2023-04-04 05:30:53,121.2,2,0.5,60.6
13450,56700,890615,20,Paid Search,2022-08-12 13:46:10,2023-01-29 13:55:40,33.43,1,1.0,33.43
13456,4795,783269,0,Organic,2021-01-19 07:28:36,2022-07-19 12:01:10,151.31,3,0.3333,50.44
13456,4795,1041210,0,Organic,2021-08-23 23:26:49,2022-07-19 12:01:10,151.31,3,0.3333,50.44
13456,4795,1803480,6,Paid Search,2022-06-17 14:42:04,2022-07-19 12:01:10,151.31,3,0.3333,50.44
13457,561,364149,37,Email,2022-07-06 13:18:43,2022-11-19 09:11:26,85.6,1,1.0,85.6
13459,88905,1386442,0,Organic,2021-05-06 06:45:46,2022-02-19 09:28:19,51.89,2,0.5,25.95
13459,88905,1563818,24,Paid Search,2021-10-30 12:57:27,2022-02-19 09:28:19,51.89,2,0.5,25.95
13460,24251,999660,0,DIRECT,2021-02-22 06:56:12,2023-01-14 22:40:15,66.24,2,0.5,33.12
13460,24251,438630,12,Social,2022-08-08 18:27:43,2023-01-14 22:40:15,66.24,2,0.5,33.12
13461,99092,280361,29,Email,2021-01-30 00:13:52,2023-02-01 19:09:29,64.11,1,1.0,64.11
13463,19364,1361000,9,Email,2023-04-02 11:46:02,2023-10-03 13:18:00,31.24,2,0.5,15.62
13463,19364,168208,36,Social,2023-07-10 17:04:39,2023-10-03 13:18:00,31.24,2,0.5,15.62
13465,87627,717719,0,Organic,2021-03-27 04:51:16,2022-12-13 00:54:09,81.5,3,0.3333,27.17
13465,87627,1508318,0,Organic,2022-04-12 00:19:26,2022-12-13 00:54:09,81.5,3,0.3333,27.17
13465,87627,1395683,0,Direct,2022-05-06 12:06:16,2022-12-13 00:54:09,81.5,3,0.3333,27.17
13466,70842,1915670,41,Paid Search,2021-03-01 18:31:48,2021-05-23 14:59:32,301.32,1,1.0,301.32
13468,35123,1146246,0,Organic,2021-06-13 18:40:59,2021-07-14 17:15:09,85.11,1,1.0,85.11
13472,62715,1656361,0,Direct,2021-03-03 13:33:49,2021-05-22 15:46:04,82.14,1,1.0,82.14
13473,991,1964345,0,Organic,2021-01-15 12:40:53,2022-11-04 10:07:52,54.8,3,0.3333,18.27
13473,991,1202492,0,Organic,2021-07-09 22:26:10,2022-11-04 10:07:52,54.8,3,0.3333,18.27
13473,991,1674168,0,DIRECT,2022-05-29 17:50:56,2022-11-04 10:07:52,54.8,3,0.3333,18.27
13477,95694,1651399,0,Direct,2021-01-14 14:05:29,2021-09-10 04:15:37,55.87,1,1.0,55.87
13479,21225,1218182,38,Paid Search,2022-05-01 13:10:48,2022-10-23 01:06:36,44.89,3,0.3333,14.96
13479,21225,1568761,5,Email,2022-08-09 15:15:52,2022-10-23 01:06:36,44.89,3,0.3333,14.96
13479,21225,1670530,0,Organic,2022-08-30 07:37:35,2022-10-23 01:06:36,44.89,3,0.3333,14.96
13481,70224,1872890,0,Direct,2021-09-18 05:46:59,2023-08-04 05:33:18,69.07,2,0.5,34.53
13481,70224,467868,0,Direct,2023-01-28 20:49:33,2023-08-04 05:33:18,69.07,2,0.5,34.53
13482,75338,1737917,0,Organic,2021-11-12 14:27:37,2022-02-08 13:45:21,57.85,1,1.0,57.85
13489,91974,1323652,1,Social,2021-01-09 16:25:28,2023-05-15 15:08:19,11.42,4,0.25,2.85
13489,91974,1635779,0,Organic,2022-02-12 07:47:58,2023-05-15 15:08:19,11.42,4,0.25,2.85
13489,91974,356025,0,Organic,2022-03-22 08:41:24,2023-05-15 15:08:19,11.42,4,0.25,2.85
13489,91974,1835679,27,Paid Search,2022-07-31 18:29:05,2023-05-15 15:08:19,11.42,4,0.25,2.85
13490,36152,624822,0,Direct,2021-05-05 07:27:56,2022-07-13 07:10:05,31.12,3,0.3333,10.37
13490,36152,1214017,38,Email,2021-07-28 08:31:18,2022-07-13 07:10:05,31.12,3,0.3333,10.37
13490,36152,872882,43,Email,2021-08-23 08:16:58,2022-07-13 07:10:05,31.12,3,0.3333,10.37
13491,7566,1086867,0,Organic,2022-01-23 05:16:31,2022-04-15 03:28:04,24.02,1,1.0,24.02
13492,48599,1286123,0,Organic,2021-01-15 12:27:02,2021-02-01 06:32:16,68.87,1,1.0,68.87
13494,3225,517505,44,Paid Search,2021-04-19 22:27:41,2022-09-18 03:26:39,23.03,2,0.5,11.52
13494,3225,1275449,21,Social,2021-11-26 04:48:02,2022-09-18 03:26:39,23.03,2,0.5,11.52
13495,97719,364689,0,Organic,2022-07-17 10:30:20,2023-11-23 05:52:35,62.52,2,0.5,31.26
13495,97719,137470,0,Organic,2022-10-23 14:45:22,2023-11-23 05:52:35,62.52,2,0.5,31.26
13496,64663,1563728,38,Social,2021-01-24 16:09:48,2023-07-27 23:00:24,45.12,2,0.5,22.56
13496,64663,540306,7,Social,2021-11-24 21:50:15,2023-07-27 23:00:24,45.12,2,0.5,22.56
13497,8348,319827,0,Direct,2021-05-01 09:46:18,2021-08-13 22:38:31,241.18,1,1.0,241.18
13499,9288,382330,45,Social,2021-10-26 14:33:52,2023-08-18 19:03:16,109.87,2,0.5,54.94
13499,9288,1976482,15,Email,2022-10-17 13:05:20,2023-08-18 19:03:16,109.87,2,0.5,54.94
13500,49069,723643,10,Email,2021-05-29 13:17:10,2022-05-10 20:22:10,73.17,3,0.3333,24.39
13500,49069,622506,0,Direct,2021-10-09 15:35:38,2022-05-10 20:22:10,73.17,3,0.3333,24.39
13500,49069,1223951,36,Email,2022-04-11 11:21:43,2022-05-10 20:22:10,73.17,3,0.3333,24.39
13502,49356,1937942,0,Organic,2021-03-15 19:49:50,2022-07-19 18:26:32,83.59,1,1.0,83.59
13503,25840,1427389,0,Organic,2021-11-22 16:36:27,2023-07-31 06:49:00,57.03,2,0.5,28.52
13503,25840,1472245,0,Organic,2022-12-21 01:03:59,2023-07-31 06:49:00,57.03,2,0.5,28.52
13509,92225,840941,41,Email,2021-03-03 06:48:22,2022-05-28 09:17:00,17.02,1,1.0,17.02
13511,12228,1156700,23,Paid Search,2022-04-16 15:45:42,2022-12-18 11:45:54,230.74,1,1.0,230.74
13513,76835,769257,0,Organic,2021-06-25 17:49:41,2022-01-22 11:54:38,151.92,1,1.0,151.92
13514,29992,752171,8,Social,2021-10-02 02:12:52,2022-03-06 03:06:05,81.98,1,1.0,81.98
13515,84940,1251537,0,Organic,2021-03-11 18:15:52,2021-10-18 19:21:47,70.58,2,0.5,35.29
13515,84940,1023783,0,Organic,2021-10-07 12:07:05,2021-10-18 19:21:47,70.58,2,0.5,35.29
13518,37384,168435,41,Social,2021-01-05 12:55:04,2021-06-14 22:26:27,23.59,1,1.0,23.59
13519,18376,1598501,20,Paid Search,2021-03-24 11:11:01,2021-12-25 20:24:30,147.3,2,0.5,73.65
13519,18376,1719509,3,Email,2021-05-19 23:10:44,2021-12-25 20:24:30,147.3,2,0.5,73.65
13520,8684,837683,0,Organic,2022-04-22 16:27:31,2022-12-10 15:37:13,73.68,1,1.0,73.68
13521,85944,1148040,0,Organic,2021-09-08 16:16:24,2023-10-28 23:27:49,74.46,1,1.0,74.46
13527,94146,933193,0,Organic,2022-01-02 02:54:00,2022-10-23 21:14:01,54.83,2,0.5,27.41
13527,94146,196288,38,Paid Search,2022-06-04 05:14:07,2022-10-23 21:14:01,54.83,2,0.5,27.41
13528,13292,821228,3,Social,2021-03-02 09:48:20,2023-09-05 13:09:32,17.34,2,0.5,8.67
13528,13292,1329107,0,Direct,2023-05-11 06:17:33,2023-09-05 13:09:32,17.34,2,0.5,8.67
13530,77949,339100,49,Paid Search,2021-11-01 14:24:23,2023-12-26 18:39:48,290.88,2,0.5,145.44
13530,77949,105146,0,Organic,2023-08-20 20:49:06,2023-12-26 18:39:48,290.88,2,0.5,145.44
13533,11613,120017,18,Social,2021-08-29 02:16:33,2021-09-26 06:27:16,44.06,1,1.0,44.06
13534,82981,1939496,41,Social,2021-01-05 07:12:46,2023-03-18 19:28:18,58.89,3,0.3333,19.63
13534,82981,1710382,10,Email,2021-06-08 02:36:03,2023-03-18 19:28:18,58.89,3,0.3333,19.63
13534,82981,957242,0,Organic,2022-06-01 08:00:27,2023-03-18 19:28:18,58.89,3,0.3333,19.63
13535,44945,713196,0,Organic,2021-02-28 19:22:37,2023-07-20 17:05:05,76.62,2,0.5,38.31
13535,44945,221863,23,Social,2022-08-26 07:35:12,2023-07-20 17:05:05,76.62,2,0.5,38.31
13536,71425,369201,27,Social,2022-03-18 19:38:05,2023-12-04 00:53:38,99.7,4,0.25,24.93
13536,71425,60039,6,Paid Search,2022-11-08 04:33:28,2023-12-04 00:53:38,99.7,4,0.25,24.93
13536,71425,1001774,27,Email,2023-08-18 16:05:41,2023-12-04 00:53:38,99.7,4,0.25,24.93
13536,71425,345719,44,Paid Search,2023-10-02 07:13:54,2023-12-04 00:53:38,99.7,4,0.25,24.93
13538,25176,177523,0,Organic,2021-01-13 19:02:44,2023-05-24 04:44:04,62.24,7,0.1429,8.89
13538,25176,594643,25,Paid Search,2021-01-16 22:28:24,2023-05-24 04:44:04,62.24,7,0.1429,8.89
13538,25176,1613964,0,Organic,2021-08-30 06:17:15,2023-05-24 04:44:04,62.24,7,0.1429,8.89
13538,25176,1765623,0,Organic,2021-10-06 21:41:25,2023-05-24 04:44:04,62.24,7,0.1429,8.89
13538,25176,1943544,11,Social,2022-06-04 09:05:33,2023-05-24 04:44:04,62.24,7,0.1429,8.89
13538,25176,1413751,4,Social,2023-03-28 22:33:56,2023-05-24 04:44:04,62.24,7,0.1429,8.89
13538,25176,373910,2,Social,2023-04-23 10:49:20,2023-05-24 04:44:04,62.24,7,0.1429,8.89
13540,78333,922850,0,Organic,2022-02-11 08:06:19,2022-11-07 05:37:34,69.32,1,1.0,69.32
13548,38499,1874983,0,Organic,2021-06-07 07:01:25,2022-07-14 23:54:32,35.12,4,0.25,8.78
13548,38499,157397,0,Organic,2021-08-15 11:57:39,2022-07-14 23:54:32,35.12,4,0.25,8.78
13548,38499,403313,0,Organic,2022-03-02 16:54:34,2022-07-14 23:54:32,35.12,4,0.25,8.78
13548,38499,1761099,6,Paid Search,2022-06-07 15:43:06,2022-07-14 23:54:32,35.12,4,0.25,8.78
13550,15938,1167437,0,Organic,2023-06-02 07:53:32,2023-08-11 15:33:03,10.87,1,1.0,10.87
13551,52866,1201887,0,Organic,2023-02-01 07:22:42,2023-07-18 21:35:30,62.58,1,1.0,62.58
13552,472,459829,0,Organic,2021-10-29 14:16:26,2022-07-18 18:59:44,277.95,2,0.5,138.97
13552,472,1503894,0,Organic,2022-04-05 09:25:11,2022-07-18 18:59:44,277.95,2,0.5,138.97
13554,89471,838097,0,Organic,2021-04-01 18:07:51,2023-07-23 19:36:22,93.85,2,0.5,46.92
13554,89471,1323649,0,Organic,2023-04-15 13:07:09,2023-07-23 19:36:22,93.85,2,0.5,46.92
13555,69107,624035,0,Direct,2023-02-20 09:15:37,2023-12-11 08:22:58,30.1,1,1.0,30.1
13556,58723,1859434,19,Paid Search,2022-04-04 20:38:59,2023-03-20 10:57:36,202.31,3,0.3333,67.44
13556,58723,1848643,0,Organic,2022-07-01 10:22:43,2023-03-20 10:57:36,202.31,3,0.3333,67.44
13556,58723,1213764,0,Organic,2022-08-04 13:28:03,2023-03-20 10:57:36,202.31,3,0.3333,67.44
13557,80382,1999689,36,Social,2023-08-28 09:46:13,2023-11-12 22:34:54,98.34,1,1.0,98.34
13559,84095,936772,0,Organic,2021-12-25 11:22:46,2023-07-07 11:37:44,23.5,2,0.5,11.75
13559,84095,1045486,43,Email,2023-02-14 19:42:42,2023-07-07 11:37:44,23.5,2,0.5,11.75
13561,36647,825818,5,Paid Search,2022-08-25 16:53:38,2023-01-14 15:11:42,146.18,2,0.5,73.09
13561,36647,1640904,5,Social,2022-10-11 02:00:08,2023-01-14 15:11:42,146.18,2,0.5,73.09
13562,72991,417287,0,Organic,2021-01-07 19:58:40,2022-10-21 14:02:20,15.45,2,0.5,7.72
13562,72991,1049355,0,Organic,2022-10-09 07:38:08,2022-10-21 14:02:20,15.45,2,0.5,7.72
13564,3810,283016,0,Direct,2022-06-11 10:36:50,2023-09-23 12:49:16,41.39,7,0.1429,5.91
13564,3810,427070,0,Organic,2023-01-28 13:36:37,2023-09-23 12:49:16,41.39,7,0.1429,5.91
13564,3810,1372260,39,Paid Search,2023-02-27 06:32:36,2023-09-23 12:49:16,41.39,7,0.1429,5.91
13564,3810,1278204,0,Organic,2023-05-11 19:08:01,2023-09-23 12:49:16,41.39,7,0.1429,5.91
13564,3810,500169,0,Direct,2023-05-21 15:56:18,2023-09-23 12:49:16,41.39,7,0.1429,5.91
13564,3810,1934482,1,Email,2023-06-19 13:15:59,2023-09-23 12:49:16,41.39,7,0.1429,5.91
13564,3810,1384241,0,Organic,2023-09-11 14:56:19,2023-09-23 12:49:16,41.39,7,0.1429,5.91
13565,42066,1693887,26,Social,2021-06-03 05:04:43,2021-10-13 05:13:33,113.67,2,0.5,56.84
13565,42066,1692446,0,Direct,2021-08-31 13:31:40,2021-10-13 05:13:33,113.67,2,0.5,56.84
13566,91675,820816,0,Organic,2021-09-22 18:34:04,2022-02-12 08:23:43,65.08,1,1.0,65.08
13567,71140,472139,0,Direct,2022-03-15 18:13:02,2022-04-01 16:05:47,46.5,1,1.0,46.5
13569,71022,1336020,19,Paid Search,2021-09-05 16:13:30,2023-09-21 13:40:36,38.71,2,0.5,19.36
13569,71022,39188,36,Paid Search,2023-08-28 20:05:37,2023-09-21 13:40:36,38.71,2,0.5,19.36
13571,13893,1809616,8,Paid Search,2021-04-28 07:22:21,2021-10-10 12:13:28,85.52,1,1.0,85.52
13573,21829,1198310,40,Email,2021-11-18 00:58:27,2023-11-19 15:56:05,32.84,1,1.0,32.84
13577,46796,1724667,0,Organic,2021-08-26 21:47:20,2023-08-13 07:34:09,126.36,2,0.5,63.18
13577,46796,1697410,0,Direct,2022-08-01 15:57:26,2023-08-13 07:34:09,126.36,2,0.5,63.18
13578,27155,1173039,0,ORGANIC,2021-05-14 22:54:17,2022-11-08 08:48:09,585.48,2,0.5,292.74
13578,27155,1109585,0,Direct,2022-03-05 15:07:43,2022-11-08 08:48:09,585.48,2,0.5,292.74
13579,21392,617633,42,Social,2021-08-20 05:57:23,2022-05-27 01:52:44,20.9,1,1.0,20.9
13580,44933,1285510,44,Email,2021-06-28 01:03:34,2022-11-20 13:43:18,65.25,1,1.0,65.25
13581,6398,817585,0,Organic,2021-04-04 22:06:16,2023-08-30 01:53:16,55.24,2,0.5,27.62
13581,6398,1763699,0,Organic,2023-06-16 06:31:58,2023-08-30 01:53:16,55.24,2,0.5,27.62
13584,89869,571654,12,Social,2021-10-15 17:45:02,2022-05-24 08:05:50,187.53,3,0.3333,62.51
13584,89869,1935520,0,Organic,2021-11-13 19:02:32,2022-05-24 08:05:50,187.53,3,0.3333,62.51
13584,89869,281489,0,Organic,2022-01-06 07:40:27,2022-05-24 08:05:50,187.53,3,0.3333,62.51
13585,71511,873249,38,Paid Search,2023-03-16 01:16:18,2023-09-04 00:37:29,109.11,1,1.0,109.11
13587,69104,1245450,0,Organic,2023-05-26 11:00:16,2023-07-30 02:10:50,110.62,1,1.0,110.62
13589,5425,1149135,7,Social,2022-02-07 18:34:05,2022-06-25 20:57:38,17.47,2,0.5,8.73
13589,5425,1729399,0,Direct,2022-03-24 05:14:07,2022-06-25 20:57:38,17.47,2,0.5,8.73
13590,73293,1225315,15,Paid Search,2021-02-22 00:35:02,2023-06-12 10:04:16,32.84,2,0.5,16.42
13590,73293,322339,7,Paid Search,2022-12-22 13:20:05,2023-06-12 10:04:16,32.84,2,0.5,16.42
13591,37035,893190,0,Organic,2021-09-12 16:46:09,2023-04-28 22:32:50,94.36,4,0.25,23.59
13591,37035,602442,0,Organic,2021-11-15 21:27:37,2023-04-28 22:32:50,94.36,4,0.25,23.59
13591,37035,837179,0,Organic,2022-03-27 19:57:26,2023-04-28 22:32:50,94.36,4,0.25,23.59
13591,37035,382601,0,Organic,2023-04-06 20:36:57,2023-04-28 22:32:50,94.36,4,0.25,23.59
13592,92371,1568234,0,Organic,2021-06-02 07:28:27,2022-02-22 20:07:02,73.41,2,0.5,36.7
13592,92371,1224548,11,Paid Search,2022-01-13 16:29:40,2022-02-22 20:07:02,73.41,2,0.5,36.7
13594,59655,202098,32,Paid Search,2021-10-24 05:32:17,2023-05-14 18:33:10,121.75,4,0.25,30.44
13594,59655,1808098,0,Direct,2021-12-12 13:48:55,2023-05-14 18:33:10,121.75,4,0.25,30.44
13594,59655,1241719,45,Paid Search,2022-12-29 12:59:55,2023-05-14 18:33:10,121.75,4,0.25,30.44
13594,59655,1030972,42,Social,2023-03-13 15:42:08,2023-05-14 18:33:10,121.75,4,0.25,30.44
13596,80054,377417,0,Organic,2022-05-14 13:14:51,2023-09-24 19:10:11,51.7,2,0.5,25.85
13596,80054,1563793,0,Organic,2022-06-23 09:55:36,2023-09-24 19:10:11,51.7,2,0.5,25.85
13597,38657,83551,32,Paid Search,2022-05-28 19:08:08,2023-11-26 06:40:58,48.87,2,0.5,24.43
13597,38657,847715,39,Social,2022-06-04 15:39:14,2023-11-26 06:40:58,48.87,2,0.5,24.43
13598,21253,107814,39,Paid Search,2021-01-31 18:51:12,2021-03-28 12:05:23,228.2,1,1.0,228.2
13599,43812,1,43,Email,2021-01-14 13:35:43,2021-12-18 20:11:38,36.49,3,0.3333,12.16
13599,43812,1896951,1,Social,2021-03-05 09:48:12,2021-12-18 20:11:38,36.49,3,0.3333,12.16
13599,43812,439524,3,Email,2021-12-08 17:54:25,2021-12-18 20:11:38,36.49,3,0.3333,12.16
13601,84081,911854,40,Social,2021-06-24 10:11:33,2023-04-05 15:16:36,57.83,5,0.2,11.57
13601,84081,925873,0,Organic,2021-07-21 05:11:08,2023-04-05 15:16:36,57.83,5,0.2,11.57
13601,84081,1013041,0,DIRECT,2021-10-19 16:13:01,2023-04-05 15:16:36,57.83,5,0.2,11.57
13601,84081,1965297,0,DIRECT,2022-11-10 07:32:34,2023-04-05 15:16:36,57.83,5,0.2,11.57
13601,84081,1261500,0,Organic,2022-12-13 17:44:10,2023-04-05 15:16:36,57.83,5,0.2,11.57
13603,93713,801361,0,Direct,2022-04-20 16:42:46,2023-03-09 05:50:21,177.74,2,0.5,88.87
13603,93713,1409863,19,Email,2022-06-10 20:09:03,2023-03-09 05:50:21,177.74,2,0.5,88.87
13604,58010,1349931,0,Organic,2022-03-17 06:04:45,2023-01-13 08:55:54,149.38,3,0.3333,49.79
13604,58010,351486,0,Direct,2022-04-16 00:32:39,2023-01-13 08:55:54,149.38,3,0.3333,49.79
13604,58010,350135,0,Organic,2022-11-13 00:32:51,2023-01-13 08:55:54,149.38,3,0.3333,49.79
13605,34094,1057951,0,Direct,2022-12-05 15:04:23,2023-04-21 01:52:07,41.35,2,0.5,20.68
13605,34094,1707807,38,PAID SEARCH,2022-12-24 02:57:59,2023-04-21 01:52:07,41.35,2,0.5,20.68
13606,30208,1373812,41,Email,2022-09-27 20:08:40,2023-07-22 11:27:45,25.15,3,0.3333,8.38
13606,30208,1220018,0,Organic,2022-10-01 17:48:50,2023-07-22 11:27:45,25.15,3,0.3333,8.38
13606,30208,970376,0,Organic,2023-03-14 20:04:42,2023-07-22 11:27:45,25.15,3,0.3333,8.38
13608,80946,1426005,0,Organic,2021-01-10 06:45:16,2022-02-06 09:07:40,116.55,2,0.5,58.27
13608,80946,730232,35,EMAIL,2021-10-08 15:57:12,2022-02-06 09:07:40,116.55,2,0.5,58.27
13609,15702,720286,2,Social,2021-07-05 13:40:36,2023-04-10 18:11:19,25.47,2,0.5,12.73
13609,15702,999135,28,Social,2021-07-25 14:59:25,2023-04-10 18:11:19,25.47,2,0.5,12.73
13610,27610,1698486,25,Social,2022-02-11 00:20:11,2023-11-28 19:27:32,143.84,2,0.5,71.92
13610,27610,1639950,0,Organic,2022-11-02 11:36:02,2023-11-28 19:27:32,143.84,2,0.5,71.92
13611,54879,1791197,50,Paid Search,2021-11-20 20:57:10,2023-11-01 03:46:50,133.65,2,0.5,66.83
13611,54879,1639666,16,Social,2021-12-11 18:30:00,2023-11-01 03:46:50,133.65,2,0.5,66.83
13612,97829,494710,8,Email,2021-05-16 12:38:59,2021-05-21 06:43:36,133.41,1,1.0,133.41
13613,80981,751709,0,Direct,2021-05-06 03:34:35,2021-10-06 07:55:23,265.44,1,1.0,265.44
13619,83325,76572,32,Social,2021-03-04 18:54:32,2022-05-19 20:52:47,37.81,1,1.0,37.81
13622,60821,1798980,0,Direct,2021-03-18 13:34:55,2021-06-30 01:26:06,52.97,1,1.0,52.97
13624,10503,997116,21,Email,2021-02-20 13:45:44,2023-10-12 18:45:20,386.88,5,0.2,77.38
13624,10503,1842203,0,Organic,2021-05-28 23:08:21,2023-10-12 18:45:20,386.88,5,0.2,77.38
13624,10503,1492841,0,Organic,2022-08-05 21:22:45,2023-10-12 18:45:20,386.88,5,0.2,77.38
13624,10503,966070,4,Paid Search,2022-08-19 07:16:41,2023-10-12 18:45:20,386.88,5,0.2,77.38
13624,10503,1783607,0,Organic,2023-04-02 07:11:28,2023-10-12 18:45:20,386.88,5,0.2,77.38
13625,50289,569616,0,Organic,2021-10-30 00:44:24,2022-07-09 03:50:30,38.29,1,1.0,38.29
13626,56774,1329960,0,Organic,2021-03-08 13:12:47,2021-06-27 21:11:54,64.4,1,1.0,64.4
13627,53539,634195,23,Email,2021-05-08 13:16:15,2021-06-25 17:02:58,36.16,1,1.0,36.16
13629,55684,1897280,34,Social,2022-04-29 17:18:49,2022-06-27 10:44:03,49.4,1,1.0,49.4
13634,75093,551361,2,Email,2021-02-06 14:37:33,2021-12-17 09:09:05,26.75,1,1.0,26.75
13635,77373,1071273,32,Paid Search,2021-10-25 20:42:26,2022-12-22 06:17:23,64.05,2,0.5,32.02
13635,77373,884407,17,Paid Search,2022-04-09 17:31:27,2022-12-22 06:17:23,64.05,2,0.5,32.02
13636,11777,384423,0,Organic,2021-04-26 20:35:57,2021-12-05 23:24:22,33.33,1,1.0,33.33
13637,19136,162286,0,Organic,2022-09-19 18:26:59,2023-12-21 03:09:45,128.9,3,0.3333,42.97
13637,19136,584259,44,Paid Search,2023-01-21 08:02:01,2023-12-21 03:09:45,128.9,3,0.3333,42.97
13637,19136,632659,34,Paid Search,2023-04-04 16:09:32,2023-12-21 03:09:45,128.9,3,0.3333,42.97
13638,49866,1285483,0,Organic,2021-03-26 14:23:09,2022-09-03 07:15:51,80.73,1,1.0,80.73
13639,9867,639770,0,Organic,2021-04-30 00:27:37,2023-02-16 16:38:40,14.53,2,0.5,7.26
13639,9867,1751827,4,Paid Search,2022-02-01 15:29:59,2023-02-16 16:38:40,14.53,2,0.5,7.26
13644,1138,1804877,0,Organic,2021-03-20 17:48:25,2023-01-07 18:24:44,139.04,1,1.0,139.04
13646,72936,1214692,0,Organic,2021-10-11 22:02:25,2023-11-28 16:05:39,55.18,5,0.2,11.04
13646,72936,664508,0,Organic,2021-12-26 05:41:21,2023-11-28 16:05:39,55.18,5,0.2,11.04
13646,72936,1542355,0,Organic,2022-10-04 06:21:31,2023-11-28 16:05:39,55.18,5,0.2,11.04
13646,72936,399489,19,Email,2022-12-09 16:43:40,2023-11-28 16:05:39,55.18,5,0.2,11.04
13646,72936,1661837,0,Organic,2023-02-06 19:20:02,2023-11-28 16:05:39,55.18,5,0.2,11.04
13658,81461,1156662,46,Paid Search,2021-02-08 16:11:38,2023-06-25 07:55:59,141.74,2,0.5,70.87
13658,81461,1279608,7,Email,2023-03-14 17:28:19,2023-06-25 07:55:59,141.74,2,0.5,70.87
13660,61602,261759,25,Social,2021-03-17 18:12:30,2022-04-24 21:37:12,26.97,3,0.3333,8.99
13660,61602,1293882,44,Paid Search,2021-04-30 19:49:03,2022-04-24 21:37:12,26.97,3,0.3333,8.99
13660,61602,315104,0,Organic,2021-11-17 20:04:38,2022-04-24 21:37:12,26.97,3,0.3333,8.99
13661,29449,664688,0,Organic,2021-05-04 07:39:35,2022-10-09 00:38:42,54.01,3,0.3333,18.0
13661,29449,51768,0,Organic,2021-07-26 22:25:45,2022-10-09 00:38:42,54.01,3,0.3333,18.0
13661,29449,826639,36,Paid Search,2021-09-16 10:02:16,2022-10-09 00:38:42,54.01,3,0.3333,18.0
13662,92936,647181,0,Organic,2022-04-16 16:21:09,2022-07-30 21:16:26,73.56,2,0.5,36.78
13662,92936,1482393,0,Organic,2022-06-18 06:45:22,2022-07-30 21:16:26,73.56,2,0.5,36.78
13663,37146,1278195,29,Email,2021-07-23 23:41:34,2022-11-19 20:58:20,108.99,1,1.0,108.99
13665,70768,1421052,0,Organic,2021-01-23 12:29:22,2021-08-21 12:24:33,128.22,2,0.5,64.11
13665,70768,979137,0,Organic,2021-01-31 23:25:03,2021-08-21 12:24:33,128.22,2,0.5,64.11
13666,15871,433658,0,Organic,2022-11-27 14:46:29,2023-03-23 05:05:52,18.39,1,1.0,18.39
13670,476,545474,0,Organic,2022-01-15 09:36:30,2022-09-18 02:58:04,128.22,1,1.0,128.22
13671,24482,703616,0,ORGANIC,2022-03-25 12:07:06,2023-10-13 00:20:58,333.24,4,0.25,83.31
13671,24482,978094,12,Email,2022-06-24 20:24:10,2023-10-13 00:20:58,333.24,4,0.25,83.31
13671,24482,325698,0,Organic,2022-10-07 14:08:27,2023-10-13 00:20:58,333.24,4,0.25,83.31
13671,24482,1215048,3,Email,2023-05-21 15:39:11,2023-10-13 00:20:58,333.24,4,0.25,83.31
13672,36347,1090290,44,Social,2021-03-08 06:40:07,2021-12-28 13:44:30,217.6,3,0.3333,72.53
13672,36347,873268,0,Organic,2021-05-17 17:48:40,2021-12-28 13:44:30,217.6,3,0.3333,72.53
